HOG	OG	Gene Tree Parent Clade	acastellanii_braker	bc2001_braker	bc2002_braker	dicty_braker	vvermcdc19_braker
N3.HOG0000251	OG0000004	n101		bc2001_g8675.t1	bc2002_g17239.t1		
N3.HOG0000252	OG0000004	n103			bc2002_g15343.t1, bc2002_g7615.t1		
N3.HOG0000253	OG0000004	n106		bc2001_g8652.t1	bc2002_g17213.t1		
N3.HOG0000254	OG0000004	n107		bc2001_g19345.t1	bc2002_g520.t1, bc2002_g4052.t1, bc2002_g2920.t1, bc2002_g11799.t1, bc2002_g16056.t1, bc2002_g6084.t1, bc2002_g8631.t1, bc2002_g8898.t1, bc2002_g12963.t1		
N3.HOG0000255	OG0000004	n117		bc2001_g16045.t1	bc2002_g3726.t1		
N3.HOG0000256	OG0000004	n118		bc2001_g14235.t1	bc2002_g18372.t1		
N3.HOG0000257	OG0000005	n1		bc2001_g3062.t1	bc2002_g11765.t1		
N3.HOG0000258	OG0000005	n8		bc2001_g18197.t1	bc2002_g15715.t1		
N3.HOG0000259	OG0000005	n9		bc2001_g2881.t1	bc2002_g11531.t1		
N3.HOG0000260	OG0000005	n10		bc2001_g7846.t1	bc2002_g9679.t1		
N3.HOG0000261	OG0000005	n29		bc2001_g18186.t1	bc2002_g18031.t1		
N3.HOG0000262	OG0000005	n30		bc2001_g10905.t1	bc2002_g15877.t1		
N3.HOG0000263	OG0000005	n31		bc2001_g1600.t1	bc2002_g5371.t1		
N3.HOG0000264	OG0000005	n41		bc2001_g18361.t1	bc2002_g2922.t1		
N3.HOG0000265	OG0000005	n42		bc2001_g12731.t1	bc2002_g16058.t1		
N3.HOG0000266	OG0000005	n43		bc2001_g17729.t1	bc2002_g522.t1		
N3.HOG0000267	OG0000005	n44		bc2001_g12865.t1	bc2002_g6082.t1		
N3.HOG0000268	OG0000005	n45		bc2001_g10757.t1	bc2002_g8629.t1		
N3.HOG0000269	OG0000005	n46		bc2001_g19344.t1	bc2002_g15341.t1		
N3.HOG0000270	OG0000005	n47		bc2001_g700.t1	bc2002_g4049.t1		
N3.HOG0000271	OG0000005	n48		bc2001_g18824.t1	bc2002_g4554.t1		
N3.HOG0000272	OG0000005	n53		bc2001_g14763.t1, bc2001_g4163.t1			
N3.HOG0000273	OG0000005	n58		bc2001_g3381.t1, bc2001_g14483.t1, bc2001_g2842.t1, bc2001_g2232.t1, bc2001_g19411.t1, bc2001_g11980.t1, bc2001_g1182.t1, bc2001_g19004.t1, bc2001_g16056.t1, bc2001_g19400.t1, bc2001_g5683.t1			
N3.HOG0000274	OG0000005	n69		bc2001_g19309.t1	bc2002_g1246.t1		
N3.HOG0000275	OG0000005	n70		bc2001_g19312.t1	bc2002_g1251.t1		
N3.HOG0000276	OG0000005	n71		bc2001_g14797.t1	bc2002_g4385.t1		
N3.HOG0000277	OG0000005	n72		bc2001_g8197.t1	bc2002_g280.t1		
N3.HOG0000278	OG0000005	n73		bc2001_g10391.t1, bc2001_g4402.t1, bc2001_g671.t1, bc2001_g19441.t1, bc2001_g15807.t1			
N3.HOG0000279	OG0000005	n79		bc2001_g7060.t1	bc2002_g4774.t1		
N3.HOG0000280	OG0000005	n80		bc2001_g13034.t1, bc2001_g6516.t1, bc2001_g922.t1, bc2001_g13157.t1, bc2001_g4583.t1, bc2001_g9232.t1, bc2001_g13822.t1	bc2002_g14558.t1		
N3.HOG0000281	OG0000005	n87		bc2001_g11664.t1, bc2001_g8125.t1, bc2001_g2014.t1, bc2001_g14504.t1	bc2002_g15122.t1		
N3.HOG0000282	OG0000005	n91		bc2001_g17799.t1, bc2001_g11036.t1			
N3.HOG0000283	OG0000005	n92		bc2001_g10777.t1	bc2002_g9335.t1		
N3.HOG0000284	OG0000005	n94		bc2001_g6210.t1	bc2002_g12961.t1		
N3.HOG0000285	OG0000005	n95		bc2001_g11433.t1	bc2002_g12653.t1		
N3.HOG0000286	OG0000005	n96		bc2001_g14708.t1	bc2002_g11932.t1		
N3.HOG0000287	OG0000005	n97		bc2001_g38.t1	bc2002_g19275.t1		
N3.HOG0000288	OG0000008	n4		bc2001_g11178.t1, bc2001_g266.t1, bc2001_g18510.t1, bc2001_g14675.t1, bc2001_g18014.t1			
N3.HOG0000289	OG0000008	n9		bc2001_g13720.t1, bc2001_g13705.t1, bc2001_g2724.t1, bc2001_g1520.t1, bc2001_g17084.t1, bc2001_g4635.t1			
N3.HOG0000290	OG0000008	n16		bc2001_g15978.t1, bc2001_g15978.t2, bc2001_g6060.t1, bc2001_g6908.t1			
N3.HOG0000291	OG0000008	n23		bc2001_g10543.t1	bc2002_g1441.t1		
N3.HOG0000292	OG0000008	n26		bc2001_g3202.t1, bc2001_g10453.t1	bc2002_g13844.t1		
N3.HOG0000293	OG0000008	n28		bc2001_g2626.t1	bc2002_g14848.t1		
N3.HOG0000294	OG0000008	n29		bc2001_g3127.t1	bc2002_g5903.t1		
N3.HOG0000295	OG0000008	n33		bc2001_g8167.t1	bc2002_g9920.t1		
N3.HOG0000296	OG0000008	n35		bc2001_g328.t1	bc2002_g11752.t1		
N3.HOG0000297	OG0000008	n39		bc2001_g4895.t1, bc2001_g11906.t1	bc2002_g10851.t1		
N3.HOG0000298	OG0000008	n41		bc2001_g1258.t1	bc2002_g13796.t1		
N3.HOG0000299	OG0000008	n43		bc2001_g2439.t1	bc2002_g2290.t1		
N3.HOG0000300	OG0000008	n50		bc2001_g19348.t1, bc2001_g13861.t1, bc2001_g10117.t1	bc2002_g16915.t1		
N3.HOG0000301	OG0000008	n53		bc2001_g14929.t1, bc2001_g14929.t2, bc2001_g3470.t1, bc2001_g7441.t1, bc2001_g6416.t1	bc2002_g10565.t1		
N3.HOG0000302	OG0000008	n63		bc2001_g3544.t1	bc2002_g7228.t1		
N3.HOG0000303	OG0000008	n64		bc2001_g3544.t2	bc2002_g5900.t1		
N3.HOG0000304	OG0000008	n65		bc2001_g3533.t1	bc2002_g7233.t1		
N3.HOG0000305	OG0000008	n66		bc2001_g8289.t1	bc2002_g182.t1		
N3.HOG0000306	OG0000008	n70		bc2001_g8268.t1	bc2002_g205.t1		
N3.HOG0000307	OG0000008	n71		bc2001_g15396.t1, bc2001_g7197.t1, bc2001_g16005.t1	bc2002_g11889.t1		
N3.HOG0000308	OG0000008	n74		bc2001_g11066.t1	bc2002_g15375.t1		
N3.HOG0000309	OG0000008	n76		bc2001_g13581.t1	bc2002_g9253.t1		
N3.HOG0000310	OG0000008	n77		bc2001_g3428.t2, bc2001_g3416.t1, bc2001_g3428.t1, bc2001_g17880.t1, bc2001_g391.t1, bc2001_g18918.t1, bc2001_g1829.t1, bc2001_g9318.t1, bc2001_g6165.t1, bc2001_g5624.t1, bc2001_g2274.t1	bc2002_g2118.t1		
N3.HOG0000311	OG0000009	n0		bc2001_g8136.t1, bc2001_g16953.t1, bc2001_g15690.t1, bc2001_g8181.t1, bc2001_g9160.t1, bc2001_g8353.t1, bc2001_g168.t1, bc2001_g16788.t1, bc2001_g16372.t1, bc2001_g16357.t1, bc2001_g18586.t1, bc2001_g6959.t1, bc2001_g17772.t1, bc2001_g5155.t1, bc2001_g10069.t1, bc2001_g17551.t1, bc2001_g15271.t1, bc2001_g11535.t1, bc2001_g2518.t1, bc2001_g5205.t1, bc2001_g17587.t1, bc2001_g3371.t1, bc2001_g15869.t1, bc2001_g5750.t1, bc2001_g15490.t1, bc2001_g11072.t1, bc2001_g11613.t1, bc2001_g6481.t1, bc2001_g435.t1, bc2001_g5333.t1, bc2001_g12549.t1, bc2001_g1280.t1, bc2001_g4098.t1, bc2001_g15941.t1, bc2001_g14839.t1, bc2001_g3251.t1, bc2001_g1848.t2, bc2001_g206.t1, bc2001_g11298.t1, bc2001_g9751.t1, bc2001_g6079.t1, bc2001_g10467.t1, bc2001_g13044.t1, bc2001_g8298.t1, bc2001_g12349.t1, bc2001_g14649.t1, bc2001_g17402.t1, bc2001_g17506.t1, bc2001_g19480.t1, bc2001_g4798.t1, bc2001_g12240.t1, bc2001_g737.t1, bc2001_g9762.t1, bc2001_g12227.t1, bc2001_g6950.t1, bc2001_g5183.t1, bc2001_g18391.t1, bc2001_g2590.t1, bc2001_g12056.t1, bc2001_g12642.t1, bc2001_g6507.t1, bc2001_g1022.t1, bc2001_g4480.t1, bc2001_g9188.t1, bc2001_g1380.t1, bc2001_g8941.t1, bc2001_g4451.t1, bc2001_g13404.t1, bc2001_g8084.t1, bc2001_g16205.t1, bc2001_g4808.t1, bc2001_g4398.t1, bc2001_g19191.t1, bc2001_g2771.t1, bc2001_g6440.t1, bc2001_g4752.t1, bc2001_g18843.t1, bc2001_g14021.t1, bc2001_g8607.t1, bc2001_g12655.t1, bc2001_g1785.t1, bc2001_g2672.t1, bc2001_g17693.t1, bc2001_g4908.t1, bc2001_g14968.t1, bc2001_g6265.t1, bc2001_g12773.t1			
N3.HOG0000312	OG0000010	n0		bc2001_g275.t1, bc2001_g6000.t1, bc2001_g15479.t1, bc2001_g2447.t1, bc2001_g15965.t1, bc2001_g4381.t1, bc2001_g19622.t1, bc2001_g8770.t1, bc2001_g184.t1, bc2001_g8177.t1, bc2001_g15425.t1, bc2001_g764.t1, bc2001_g18177.t1, bc2001_g5754.t1, bc2001_g7184.t1, bc2001_g4174.t1, bc2001_g3924.t1, bc2001_g15183.t1, bc2001_g10314.t1, bc2001_g5831.t1, bc2001_g11707.t1, bc2001_g12565.t1, bc2001_g2277.t1, bc2001_g6285.t1, bc2001_g13731.t1, bc2001_g8809.t1, bc2001_g4186.t1, bc2001_g2568.t1, bc2001_g10014.t1, bc2001_g3806.t1, bc2001_g18132.t1, bc2001_g16074.t1, bc2001_g10330.t1, bc2001_g2117.t1, bc2001_g18992.t1, bc2001_g13545.t1, bc2001_g13956.t1, bc2001_g19453.t1, bc2001_g6298.t1, bc2001_g14655.t1, bc2001_g3729.t1, bc2001_g14759.t1, bc2001_g12680.t1, bc2001_g7126.t1, bc2001_g15143.t1, bc2001_g12244.t1, bc2001_g2468.t1, bc2001_g18641.t1, bc2001_g8969.t1, bc2001_g13146.t1, bc2001_g14856.t1, bc2001_g19284.t1, bc2001_g751.t1, bc2001_g13526.t1, bc2001_g13389.t1, bc2001_g9351.t1, bc2001_g4687.t1, bc2001_g10656.t1, bc2001_g9445.t1, bc2001_g9173.t1, bc2001_g14453.t1, bc2001_g18599.t1, bc2001_g9032.t1, bc2001_g15653.t1, bc2001_g19043.t1, bc2001_g16419.t1, bc2001_g795.t1, bc2001_g11149.t1, bc2001_g10433.t1, bc2001_g13642.t1, bc2001_g14632.t1, bc2001_g3137.t1, bc2001_g10824.t1, bc2001_g9300.t1, bc2001_g4518.t1, bc2001_g10707.t1, bc2001_g5389.t1, bc2001_g6970.t1, bc2001_g316.t1, bc2001_g1504.t1, bc2001_g3568.t1, bc2001_g3457.t1, bc2001_g5269.t1, bc2001_g6816.t1, bc2001_g1984.t1, bc2001_g16544.t1			
N3.HOG0000313	OG0000011	n0		bc2001_g2305.t1	bc2002_g2150.t1, bc2002_g474.t1, bc2002_g3480.t1, bc2002_g5525.t1, bc2002_g17417.t1, bc2002_g1308.t1, bc2002_g14443.t1, bc2002_g16975.t1, bc2002_g5175.t1, bc2002_g14956.t1, bc2002_g18775.t1, bc2002_g9739.t1, bc2002_g19421.t1, bc2002_g6381.t1, bc2002_g171.t1, bc2002_g829.t1, bc2002_g7600.t1, bc2002_g12824.t1, bc2002_g5140.t1, bc2002_g3775.t1, bc2002_g1928.t1, bc2002_g8220.t1, bc2002_g897.t1, bc2002_g10075.t1, bc2002_g11641.t1, bc2002_g6867.t1, bc2002_g10632.t1, bc2002_g3428.t1, bc2002_g16416.t1, bc2002_g5857.t1, bc2002_g10866.t1, bc2002_g19133.t1, bc2002_g13026.t1, bc2002_g6309.t1, bc2002_g7161.t1, bc2002_g4426.t1, bc2002_g666.t1, bc2002_g18244.t1, bc2002_g13773.t1, bc2002_g7287.t1, bc2002_g14395.t1, bc2002_g1059.t1, bc2002_g17948.t1, bc2002_g9905.t1, bc2002_g2477.t1, bc2002_g3351.t1, bc2002_g5499.t1, bc2002_g9949.t1, bc2002_g112.t1, bc2002_g16084.t1, bc2002_g3451.t1, bc2002_g14883.t1, bc2002_g4092.t1, bc2002_g12124.t1, bc2002_g12139.t1, bc2002_g5968.t1, bc2002_g18785.t1, bc2002_g8911.t1, bc2002_g3016.t1, bc2002_g12321.t1, bc2002_g16295.t1, bc2002_g14798.t1, bc2002_g17165.t1, bc2002_g4535.t1, bc2002_g10932.t1, bc2002_g4452.t1, bc2002_g10520.t1, bc2002_g6601.t1, bc2002_g5476.t1, bc2002_g16515.t1, bc2002_g8476.t1, bc2002_g10004.t1, bc2002_g3970.t1, bc2002_g10461.t1, bc2002_g9006.t1, bc2002_g18714.t1, bc2002_g10664.t1, bc2002_g10431.t1, bc2002_g4309.t1, bc2002_g1557.t1, bc2002_g2507.t1, bc2002_g10589.t1, bc2002_g19165.t1		
N3.HOG0000314	OG0000012	n1		bc2001_g14176.t2, bc2001_g14176.t1	bc2002_g11083.t1		
N3.HOG0000315	OG0000012	n8		bc2001_g9358.t1	bc2002_g2382.t1		
N3.HOG0000316	OG0000012	n10		bc2001_g3213.t1			
N3.HOG0000317	OG0000012	n14		bc2001_g8222.t1	bc2002_g250.t1		
N3.HOG0000318	OG0000012	n52		bc2001_g10520.t1, bc2001_g4920.t2	bc2002_g775.t1, bc2002_g10879.t1		
N3.HOG0000319	OG0000012	n55		bc2001_g14259.t1	bc2002_g5695.t1		
N3.HOG0000320	OG0000012	n70		bc2001_g12838.t1	bc2002_g2950.t1		
N3.HOG0000321	OG0000012	n71		bc2001_g12845.t1	bc2002_g2943.t1		
N3.HOG0000322	OG0000012	n72		bc2001_g14254.t2	bc2002_g5690.t1		
N3.HOG0000323	OG0000013	n1		bc2001_g6591.t1	bc2002_g8695.t1		
N3.HOG0000324	OG0000013	n3		bc2001_g5555.t1	bc2002_g20092.t1		
N3.HOG0000325	OG0000013	n8			bc2002_g15864.t1, bc2002_g10047.t1, bc2002_g7559.t1, bc2002_g4297.t1, bc2002_g14414.t2, bc2002_g654.t1, bc2002_g644.t1, bc2002_g8918.t1, bc2002_g2085.t1, bc2002_g1285.t1, bc2002_g15007.t1, bc2002_g2223.t1, bc2002_g18959.t1, bc2002_g15035.t1		
N3.HOG0000326	OG0000013	n22		bc2001_g8816.t1	bc2002_g13516.t1, bc2002_g17331.t1, bc2002_g17378.t1		
N3.HOG0000327	OG0000013	n25		bc2001_g15850.t1	bc2002_g8098.t1, bc2002_g920.t1		
N3.HOG0000328	OG0000013	n27		bc2001_g13409.t1	bc2002_g1000.t1, bc2002_g18495.t1, bc2002_g14282.t1, bc2002_g13678.t1, bc2002_g357.t1, bc2002_g16240.t1, bc2002_g12770.t1, bc2002_g1426.t1, bc2002_g9914.t1, bc2002_g935.t1, bc2002_g3054.t1, bc2002_g13556.t1, bc2002_g4835.t1, bc2002_g17918.t1, bc2002_g1497.t1, bc2002_g14271.t1, bc2002_g807.t1, bc2002_g2342.t1, bc2002_g12376.t1, bc2002_g19931.t1, bc2002_g5055.t1, bc2002_g3039.t1, bc2002_g10348.t1, bc2002_g2486.t1, bc2002_g5780.t1, bc2002_g4908.t1, bc2002_g1874.t1, bc2002_g6942.t1, bc2002_g17036.t1, bc2002_g4518.t1, bc2002_g7712.t1, bc2002_g6760.t1, bc2002_g9629.t1, bc2002_g2590.t1, bc2002_g5710.t1, bc2002_g19088.t1, bc2002_g13585.t1, bc2002_g1895.t1, bc2002_g4100.t1, bc2002_g10408.t1, bc2002_g11360.t1, bc2002_g16575.t1, bc2002_g18918.t1, bc2002_g19172.t1		
N3.HOG0000329	OG0000013	n74		bc2001_g2058.t1	bc2002_g8274.t1		
N3.HOG0000330	OG0000013	n76		bc2001_g16538.t1	bc2002_g17666.t1		
N3.HOG0000331	OG0000013	n77		bc2001_g3557.t1	bc2002_g10702.t1, bc2002_g7213.t1		
N3.HOG0000332	OG0000013	n79		bc2001_g4168.t1	bc2002_g18017.t1		
N3.HOG0000333	OG0000014	n0			bc2002_g12652.t1, bc2002_g10261.t1, bc2002_g1109.t1, bc2002_g8202.t1, bc2002_g12269.t1, bc2002_g17147.t1, bc2002_g5878.t1, bc2002_g11200.t1, bc2002_g10674.t1, bc2002_g6361.t1, bc2002_g1784.t1, bc2002_g6480.t1, bc2002_g1885.t1, bc2002_g16093.t1, bc2002_g6321.t1, bc2002_g18012.t1, bc2002_g7509.t1, bc2002_g2820.t1, bc2002_g9530.t1, bc2002_g16491.t1, bc2002_g15989.t1, bc2002_g12304.t1, bc2002_g14342.t1, bc2002_g5147.t1, bc2002_g11488.t1, bc2002_g12414.t1, bc2002_g4241.t1, bc2002_g17120.t1, bc2002_g15309.t1, bc2002_g18032.t1, bc2002_g5239.t1, bc2002_g19724.t1, bc2002_g3840.t1, bc2002_g10016.t1, bc2002_g9589.t1, bc2002_g8156.t1, bc2002_g17046.t1, bc2002_g19021.t1, bc2002_g15514.t1, bc2002_g7674.t1, bc2002_g19893.t1, bc2002_g14052.t1, bc2002_g13925.t1, bc2002_g3150.t1, bc2002_g4111.t1, bc2002_g1247.t1, bc2002_g3181.t1, bc2002_g15571.t1, bc2002_g4553.t1, bc2002_g4501.t1, bc2002_g14105.t1, bc2002_g13628.t1, bc2002_g15432.t1, bc2002_g15072.t1, bc2002_g5370.t1, bc2002_g9436.t1, bc2002_g13417.t1, bc2002_g2457.t1, bc2002_g2014.t1, bc2002_g18445.t1, bc2002_g10070.t1, bc2002_g14944.t1, bc2002_g15126.t1, bc2002_g3561.t1, bc2002_g13941.t1, bc2002_g281.t1, bc2002_g18423.t1, bc2002_g14559.t1, bc2002_g15876.t1, bc2002_g8116.t1, bc2002_g10860.t1, bc2002_g4773.t1, bc2002_g10238.t1, bc2002_g13741.t1, bc2002_g13656.t1, bc2002_g9960.t1, bc2002_g8990.t1, bc2002_g5207.t1, bc2002_g1754.t1, bc2002_g6859.t1, bc2002_g7614.t1		
N3.HOG0000334	OG0000015	n1		bc2001_g19425.t1	bc2002_g2788.t1		
N3.HOG0000335	OG0000015	n14		bc2001_g7191.t1	bc2002_g4911.t1		
N3.HOG0000336	OG0000015	n16			bc2002_g12773.t1, bc2002_g360.t1		
N3.HOG0000337	OG0000015	n18		bc2001_g6809.t1	bc2002_g10345.t1		
N3.HOG0000338	OG0000015	n20		bc2001_g5409.t1	bc2002_g6945.t1		
N3.HOG0000339	OG0000015	n26		bc2001_g15966.t1	bc2002_g635.t1		
N3.HOG0000340	OG0000015	n27		bc2001_g4037.t1	bc2002_g1342.t1		
N3.HOG0000341	OG0000015	n28		bc2001_g563.t1	bc2002_g16590.t1		
N3.HOG0000342	OG0000015	n29		bc2001_g7316.t1, bc2001_g4157.t1	bc2002_g5052.t1, bc2002_g18005.t1		
N3.HOG0000343	OG0000015	n32		bc2001_g10492.t1	bc2002_g804.t1		
N3.HOG0000344	OG0000015	n33		bc2001_g14849.t1	bc2002_g2220.t1		
N3.HOG0000345	OG0000015	n34		bc2001_g14646.t1	bc2002_g2483.t1		
N3.HOG0000346	OG0000015	n39		bc2001_g15950.t1	bc2002_g657.t1		
N3.HOG0000347	OG0000015	n65		bc2001_g14624.t1, bc2001_g1994.t1	bc2002_g9632.t1		
N3.HOG0000348	OG0000015	n67		bc2001_g472.t1	bc2002_g1500.t1		
N3.HOG0000349	OG0000015	n68		bc2001_g15419.t1	bc2002_g10405.t1		
N3.HOG0000350	OG0000015	n69		bc2001_g17652.t1, bc2001_g13649.t1	bc2002_g5783.t1		
N3.HOG0000351	OG0000015	n71		bc2001_g12255.t1, bc2001_g11699.t1	bc2002_g12379.t1		
N3.HOG0000352	OG0000015	n73		bc2001_g18170.t1	bc2002_g4515.t1, bc2002_g15861.t1		
N3.HOG0000353	OG0000015	n75		bc2001_g5761.t1, bc2001_g3722.t1	bc2002_g19928.t1		
N3.HOG0000354	OG0000015	n77		bc2001_g16412.t1	bc2002_g5081.t1		
N3.HOG0000355	OG0000015	n78		bc2001_g14468.t1	bc2002_g14411.t1		
N3.HOG0000356	OG0000016	n0			bc2002_g4429.t1, bc2002_g10654.t1, bc2002_g3973.t1, bc2002_g19136.t1, bc2002_g18783.t1, bc2002_g3440.t1, bc2002_g8054.t1, bc2002_g12141.t1, bc2002_g6378.t1, bc2002_g9157.t1, bc2002_g6312.t1, bc2002_g10661.t1, bc2002_g8223.t1, bc2002_g18736.t1, bc2002_g1555.t1, bc2002_g13769.t1, bc2002_g13023.t1, bc2002_g13668.t1, bc2002_g16419.t1, bc2002_g11636.t1, bc2002_g18239.t1, bc2002_g12760.t1, bc2002_g7284.t1, bc2002_g17019.t1, bc2002_g5985.t1, bc2002_g6430.t1, bc2002_g4312.t1, bc2002_g7158.t1, bc2002_g9237.t1, bc2002_g11643.t1, bc2002_g18247.t1, bc2002_g18842.t1, bc2002_g10824.t1, bc2002_g3095.t1, bc2002_g477.t1, bc2002_g1062.t1, bc2002_g12353.t1, bc2002_g12861.t1, bc2002_g1232.t1, bc2002_g7921.t1, bc2002_g7345.t1, bc2002_g19168.t1, bc2002_g17683.t1, bc2002_g12050.t1, bc2002_g8105.t1, bc2002_g8062.t1, bc2002_g18088.t1, bc2002_g17755.t1, bc2002_g669.t1, bc2002_g12276.t1, bc2002_g16223.t1, bc2002_g9487.t1, bc2002_g17420.t1, bc2002_g16557.t1, bc2002_g4717.t1, bc2002_g2564.t1, bc2002_g17167.t1, bc2002_g5143.t1, bc2002_g2583.t1, bc2002_g13527.t1, bc2002_g6090.t1, bc2002_g16972.t1, bc2002_g5587.t1, bc2002_g14704.t1, bc2002_g13006.t1, bc2002_g2738.t1, bc2002_g17086.t1, bc2002_g18660.t1, bc2002_g13273.t1, bc2002_g2510.t1, bc2002_g5441.t1, bc2002_g10869.t1, bc2002_g12134.t1, bc2002_g6865.t1, bc2002_g17950.t1, bc2002_g8653.t1		
N3.HOG0000357	OG0000020	n1		bc2001_g2496.t2, bc2001_g2496.t1	bc2002_g14977.t1		
N3.HOG0000358	OG0000020	n10			bc2002_g325.t1		
N3.HOG0000359	OG0000020	n33		bc2001_g528.t1	bc2002_g16498.t1		
N3.HOG0000360	OG0000020	n44		bc2001_g18812.t2	bc2002_g4567.t1		
N3.HOG0000361	OG0000020	n45		bc2001_g18812.t1	bc2002_g4567.t2		
N3.HOG0000362	OG0000020	n46		bc2001_g15557.t1	bc2002_g17819.t1		
N3.HOG0000363	OG0000021	n1		bc2001_g16959.t1	bc2002_g3357.t1		
N3.HOG0000364	OG0000021	n4		bc2001_g482.t1	bc2002_g1598.t1		
N3.HOG0000365	OG0000021	n5		bc2001_g4912.t1	bc2002_g10871.t1		
N3.HOG0000366	OG0000021	n9		bc2001_g2362.t1	bc2002_g2213.t1		
N3.HOG0000367	OG0000021	n11		bc2001_g6074.t1	bc2002_g12819.t1		
N3.HOG0000368	OG0000021	n13		bc2001_g7637.t1	bc2002_g14084.t1		
N3.HOG0000369	OG0000021	n14		bc2001_g6560.t1	bc2002_g8728.t1		
N3.HOG0000370	OG0000021	n18		bc2001_g12236.t1	bc2002_g12128.t1		
N3.HOG0000371	OG0000021	n19		bc2001_g14571.t1	bc2002_g15201.t1		
N3.HOG0000372	OG0000021	n21		bc2001_g1628.t1	bc2002_g3093.t1		
N3.HOG0000373	OG0000021	n25		bc2001_g13567.t1	bc2002_g9239.t1		
N3.HOG0000374	OG0000021	n27		bc2001_g5188.t1	bc2002_g3446.t1		
N3.HOG0000375	OG0000021	n28		bc2001_g15232.t1	bc2002_g8350.t1		
N3.HOG0000376	OG0000021	n29		bc2001_g6435.t1	bc2002_g10090.t1, bc2002_g10584.t1		
N3.HOG0000377	OG0000021	n33		bc2001_g12611.t1	bc2002_g312.t1		
N3.HOG0000378	OG0000021	n36		bc2001_g6705.t1	bc2002_g5625.t1		
N3.HOG0000379	OG0000021	n37		bc2001_g15057.t1	bc2002_g19042.t1		
N3.HOG0000380	OG0000021	n38		bc2001_g6220.t1	bc2002_g12974.t1		
N3.HOG0000381	OG0000021	n40		bc2001_g18078.t1	bc2002_g15758.t1, bc2002_g7722.t1		
N3.HOG0000382	OG0000021	n43		bc2001_g733.t1	bc2002_g4088.t1		
N3.HOG0000383	OG0000021	n47		bc2001_g13161.t1	bc2002_g19589.t1		
N3.HOG0000384	OG0000021	n48		bc2001_g1641.t1	bc2002_g3109.t1		
N3.HOG0000385	OG0000021	n49		bc2001_g12649.t1, bc2001_g4203.t1	bc2002_g2726.t1		
N3.HOG0000386	OG0000021	n56		bc2001_g18119.t1	bc2002_g4344.t1		
N3.HOG0000387	OG0000021	n58		bc2001_g10837.t1	bc2002_g5437.t1		
N3.HOG0000388	OG0000021	n59		bc2001_g14642.t1	bc2002_g13680.t1		
N3.HOG0000389	OG0000021	n60		bc2001_g10245.t1	bc2002_g16787.t1		
N3.HOG0000390	OG0000021	n61		bc2001_g5526.t1	bc2002_g20119.t1		
N3.HOG0000391	OG0000021	n64		bc2001_g15300.t1	bc2002_g5890.t1		
N3.HOG0000392	OG0000021	n66		bc2001_g12537.t1	bc2002_g16522.t1		
N3.HOG0000393	OG0000021	n67		bc2001_g11925.t1	bc2002_g10089.t1, bc2002_g13141.t1		
N3.HOG0000394	OG0000022	n0		bc2001_g6218.t1, bc2001_g7727.t1, bc2001_g1286.t1, bc2001_g7005.t1, bc2001_g11242.t1, bc2001_g1430.t1, bc2001_g11724.t1, bc2001_g4241.t1, bc2001_g4199.t1, bc2001_g18798.t1, bc2001_g487.t1, bc2001_g15226.t1, bc2001_g4020.t1, bc2001_g10373.t1, bc2001_g15864.t1, bc2001_g17677.t1, bc2001_g5976.t1, bc2001_g9078.t1, bc2001_g12542.t1, bc2001_g15296.t1, bc2001_g2897.t1, bc2001_g14411.t1, bc2001_g9745.t1, bc2001_g13165.t1, bc2001_g16365.t1, bc2001_g14592.t1, bc2001_g4533.t1, bc2001_g16435.t1, bc2001_g12661.t1, bc2001_g16517.t1, bc2001_g10841.t1, bc2001_g14638.t1, bc2001_g7704.t1, bc2001_g2022.t1, bc2001_g18115.t1, bc2001_g11921.t1, bc2001_g12614.t1, bc2001_g11156.t1, bc2001_g19356.t1, bc2001_g6669.t1, bc2001_g17007.t1, bc2001_g14205.t1, bc2001_g6501.t1, bc2001_g12929.t1, bc2001_g11951.t1, bc2001_g17016.t1, bc2001_g1631.t1, bc2001_g883.t1, bc2001_g11197.t1, bc2001_g12296.t1, bc2001_g16099.t1, bc2001_g10250.t1, bc2001_g10251.t1, bc2001_g4125.t1, bc2001_g7234.t1, bc2001_g600.t1, bc2001_g15757.t1, bc2001_g15788.t1, bc2001_g10676.t1, bc2001_g10652.t1, bc2001_g15634.t1, bc2001_g15364.t1, bc2001_g14936.t1, bc2001_g1645.t1, bc2001_g10240.t1, bc2001_g4087.t1, bc2001_g4927.t1, bc2001_g3307.t1, bc2001_g11189.t1			
