Geneid,Chr,Start,End,Strand,Length,mapped_to_Icas2
g90,contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001,261580;262587;262788;263066;263305;263526;263807;263982;264212;264420;264670;265000;265217,262488;262687;262864;263229;263456;263717;263879;264099;264302;264584;264709;265116;265930,-;-;-;-;-;-;-;-;-;-;-;-;-,2913,29968
g91,contig_1001;contig_1001;contig_1001,266051;267168;267876,267062;267376;268325,+;+;+,1671,2132
g92,contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001,268468;268857;269012;269243;269418;269607,268787;268946;269104;269344;269505;269720,-;-;-;-;-;-,807,7923
g93,contig_1001;contig_1001,270002;270305,270147;271100,-;-,942,63743
g94,contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001,271207;271207;271473;271473;271895;271895;272395;272395;272859;272859;273169;273169;273476;273476;274085;274085;274503;274503;274859;274859;275143;275143;275485;275485;275710;275710;275977;276103;276128;276250;276250;276613;276613;276872;276872;277160;277160,271357;271357;271674;271674;272243;272243;272694;272694;273065;273065;273333;273333;273873;273873;274387;274387;274736;274736;275017;275017;275386;275386;275625;275625;275805;275795;275991;276172;276166;276526;276526;276746;276746;277052;277052;277935;277935,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,4402,58292
g95,contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001,278195;278314;278484;278650;278831;278981;279251;279484;279762;280078;280224;280822;281129,278236;278410;278553;278749;278875;279156;279342;279667;279977;280113;280717;280910;281149,-;-;-;-;-;-;-;-;-;-;-;-;-,1662,1889
g96,contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001,281392;281861;282502;282715;282869;283017;283136;283282;283516;284395;284602;284813;285019;285257;285482;285654;285794;285964;286287;286457,281764;282420;282642;282797;282943;283063;283215;283424;284202;284519;284741;284914;285155;285414;285588;285711;285846;286217;286377;286780,-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,3738,21072
g97,contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001,286986;287160;287353;287498;287651;288050;288213;288443;288612;288791;288946,287071;287238;287426;287570;287971;288112;288324;288526;288716;288840;289074,-;-;-;-;-;-;-;-;-;-;-,1176,5535
g98,contig_1001;contig_1001;contig_1001;contig_1001,289679;289862;289999;290195,289791;289924;290124;290225,-;-;-;-,333,0
g99,contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001,290322;290473;290656;290811;290981;291087;291340;291566;291758;291918;292093;292246;292418;292626,290390;290599;290744;290904;291022;291202;291477;291677;291811;292023;292171;292348;292552;292639,+;+;+;+;+;+;+;+;+;+;+;+;+;+,1278,9697
g100,contig_1001;contig_1001;contig_1001;contig_1001,292783;292897;293038;293384,292840;292964;293302;293562,+;+;+;+,570,6824
g101,contig_1001;contig_1001;contig_1001;contig_1001,293940;294218;294438;294671,294146;294245;294602;294912,+;+;+;+,642,0
g102,contig_1001;contig_1001;contig_1001;contig_1001;contig_1001,295592;295776;296046;296279;296557,295657;295951;296137;296462;296659,-;-;-;-;-,621,253
g103,contig_1001;contig_1001;contig_1001,296684;296874;297030,296772;296909;297390,-;-;-,486,1252
g104,contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001,298114;298114;298229;298229;298371;298371;298552;298552;298794;298794;298946;298946;299093;299093;299196;299302;299393;299446;299705;299705;300040;300040;300177;300177,298164;298164;298294;298294;298464;298464;298716;298716;298878;298878;299019;299019;299104;299235;299235;299368;299630;299630;299918;299918;300107;300107;300278;300278,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,1367,2695
g105,contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001,300452;300620;301047;301267;301463;301637;301856;302159;302347;302567;302781;302920;303276,300473;300975;301174;301368;301540;301764;302030;302262;302491;302675;302845;303205;303341,+;+;+;+;+;+;+;+;+;+;+;+;+,1764,6501
g106,contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001,303476;303624;303879;304066;304221;304441;304559;304881,303546;303794;303965;304133;304350;304485;304603;305091,-;-;-;-;-;-;-;-,828,2523
g107,contig_1001,305308,305919,-,612,0
g108,contig_1001,309873,310634,-,762,0
g109,contig_1001;contig_1001;contig_1001;contig_1001;contig_1001,310858;310965;311474;311775;312050,310869;311278;311611;311908;312081,-;-;-;-;-,630,0
g110,contig_1001;contig_1001;contig_1001,312147;313279;313867,313189;313641;314737,+;+;+,2277,0
g111,contig_1001,315239,315985,+,747,0
g112,contig_1001,317177,317563,+,387,0
g113,contig_1001,317683,317970,+,288,0
g114,contig_1001;contig_1001,319350;320234,319554;320283,-;-,255,0
g115,contig_1001;contig_1001;contig_1001;contig_1001;contig_1001,321471;321628;321898;322085;322387,321567;321813;322011;322216;322562,+;+;+;+;+,705,0
g116,contig_1001,323029,323457,+,429,327
g117,contig_1001;contig_1001;contig_1001,323541;324998;326090,324740;325949;327249,+;+;+,3312,0
g118,contig_1001;contig_1001,327287;327828,327711;327978,-;-,576,0
g119,contig_1001,328154,328582,+,429,0
g120,contig_1001,328621,330444,+,1824,0
g121,contig_1001;contig_1001;contig_1001,331608;331922;332599,331845;332374;332867,+;+;+,960,52846
g122,contig_1001;contig_1001;contig_1001;contig_1001,333587;334189;334719;336280,333811;334414;335979;336694,-;-;-;-,2127,0
g123,contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001,337170;337308;337977;338362;338626;338838;339937,337242;337916;338291;338478;338784;339080;340070,+;+;+;+;+;+;+,1650,0
g124,contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001,340633;340808;341078;341263;341387;341593,340715;340966;341164;341318;341516;341638,-;-;-;-;-;-,561,1664
g125,contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001,341785;342015;342188;342425;342661;342852;343115;343355;343646;344107,341903;342090;342283;342536;342761;342950;343242;343538;344019;344131,-;-;-;-;-;-;-;-;-;-,1314,7842
g126,contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001,344252;344315;344487;344487;344577;344577;344806;344806;345062;345062;345516;345516,344324;344324;344499;344499;344730;344730;344957;344957;345256;345256;345618;345618,+;+;+;+;+;+;+;+;+;+;+;+,690,53183
g127,contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001,345814;346060;346242;346435;346607;346835;347234;347364;347610;347761;348465;348636;348810;349528,345916;346172;346348;346501;346698;347145;347284;347530;347695;347804;348548;348713;349027;349956,+;+;+;+;+;+;+;+;+;+;+;+;+;+,1950,5081
g128,contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001,350039;350256;350479;350668;350892;351147;351326;351502;351669;351846;351935;352036,350187;350375;350580;350779;351038;351206;351424;351551;351771;351887;351955;352053,-;-;-;-;-;-;-;-;-;-;-;-,1023,4987
g129,contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001,352080;352235;352400;352601;352778;352973;353094,352119;352299;352523;352716;352894;353026;353180,-;-;-;-;-;-;-,603,3924
g130,contig_1001,353319,353786,-,468,0
g131,contig_1001;contig_1001;contig_1001;contig_1001,353948;354345;354834;354969,354272;354659;354894;354990,+;+;+;+,723,1849
g132,contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001,355025;355510;355717;356029;356060;356326;356326;356673;356673;356899;356899;357096;357096;357299;357299;357499;357499;357748;357748;358095;358095,355340;355633;355901;356266;356266;356594;356594;356816;356816;356978;356978;357214;357214;357413;357413;357635;357635;357989;357989;358376;358376,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,2251,6216
g133,contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001,358452;358452;358606;358606;358807;358807;359032;359032;359268;359268;359388;359388;359593;359593;359719;359719;359892,358525;358525;358722;358722;358949;358949;359195;359195;359311;359311;359468;359468;359658;359658;359842;359821;359984,-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,906,7426
g134,contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001,360053;360334;360625;361035;361290;361434;361665;361896,360201;360487;360844;361151;361355;361565;361794;362121,-;-;-;-;-;-;-;-,1194,12239
g135,contig_1001;contig_1001;contig_1001;contig_1001,362192;362542;362800;362937,362412;362737;362859;362954,-;-;-;-,495,0
g136,contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001,363421;363684;363915;364202;364447;364711;364962;365179;365454,363607;363844;364123;364330;364575;364857;365085;365382;365612,+;+;+;+;+;+;+;+;+,1449,5090
g137,contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001,365890;365890;365890;366297;366297;366297;366845;366845;366845;367145;367145;367145;367765;367765;367765;368080;368080;368080;368230;368230;368471;368471;368471;368593;368796;368796;368796;369025;369025;369025;369323;369323;369323;369563;369563;369563;369731;369731;369731,366160;366160;366160;366749;366749;366749;367054;367054;367054;367635;367635;367635;367996;367996;367996;368296;368164;368145;368296;368296;368662;368528;368662;368662;368938;368938;368938;369231;369231;369231;369392;369392;369392;369670;369670;369670;369917;369917;369917,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,2781,41053
g138,contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001,370088;370088;370288;370288;370462;370480;370618;370618;371097;371097;371368;371368;371570;371570;371671;371671;371860;371860;372189;372189,370207;370207;370383;370383;370548;370548;370961;370961;371264;371264;371490;371490;371583;371583;371717;371717;371998;371998;372589;372589,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,1539,7223
g139,contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001,372913;373081;373255;373408;373540;373870,373022;373145;373320;373450;373674;374071,+;+;+;+;+;+,621,17227
g140,contig_1001;contig_1001;contig_1001;contig_1001,374318;374466;374749;374909,374369;374662;374759;374996,-;-;-;-,348,5426
g141,contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001,375191;375341;375538;375733;375904;376017;376262;376474;376750;377076,375223;375437;375607;375832;375948;376192;376353;376663;376998;378243,-;-;-;-;-;-;-;-;-;-,2220,3725
g142,contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001,378381;378542;378803;378933;379065;379173;379916;380175;380320;380622;380989;381219;381434;381760;382174;382296;382482;382784;383127;383353;383589;383798;383998;384316;384452;384530;384748;384950;385432;385646,378455;378713;378863;378975;379105;379805;380068;380255;380449;380904;381059;381350;381684;381995;382205;382411;382705;383047;383249;383517;383712;383918;384197;384349;384460;384662;384866;385362;385557;385931,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,4851,27505
g143,contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001,386095;386426;386599;386995;387254;387506;387743;387963;388207,386320;386496;386824;387106;387386;387653;387873;388030;388399,-;-;-;-;-;-;-;-;-,1308,27524
g144,contig_1001;contig_1001;contig_1001;contig_1001,388516;388832;389058;389373,388723;388989;389204;389639,+;+;+;+,780,7495
g145,contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001,389966;390049;390231;390358;390491;390668,389987;390147;390289;390408;390520;390724,-;-;-;-;-;-,318,10130
g146,contig_1001;contig_1001,391429;392628,392538;392690,+;+,1173,0
g147,contig_1001;contig_1001,393222;393404,393229;393602,-;-,207,0
g148,contig_1001,394237,394566,+,330,0
g149,contig_1001,394752,397040,+,2289,1
g150,contig_1001,397148,397561,+,414,0
g151,contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001,397777;397851;398117;398555;398803;399014,397783;398028;398418;398672;398926;399400,+;+;+;+;+;+,1116,1633
g152,contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001,399520;399520;399754;399754;399928;400070;400070;400217;400217;400437;400437;400585;400585;400819;400819;401066;401066,399660;399660;399955;399861;399955;400115;400115;400307;400307;400518;400518;400736;400736;400979;400979;401273;401273,-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,1083,16766
g153,contig_1001;contig_1001;contig_1001;contig_1001,401364;401465;401814;402016,401371;401757;401943;402157,+;+;+;+,573,9317
g154,contig_1001;contig_1001;contig_1001;contig_1001,403067;403112;403376;403376,403292;403292;403635;403635,+;+;+;+,486,7461
g155,contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001,403693;404018;404200;404382;404692;404923;405098;405323;405431;405624;405983;406086,403945;404116;404291;404580;404827;405028;405250;405366;405547;405685;406013;406743,-;-;-;-;-;-;-;-;-;-;-;-,1950,8267
g156,contig_1001;contig_1001,406786;407633,407409;407656,-;-,648,3000
g157,contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001,407813;408213;408401;408681;408868;409072;409225;409359,408099;408318;408567;408745;409000;409125;409287;410376,-;-;-;-;-;-;-;-,1893,16062
g158,contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001,410620;410620;410911;410911;411134;411134;411430;411430;411649;411649;411894;411918;411954;412114;412114;412274;412274;412494;412494,410831;410831;411055;411055;411302;411302;411555;411555;411692;411714;411898;412025;412025;412200;412200;412379;412379;412543;412543,-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,1074,1939
g159,contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001,412707;412707;412969;412969;413197;413197;413391;413391;413556;413556;413781;413781;413943;413943;414113;414113;414342;414342;414637;414637;414801;414801;414970;414970;415179;415179;415404;415404;415646;415646;415855,412908;412908;413034;413034;413287;413287;413456;413456;413671;413671;413865;413865;414016;414016;414231;414231;414538;414538;414718;414718;414898;414898;415085;415085;415305;415305;415535;415535;415769;415743;415916,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,1757,3454
g160,contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001;contig_1001,415970;416150;416269;416944;417099;417260;417479,416032;416201;416826;417034;417123;417416;417501,-;-;-;-;-;-;-,969,9007
g161,contig_1003,21,1666,-,1646,0
g162,contig_1003;contig_1003,1742;2077,1964;2771,-;-,918,0
g163,contig_1003,2985,4295,+,1311,0
g164,contig_1003,4653,5270,-,618,0
g165,contig_1003,5306,6022,-,717,0
g166,contig_1003,6389,6637,-,249,0
g167,contig_1003;contig_1003,6948;8052,7959;8476,+;+,1437,0
