# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-t" "gene" "-g" "Geneid" "-F" "GTF" "-a" "/home/ngilbe02/data/rnaseq/incendi_pilot_temp_data/bbmap_to_bin7_unzipped/featurecounts/bc2001_braker.gtf" "-o" "/home/ngilbe02/data/rnaseq/incendi_pilot_temp_data/bbmap_to_bin7_unzipped/featurecounts/bc2001_bin7_mapped.txt" "/home/ngilbe02/data/rnaseq/incendi_pilot_temp_data/bbmap_to_bin7_unzipped/8123_001_mapped.bam" "/home/ngilbe02/data/rnaseq/incendi_pilot_temp_data/bbmap_to_bin7_unzipped/8123_002_mapped.bam" "/home/ngilbe02/data/rnaseq/incendi_pilot_temp_data/bbmap_to_bin7_unzipped/8123_003_mapped.bam" "/home/ngilbe02/data/rnaseq/incendi_pilot_temp_data/bbmap_to_bin7_unzipped/8123_004_mapped.bam" "/home/ngilbe02/data/rnaseq/incendi_pilot_temp_data/bbmap_to_bin7_unzipped/8123_005_mapped.bam" "/home/ngilbe02/data/rnaseq/incendi_pilot_temp_data/bbmap_to_bin7_unzipped/8123_006_mapped.bam" "/home/ngilbe02/data/rnaseq/incendi_pilot_temp_data/bbmap_to_bin7_unzipped/8123_007_mapped.bam" "/home/ngilbe02/data/rnaseq/incendi_pilot_temp_data/bbmap_to_bin7_unzipped/8123_008_mapped.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/ngilbe02/data/rnaseq/incendi_pilot_temp_data/bbmap_to_bin7_unzipped/8123_001_mapped.bam	/home/ngilbe02/data/rnaseq/incendi_pilot_temp_data/bbmap_to_bin7_unzipped/8123_002_mapped.bam	/home/ngilbe02/data/rnaseq/incendi_pilot_temp_data/bbmap_to_bin7_unzipped/8123_003_mapped.bam	/home/ngilbe02/data/rnaseq/incendi_pilot_temp_data/bbmap_to_bin7_unzipped/8123_004_mapped.bam	/home/ngilbe02/data/rnaseq/incendi_pilot_temp_data/bbmap_to_bin7_unzipped/8123_005_mapped.bam	/home/ngilbe02/data/rnaseq/incendi_pilot_temp_data/bbmap_to_bin7_unzipped/8123_006_mapped.bam	/home/ngilbe02/data/rnaseq/incendi_pilot_temp_data/bbmap_to_bin7_unzipped/8123_007_mapped.bam	/home/ngilbe02/data/rnaseq/incendi_pilot_temp_data/bbmap_to_bin7_unzipped/8123_008_mapped.bam
g300	contig_1003	328972	330537	+	1566	646	1144	682	1412	810	1018	685	1244
g301	contig_1003	330576	332934	-	2359	2287	2560	1946	2306	3244	1896	2569	2424
g302	contig_1003	333009	334627	-	1619	2483	1876	2360	1951	3172	1631	2785	2002
g303	contig_1003	334701	335371	-	671	1085	1031	1024	916	1117	810	1133	994
g304	contig_1003	335497	341380	-	5884	3344	5139	3327	3318	2740	3761	2985	4035
g305	contig_1003	341652	344124	-	2473	2638	5877	1513	5291	1857	4384	2146	4591
g306	contig_1003	344315	345306	-	992	503	1531	266	1114	376	905	414	1054
g307	contig_1003	345564	347109	+	1546	892	2187	755	2264	1047	2437	908	2169
g308	contig_1003	347263	352629	-	5367	3480	3123	3321	3317	3434	2605	2865	3117
g309	contig_1003	352846	354428	+	1583	943	1595	690	1604	1639	1419	1220	1616
g310	contig_1003	354566	355181	-	616	2062	2745	2207	3877	2993	2710	3201	3761
g311	contig_1003	355388	357603	+	2216	1349	1871	1477	2080	2001	1936	1650	1924
g312	contig_1003	357989	359355	+	1367	3	17	9	13	3	10	34	14
g313	contig_1003	359775	360117	-	343	7	22	2	7	6	9	7	12
g314	contig_1003	360251	360740	-	490	9	8	2	6	4	10	7	4
g315	contig_1003	361079	361412	-	334	0	1	0	0	0	1	0	2
g316	contig_1003	362134	362358	+	225	0	0	0	1	0	0	0	4
g317	contig_1003	362381	363187	-	807	0	0	0	0	0	0	0	0
g318	contig_1003	363364	365417	-	2054	0	0	0	0	0	3	3	0
g319	contig_1003	365465	367236	+	1772	0	2	0	9	11	0	0	2
g320	contig_1007	1	2667	-	2667	1138	794	1039	673	1364	711	1504	759
g321	contig_1007	2752	3699	+	948	584	664	517	872	931	616	856	852
g322	contig_1007	4009	5245	+	1237	13226	6787	15108	8205	25485	7575	19565	7994
g323	contig_1007	5382	11444	-	6063	2045	2871	1725	2623	1836	2475	1662	2473
g324	contig_1007	11698	14525	-	2828	421	528	219	409	242	428	260	292
g325	contig_1007	14678	15107	+	430	136	346	140	260	116	212	74	168
g326	contig_1007	15157	23555	+	8399	4338	5710	3673	5429	4545	4701	4230	5206
g327	contig_1007	24020	26604	-	2585	1244	1481	1115	1462	1612	1248	1378	1329
g328	contig_1007	27203	30830	-	3628	3471	3830	1938	3151	2173	2655	1912	3171
g329	contig_1007	31309	34249	-	2941	1184	840	1115	1162	2731	1162	2223	1234
g330	contig_1007	35669	38310	-	2642	1007	1849	847	1720	957	1462	925	1501
g331	contig_1007	38461	40863	+	2403	12047	15777	12247	17214	15024	17029	12541	17484
g332	contig_1007	41166	42797	+	1632	1926	3578	1838	4305	2587	3250	2250	3117
g333	contig_1007	43055	46780	-	3726	2372	4066	1910	3931	2198	3509	2136	3561
g334	contig_1007	47549	47884	-	336	87	194	73	146	181	175	141	205
g335	contig_1007	48246	52460	-	4215	82	250	86	185	173	152	75	239
g336	contig_1007	52508	54983	+	2476	0	9	2	10	6	9	8	7
g337	contig_1007	55380	56735	+	1356	1	0	4	1	9	0	7	0
g338	contig_1007	56883	57317	+	435	0	0	0	1	0	0	3	0
g339	contig_1007	57475	61239	+	3765	1	4	0	0	2	0	2	0
g340	contig_1007	61299	62146	-	848	0	3	0	4	0	0	0	2
g341	contig_1007	62192	64451	+	2260	0	0	0	2	0	0	0	0
g342	contig_1007	65549	66196	-	648	0	0	0	0	0	0	0	0
g343	contig_1007	66576	72245	-	5670	6538	8579	6408	12166	14072	11451	12267	13227
g344	contig_1007	73124	77457	+	4334	25	38	39	17	28	6	29	27
g345	contig_1007	77572	78127	+	556	0	0	0	0	0	0	0	0
g346	contig_1007	78157	78591	-	435	0	0	0	0	0	0	0	2
g347	contig_1007	78649	79008	-	360	0	0	0	0	0	0	0	0
g348	contig_1007	79275	80998	+	1724	0	0	0	0	0	0	0	0
g349	contig_1007	81038	82563	-	1526	0	0	0	0	0	0	0	0
g350	contig_1007	82814	83844	+	1031	0	0	0	0	0	0	0	0
g351	contig_1007	83980	84764	+	785	0	2	0	0	0	0	0	0
g352	contig_1007	85057	85425	+	369	0	1	0	0	0	0	0	0
g353	contig_1007	85452	86471	-	1020	0	0	0	0	0	0	0	0
g354	contig_1007	86632	88359	+	1728	0	0	0	0	0	0	0	0
g355	contig_1007	88398	89782	-	1385	0	0	0	0	0	0	0	0
g356	contig_1007	89915	91176	+	1262	0	0	0	0	0	0	0	0
g357	contig_1007	91203	92137	+	935	0	0	0	0	0	0	0	0
g358	contig_1007	92166	93437	-	1272	0	0	0	0	2	0	0	0
g359	contig_1007	93476	95920	-	2445	0	0	0	0	0	0	0	0
g360	contig_1007	95976	96675	+	700	0	0	0	5	0	0	0	0
g361	contig_1007	96900	99503	-	2604	0	0	0	2	0	0	0	0
g362	contig_1007	99533	99904	-	372	0	0	0	0	0	0	0	0
g363	contig_1007	99956	100243	-	288	0	0	0	0	0	0	0	2
g364	contig_1007	100271	101296	-	1026	0	0	0	0	0	0	0	0
g365	contig_1007	101459	103189	+	1731	0	0	0	0	0	0	0	0
g366	contig_1007	103215	104600	-	1386	0	0	0	0	0	0	0	0
g367	contig_1007	104734	106015	+	1282	0	0	0	0	0	0	0	0
g368	contig_1007	106036	106976	+	941	0	0	0	0	0	0	0	0
g369	contig_1007	107005	110865	-	3861	0	0	0	0	0	0	0	0
g370	contig_1007	110920	111390	+	471	0	0	0	0	4	0	2	0
g371	contig_1007	111569	111892	+	324	0	0	0	0	0	0	1	0
g372	contig_1007	111919	112926	-	1008	2	1	0	0	1	1	0	0
g373	contig_1007	114809	116533	+	1725	0	0	0	0	0	0	0	0
g374	contig_1007	116662	118086	-	1425	0	0	0	0	0	0	0	0
g375	contig_1007	118337	119367	+	1031	0	0	0	0	0	0	0	0
g376	contig_1007	119503	119988	+	486	0	0	0	0	0	0	0	0
g377	contig_1007	120280	121550	-	1271	0	0	3	4	0	1	0	0
g378	contig_1007	121589	123967	-	2379	0	1	0	0	0	0	0	3
g379	contig_1007	124125	125135	-	1011	0	0	0	1	0	0	0	0
g380	contig_1007	126264	127239	-	976	0	0	0	0	18	3	4	0
g381	contig_1007	127846	128637	-	792	0	0	0	0	0	1	0	0
g382	contig_1007	128870	129205	-	336	0	0	0	0	0	0	0	0
g383	contig_1007	129567	130295	+	729	0	6	0	0	0	0	0	0
g384	contig_1007	130355	131202	-	848	0	0	0	0	0	0	0	0
g385	contig_1007	131248	133501	+	2254	0	1	0	0	0	2	0	2
g386	contig_1007	133696	136794	-	3099	3659	7304	3313	10327	6919	10034	5782	10425
g387	contig_1007	138592	139125	+	534	0	1	1	2	0	0	1	0
g388	contig_1007	139516	140450	+	935	115	232	75	223	104	204	137	222
g389	contig_1007	142323	144732	-	2410	1755	2276	1778	2270	1844	1884	1513	2500
g390	contig_1007	144811	147399	+	2589	1741	4277	1468	4378	1658	3916	1437	3759
g391	contig_1007	147708	151228	-	3521	1250	1649	929	1403	1097	1183	1068	1492
g392	contig_1007	151721	157317	-	5597	398	835	113	752	233	857	222	812
g393	contig_1007	159357	159745	+	389	15	6	13	8	13	8	19	8
g394	contig_1007	161323	162405	-	1083	2	4	0	3	0	0	0	2
g395	contig_1007	163491	164597	+	1107	0	0	0	0	0	2	0	0
g396	contig_1007	166321	167361	+	1041	0	5	0	8	3	2	0	0
g397	contig_1007	168201	168895	-	695	428	461	246	396	268	310	338	254
g398	contig_1007	168944	171602	-	2659	759	795	430	483	610	485	584	498
g399	contig_1007	173135	174153	+	1019	22	67	18	34	38	38	34	38
g400	contig_1007	174408	176552	-	2145	2521	2818	2525	3118	2461	2287	1952	2789
g401	contig_1007	176681	180692	-	4012	1086	1514	757	1242	899	1041	923	1208
g402	contig_1007	180831	183214	+	2384	863	1674	632	1142	989	1051	950	1167
g403	contig_1007	183479	183766	-	288	344	507	327	482	533	436	439	468
g404	contig_1007	184077	189354	-	5278	5237	3893	5443	3834	5790	3263	4649	4188
g405	contig_1007	189376	189708	+	333	0	9	6	4	5	0	4	9
g406	contig_1007	189762	193565	-	3804	5418	5133	5011	5396	5628	5021	5493	5634
g407	contig_1007	193919	200694	-	6776	5716	6734	5342	7106	7297	6488	6160	7524
g408	contig_1007	200846	202027	+	1182	2346	4765	2383	5463	3647	5052	3261	5781
g409	contig_1007	202343	204290	-	1948	1785	2644	1894	3099	2952	3195	2381	3175
g410	contig_1007	204386	206587	+	2202	1450	2099	1311	2552	1746	2312	1413	2660
g411	contig_1007	206756	215447	-	8692	16854	31222	13587	28213	17349	29747	14158	29839
g412	contig_1007	215556	216238	+	683	143	234	97	259	120	166	222	210
g413	contig_1007	216370	218614	-	2245	696	752	587	760	902	747	735	799
g414	contig_1007	219573	219959	+	387	0	0	0	0	0	0	0	0
g415	contig_1007	220042	220833	+	792	0	0	0	0	0	0	0	0
g416	contig_1007	221478	222771	-	1294	13	23	23	34	40	9	18	33
g417	contig_1007	225139	225661	-	523	74	119	82	111	64	61	89	81
g418	contig_1007	227136	228332	+	1197	0	0	2	0	0	0	0	0
g419	contig_1007	228674	229606	-	933	3	0	0	0	0	0	5	0
g420	contig_1007	230272	230801	-	530	1	5	0	2	0	0	0	13
g421	contig_1007	231322	234725	+	3404	807	1744	731	1669	913	1487	825	1741
g422	contig_1007	234930	237252	-	2323	11837	12242	12260	14736	15226	13070	10857	13289
g423	contig_1007	237669	240010	-	2342	1557	1290	1511	1260	1653	1001	1421	1199
g424	contig_1007	240490	242034	+	1545	7	8	5	7	0	1	0	0
g425	contig_1007	242350	243634	-	1285	5	5	2	9	0	8	2	14
g426	contig_1007	247239	248134	-	896	542	342	379	344	693	273	587	418
g427	contig_1007	248533	250056	-	1524	689	620	389	437	472	384	462	440
g428	contig_1007	250101	252321	+	2221	1954	1936	2033	2559	2479	1857	2141	2527
g429	contig_1007	252524	259233	+	6710	5087	8394	3709	7254	3800	6118	4292	6216
g430	contig_1007	259790	262224	-	2435	30	31	21	25	31	8	25	42
g431	contig_1007	262591	266298	+	3708	0	0	3	0	0	0	0	1
g432	contig_1007	266327	268289	-	1963	0	0	0	0	0	0	0	0
g433	contig_1007	268540	269217	+	678	0	0	0	0	0	0	0	0
g434	contig_1007	269580	270065	+	486	0	0	0	0	0	0	0	0
g435	contig_1007	270104	271828	-	1725	0	0	0	0	0	0	0	0
g436	contig_1007	271989	272999	+	1011	0	0	0	0	0	0	0	0
g437	contig_1007	273026	273346	-	321	0	0	0	0	0	0	0	0
g438	contig_1007	273651	277358	+	3708	0	1	1	6	0	3	4	4
g439	contig_1007	277387	279361	-	1975	0	0	0	0	0	0	0	0
g440	contig_1007	279612	281131	+	1520	0	0	0	0	0	0	0	0
g441	contig_1007	281170	282897	-	1728	0	0	0	0	0	0	0	0
g442	contig_1007	283058	284068	+	1011	0	0	0	0	7	0	0	0
g443	contig_1007	284095	284400	-	306	0	1	0	1	2	0	0	0
g444	contig_1007	284948	285340	+	393	0	2	0	0	0	2	0	2
g445	contig_1007	285369	285731	+	363	0	0	0	0	0	0	0	0
g446	contig_1007	285771	287048	-	1278	0	0	0	0	2	0	0	0
g447	contig_1007	287102	288805	+	1704	0	0	0	0	0	0	0	0
g448	contig_1007	289142	290338	-	1197	0	0	0	0	0	0	0	0
g449	contig_1007	290385	292334	+	1950	0	0	0	0	0	0	0	0
g450	contig_1009	1	1255	-	1255	75	155	39	98	49	162	42	106
g451	contig_1009	1635	4675	+	3041	538	676	401	647	489	580	423	592
g452	contig_1009	4835	10535	+	5701	2054	3566	1728	3885	2276	2815	1737	3143
g453	contig_1009	11059	14431	+	3373	2857	3750	1561	3228	1560	2920	1611	3017
g454	contig_1009	15262	20419	-	5158	4	18	4	23	7	8	9	7
g455	contig_1009	20525	21246	-	722	0	2	4	3	0	2	0	3
g456	contig_1009	22388	23861	+	1474	1043	1279	1209	1510	1934	1453	1473	1710
g457	contig_1009	23931	24434	-	504	133	285	123	328	131	269	99	215
g458	contig_1009	24662	25724	-	1063	608	877	493	958	976	863	610	1065
g459	contig_1010	1	3581	-	3581	0	0	0	0	0	0	0	0
g460	contig_1010	3687	4408	-	722	0	0	0	0	0	0	0	0
g461	contig_1010	5550	7023	+	1474	0	0	0	0	12	0	0	2
g462	contig_1010	7093	7596	-	504	0	0	0	0	1	0	0	0
g463	contig_1010	7824	10811	-	2988	629	1279	519	1166	588	1079	595	1199
g464	contig_1010	11000	14075	+	3076	857	916	624	805	762	719	779	850
g465	contig_1010	14376	15243	-	868	162	383	116	461	167	378	171	461
g466	contig_1010	15292	16770	+	1479	408	595	383	688	374	687	462	590
g467	contig_1010	16963	23327	-	6365	2778	4150	2611	3682	2885	3467	2564	3799
g468	contig_1010	23721	24210	+	490	0	1	0	0	5	10	0	1
g469	contig_1010	24274	25239	-	966	0	0	0	0	0	0	0	0
g470	contig_1010	25445	26347	+	903	0	0	0	0	0	0	0	0
g471	contig_1010	26688	28490	-	1803	0	5	2	9	0	3	0	0
g472	contig_1010	28521	28928	-	408	0	0	0	0	3	0	0	0
g473	contig_1010	28974	29830	+	857	0	0	0	2	0	0	0	0
g474	contig_1010	29890	33786	-	3897	0	3	0	2	3	1	0	2
g475	contig_1010	33864	34394	-	531	10	3	1	8	3	3	5	3
g476	contig_1010	34542	37706	-	3165	25	5	20	2	61	2	45	1
g477	contig_1012	1	459	-	459	0	0	0	0	0	0	0	0
g478	contig_1012	1158	1754	+	597	0	0	0	0	0	0	0	2
g479	contig_1012	4717	6979	-	2263	1738	1767	1813	2117	1893	1231	2105	1611
g480	contig_1012	7152	11808	+	4657	3269	2811	3495	3340	3641	3026	3531	3462
g481	contig_1012	11917	15928	-	4012	3480	4849	2922	5206	3153	4487	2991	4787
g482	contig_1014	3008	6838	+	3831	2	2	2	0	0	0	0	2
g483	contig_1014	6867	7747	-	881	0	0	0	0	0	0	0	0
g484	contig_1014	7799	9081	-	1283	0	0	0	0	0	0	0	0
g485	contig_1014	9215	9853	+	639	0	0	0	0	0	0	0	0
g486	contig_1014	10119	10607	+	489	0	0	0	0	0	0	0	0
g487	contig_1014	10633	12360	-	1728	0	0	0	0	0	0	0	0
g488	contig_1014	12523	13545	+	1023	0	0	0	0	0	0	0	0
g489	contig_1014	13572	13922	-	351	0	0	0	0	0	0	0	0
g490	contig_1014	14158	16558	-	2401	0	0	1	0	2	0	2	0
g491	contig_1014	16607	18588	+	1982	0	0	0	0	0	0	0	0
g492	contig_1014	18660	21251	-	2592	0	1	0	0	0	0	0	0
g493	contig_1014	23937	26029	-	2093	0	2	1	4	2	0	0	2
g494	contig_1014	27860	28560	-	701	0	0	0	0	0	5	2	1
g495	contig_1014	29487	30014	+	528	2	2	8	2	4	2	4	4
g496	contig_1014	30799	31288	+	490	142	186	144	178	172	144	260	194
g497	contig_1014	31636	33989	+	2354	77356	30335	83789	34030	81959	26095	64994	33807
g498	contig_1014	34393	37045	+	2653	9977	4355	12062	5028	15451	4176	11453	5463
g499	contig_1014	37164	38047	+	884	287	408	192	430	386	363	298	323
g500	contig_1014	38186	39697	-	1512	1372	1236	1425	1698	2026	1421	1828	1642
g501	contig_1014	39810	43558	+	3749	2332	2790	2147	2966	2784	2622	2224	2970
g502	contig_1014	43784	46772	-	2989	7983	8188	7346	8720	9186	7922	7264	9328
g503	contig_1014	47025	52196	-	5172	9285	13262	7628	13618	7337	11414	7388	12221
g504	contig_1014	52423	53054	-	632	444	431	494	478	550	405	522	546
g505	contig_1014	53286	62493	-	9208	5702	7045	4395	6035	4775	5509	4804	6189
g506	contig_1014	62607	64008	-	1402	644	809	391	685	404	527	480	501
g507	contig_1014	64158	66018	+	1861	1467	2123	1476	2125	2160	1913	1765	1779
g508	contig_1014	66725	68955	-	2231	693	848	280	456	249	367	399	425
g509	contig_1014	69574	74751	+	5178	1406	2091	900	1860	1156	1704	1326	1741
g510	contig_1014	75086	76158	-	1073	618	555	536	708	1217	481	853	485
g511	contig_1014	76411	82252	+	5842	10647	12902	11084	18230	10023	13025	8809	11555
g512	contig_1014	82460	83439	+	980	511	739	514	815	801	641	699	739
g513	contig_1014	83677	84992	-	1316	483	693	396	680	619	596	532	738
g514	contig_1014	85058	87268	+	2211	525	841	458	882	539	745	601	731
g515	contig_1014	88304	88618	-	315	1	5	8	0	1	9	0	1
g516	contig_1014	88654	92190	-	3537	15	67	17	76	29	34	20	86
g517	contig_1014	92925	96233	-	3309	755	1424	645	1428	980	1314	818	1363
g518	contig_1014	96402	103819	+	7418	4819	7714	3920	7792	5411	6252	4430	7879
g519	contig_1014	103926	107353	+	3428	1116	2096	753	2058	1224	1698	1027	1821
g520	contig_1014	108630	109259	+	630	5	3	6	4	0	0	8	10
g521	contig_1014	109313	110221	-	909	0	4	0	2	0	0	0	0
g522	contig_1014	110267	110839	-	573	0	1	0	0	0	0	3	0
g523	contig_1014	110930	113017	-	2088	4	19	0	7	5	0	1	8
g524	contig_1014	113141	113591	+	451	56	50	37	74	33	29	30	38
g525	contig_1014	114221	115366	+	1146	380	529	506	486	665	480	475	512
g526	contig_1017	1	279	+	279	547	397	548	565	826	475	515	574
g527	contig_1017	596	1574	-	979	1219	3287	1148	4019	1748	3517	1575	3464
g528	contig_1017	2072	9025	+	6954	7586	12022	6367	10840	6657	9000	6425	10482
g529	contig_1017	9038	10084	-	1047	611	1203	626	1381	810	1060	757	1150
g530	contig_1017	10243	13841	-	3599	5645	8047	4753	7471	6242	6828	5350	7832
g531	contig_1017	13990	19035	-	5046	2021	3438	1793	3811	2463	3113	1951	3447
g532	contig_1017	19644	23211	-	3568	28	25	4	40	10	26	4	9
g533	contig_1017	23671	25770	+	2100	1578	1247	1512	1257	2108	887	1718	1161
g534	contig_1017	27265	28485	-	1221	674	2073	803	2382	1424	2127	1149	2244
g535	contig_1017	28627	30990	-	2364	3388	4615	3175	4795	3437	5073	2983	5110
g536	contig_1017	31179	36711	-	5533	9601	8094	10775	10366	13954	9414	12176	9581
g537	contig_1017	36907	37659	+	753	303	467	370	461	546	373	489	495
g538	contig_1018	25	3485	-	3461	35	17	52	11	43	34	18	48
g539	contig_1018	3681	4433	+	753	0	0	0	0	0	3	4	7
g540	contig_1018	4630	7447	-	2818	3268	4056	2843	4265	3058	3589	2916	4173
g541	contig_1018	8018	9279	-	1262	6	6	1	0	0	4	5	1
g542	contig_1018	10570	15794	+	5225	4791	6311	4216	6022	4740	4808	4085	5856
g543	contig_1018	15867	23439	-	7573	4944	6413	4255	6260	4850	5431	4440	6007
g544	contig_1018	23663	24896	-	1234	1601	1523	1322	1681	1849	1562	1637	1519
g545	contig_1018	25176	27800	+	2625	933	1260	915	1357	1700	1110	1262	1276
g546	contig_1018	27946	32325	-	4380	6287	5994	4650	4913	6795	4498	6076	4743
g547	contig_1018	32364	32942	+	579	331	1361	328	1528	478	1217	436	1423
g548	contig_1018	33184	33718	-	535	2669	3313	2368	4295	3811	3412	3203	3945
g549	contig_1018	33966	38683	-	4718	2353	3549	2149	3547	2754	2845	2571	3370
g550	contig_1018	39066	39698	+	633	18287	8130	21694	10722	35858	7948	37243	10529
g551	contig_1018	40001	44672	-	4672	3853	7320	3626	6706	3669	6133	3548	6600
g552	contig_1018	45393	46746	-	1354	1321	2012	1048	2423	1882	2048	1508	2244
g553	contig_1018	46947	48660	+	1714	557	1709	529	1567	864	1604	776	1561
g554	contig_1018	48704	49491	-	788	423	676	486	805	655	640	506	905
g555	contig_1018	49613	52115	+	2503	971	2211	786	2407	1346	2157	1062	2188
g556	contig_1018	52394	53291	+	898	2264	3680	2204	4146	3191	3745	2870	4051
g557	contig_1018	54173	54865	+	693	2	9	2	29	6	21	2	16
g558	contig_1018	54941	55273	+	333	6	13	10	20	17	24	0	19
g559	contig_1018	55776	59093	+	3318	1170	1159	916	1170	1255	992	1206	1071
g560	contig_1018	59316	60940	-	1625	2722	1474	2847	1753	4683	1371	3544	1620
g561	contig_1018	61141	65080	+	3940	1454	2650	1532	3081	1833	2916	1461	3051
g562	contig_1020	190	567	-	378	0	0	0	0	0	0	0	0
g563	contig_1020	613	1020	+	408	0	0	0	0	0	0	0	3
g564	contig_1020	1051	2853	+	1803	0	0	0	0	0	3	0	0
g565	contig_1020	3148	4992	-	1845	0	0	0	0	0	0	0	0
g566	contig_1020	5233	5835	-	603	0	0	1	0	4	0	0	0
g567	contig_1020	5977	8572	-	2596	8	6	1	10	8	0	2	6
g568	contig_1020	8888	9875	-	988	0	0	0	0	0	0	0	0
g569	contig_1020	10028	11419	+	1392	0	0	0	0	0	0	0	0
g570	contig_1020	11491	11922	-	432	0	0	0	0	0	0	0	0
g571	contig_1020	15310	16074	+	765	10262	10136	11094	12752	14474	10605	13703	13285
g572	contig_1020	16497	18958	-	2462	2128	2519	2192	2685	3287	2117	2521	2696
g573	contig_1020	18996	24724	-	5729	2638	3403	2041	3015	2858	2471	2698	3024
g574	contig_1020	24925	26460	+	1536	9	25	5	34	31	36	20	45
g575	contig_1020	28779	30619	+	1841	494	458	284	288	380	430	402	386
g576	contig_1020	30664	31579	+	916	268	253	232	213	293	162	257	233
g577	contig_1020	35833	36768	+	936	0	0	0	0	0	0	0	0
g578	contig_1020	36817	37161	+	345	0	11	11	5	15	2	6	18
g579	contig_1020	37724	38273	+	550	972	1342	977	1169	2253	1146	1713	1349
g580	contig_1020	38702	39804	-	1103	3296	3473	3372	4449	4573	3721	3553	4045
g581	contig_1020	40052	42584	+	2533	2147	1095	2655	1224	4131	913	2956	1150
g582	contig_1020	43003	45618	-	2616	9119	8555	9122	8121	11079	8108	9014	9194
g583	contig_1020	45707	47537	+	1831	1297	1815	924	1610	1144	1353	1000	1259
g584	contig_1020	48175	55099	-	6925	12157	16180	11393	15529	16315	14111	14704	16244
g585	contig_1020	56622	58889	-	2268	11	25	24	40	51	24	24	11
g586	contig_1020	60345	61539	-	1195	272	1377	125	1417	230	993	161	1156
g587	contig_1020	62925	63284	+	360	13	21	25	19	3	3	24	13
g588	contig_1020	65186	67559	+	2374	13	25	2	6	6	1	15	12
g589	contig_1020	69454	71382	-	1929	2209	2945	1933	3156	2446	2908	1873	3513
g590	contig_1020	71605	75031	-	3427	834	1820	626	1889	858	1782	568	1630
g591	contig_1020	75145	76181	-	1037	196	582	160	485	171	448	158	480
g592	contig_1021	62	6119	+	6058	1184	2194	762	1873	920	1589	1065	1763
g593	contig_1021	6183	10558	-	4376	719	1511	584	1494	980	1292	780	1182
g594	contig_1021	13612	15975	+	2364	1471	1812	1579	2205	2117	2012	1793	2138
g595	contig_1021	16033	17729	-	1697	3624	4587	4182	6010	4986	5342	4429	6352
g596	contig_1021	18337	24612	-	6276	2226	3505	2019	3090	2478	2817	2071	2959
g597	contig_1021	24861	28208	+	3348	0	0	0	0	0	0	0	0
g598	contig_1021	28239	30424	-	2186	0	3	0	0	1	0	0	2
g599	contig_1021	30558	31946	+	1389	0	0	0	0	0	0	0	0
g600	contig_1021	31972	33696	-	1725	0	0	0	0	0	0	0	0
g601	contig_1021	33857	34810	+	954	0	0	0	0	0	0	0	0
g602	contig_1021	34837	35094	-	258	3	33	1	22	0	27	8	9
g603	contig_1021	35295	35914	-	620	30	126	29	120	56	59	26	119
g604	contig_1021	36036	36564	+	529	1672	2368	1627	2817	2704	2603	2164	3001
g605	contig_1021	36706	38439	-	1734	1037	1689	765	1548	1547	1378	1170	1562
g606	contig_1021	38547	41624	-	3078	2876	2564	3099	2782	3837	2110	2900	2707
g607	contig_1021	41792	44064	+	2273	5569	4630	6124	5440	7087	3731	5653	5213
g608	contig_1021	44424	49134	+	4711	1003	2762	739	2570	953	2215	869	2150
g609	contig_1021	49953	51272	+	1320	234	381	169	311	193	334	178	348
g610	contig_1021	51375	51728	+	354	5	8	4	4	2	5	7	1
g611	contig_1021	51771	52721	-	951	0	0	0	0	0	0	0	0
g612	contig_1021	52904	53578	+	675	0	0	0	0	0	0	0	0
g613	contig_1021	53624	54631	+	1008	0	0	0	0	0	0	0	0
g614	contig_1021	54706	56093	-	1388	0	0	0	0	0	0	0	0
g615	contig_1021	56227	58419	+	2193	0	2	0	2	0	0	0	1
g616	contig_1021	58479	60680	-	2202	0	0	0	1	0	0	4	0
g617	contig_1021	60798	62226	-	1429	0	21	0	6	0	14	13	5
g618	contig_1021	62532	65929	+	3398	862	1505	580	1602	955	1583	902	1572
g619	contig_1021	66177	68920	-	2744	516	885	468	947	558	782	503	738
g620	contig_1021	69150	71579	+	2430	929	1819	494	1683	649	1329	728	1421
g621	contig_1021	71815	75823	+	4009	8283	12521	7174	16972	17855	15265	15450	18532
g622	contig_1021	76806	78033	-	1228	734	559	577	550	1055	477	935	628
g623	contig_1021	78378	79031	-	654	305	283	169	197	284	170	308	256
g624	contig_1021	79107	80701	+	1595	612	1175	479	939	514	800	539	755
g625	contig_1021	81237	82241	-	1005	1099	1497	1272	1772	1941	1677	1784	1804
g626	contig_1021	82608	87765	+	5158	1907	2868	1368	2699	1872	2881	1620	2546
g627	contig_1021	88108	89702	+	1595	4	13	6	5	11	7	14	3
g628	contig_1021	89814	94094	-	4281	1104	1558	864	1459	1136	1212	909	1278
g629	contig_1021	94228	96065	+	1838	508	543	373	425	425	369	404	372
g630	contig_1021	96127	97763	-	1637	593	1140	430	1189	608	956	548	1299
g631	contig_1021	98170	99891	+	1722	78887	47243	84379	52772	94646	54000	85448	67607
g632	contig_1021	100230	102105	-	1876	384	742	312	879	413	672	420	672
g633	contig_1021	102289	103415	-	1127	1148	1680	900	1772	1298	1547	1285	1781
g634	contig_1021	103804	107865	+	4062	174	194	62	224	90	158	100	181
