Orthogroup	dicty_braker	acastellanii_braker
OG0000526	dicty_g10846.t1	acastellanii_g8445.t1
OG0000527	dicty_g10027.t1	acastellanii_g8922.t1, acastellanii_g4094.t1, acastellanii_g10609.t1
OG0000527	dicty_g11315.t1, dicty_g11315.t2	acastellanii_g7823.t1
OG0000528	dicty_g4899.t3, dicty_g4899.t1, dicty_g4899.t2, dicty_g7540.t1, dicty_g4218.t1	acastellanii_g10362.t1, acastellanii_g10362.t2, acastellanii_g10362.t3
OG0000529	dicty_g8597.t2, dicty_g8597.t1	acastellanii_g9684.t1
OG0000530	dicty_g7432.t1	acastellanii_g3514.t1, acastellanii_g9559.t2, acastellanii_g9559.t1
OG0000531	dicty_g5631.t1	acastellanii_g6135.t1
OG0000531	dicty_g449.t1	acastellanii_g9245.t1, acastellanii_g9242.t1, acastellanii_g8821.t1
OG0000532	dicty_g9239.t1	acastellanii_g6220.t1, acastellanii_g6225.t1, acastellanii_g6225.t2, acastellanii_g9164.t1, acastellanii_g172.t1
OG0000533	dicty_g7355.t1, dicty_g7354.t1, dicty_g7353.t1, dicty_g716.t1, dicty_g11054.t1	acastellanii_g8725.t1
OG0000534	dicty_g4333.t1	acastellanii_g8314.t1
OG0000536	dicty_g9196.t1	acastellanii_g7323.t1
OG0000537	dicty_g6373.t1	acastellanii_g258.t1
OG0000537	dicty_g3122.t1	acastellanii_g7071.t1
OG0000538	dicty_g610.t1	acastellanii_g6264.t2, acastellanii_g6264.t1, acastellanii_g6890.t1
OG0000539	dicty_g3556.t1	acastellanii_g3038.t1, acastellanii_g3038.t2, acastellanii_g6023.t2, acastellanii_g6023.t1, acastellanii_g4608.t1, acastellanii_g4608.t2
OG0000540	dicty_g9487.t2, dicty_g9487.t1	acastellanii_g6273.t1
OG0000540	dicty_g5285.t1	acastellanii_g3412.t1
OG0000541	dicty_g10270.t1, dicty_g1254.t1	acastellanii_g6359.t1, acastellanii_g4383.t1
OG0000543	dicty_g9721.t1	acastellanii_g2114.t1, acastellanii_g5166.t1, acastellanii_g6508.t3, acastellanii_g6508.t2, acastellanii_g6508.t1
OG0000545	dicty_g10419.t1, dicty_g10287.t1	acastellanii_g5828.t1, acastellanii_g5824.t1
OG0000546	dicty_g1036.t1, dicty_g975.t1	acastellanii_g5853.t1, acastellanii_g5853.t3, acastellanii_g5853.t2, acastellanii_g5413.t1
OG0000547	dicty_g7650.t1, dicty_g7649.t3, dicty_g7649.t1, dicty_g7651.t1	acastellanii_g5571.t1, acastellanii_g1912.t1
OG0000548	dicty_g7510.t1	acastellanii_g5167.t1
OG0000549	dicty_g11285.t2, dicty_g11285.t3, dicty_g11285.t1, dicty_g1255.t1, dicty_g5441.t1, dicty_g5442.t1, dicty_g9594.t1	acastellanii_g4583.t1
OG0000550	dicty_g3679.t3, dicty_g2230.t1, dicty_g7726.t1, dicty_g5510.t1, dicty_g9349.t1, dicty_g5530.t1, dicty_g5509.t1, dicty_g830.t1, dicty_g828.t1, dicty_g580.t1, dicty_g920.t1, dicty_g835.t1	acastellanii_g4202.t1
OG0000551	dicty_g9664.t1	acastellanii_g1871.t1, acastellanii_g2945.t1
OG0000552	dicty_g7253.t1	acastellanii_g1783.t1
OG0000553	dicty_g6072.t1, dicty_g2147.t1	acastellanii_g739.t2, acastellanii_g739.t1
OG0000554	dicty_g4449.t1, dicty_g1198.t1, dicty_g10374.t1	acastellanii_g878.t1
OG0000592	dicty_g7147.t1, dicty_g6179.t1	acastellanii_g1716.t1, acastellanii_g7212.t1, acastellanii_g11326.t1, acastellanii_g14249.t1
OG0000593	dicty_g3264.t1	acastellanii_g14233.t1, acastellanii_g2330.t1
OG0000593	dicty_g10565.t1	acastellanii_g6011.t1
OG0000594	dicty_g662.t1	acastellanii_g4431.t1
OG0000594	dicty_g6552.t1	acastellanii_g7462.t1, acastellanii_g6777.t1
OG0000595	dicty_g6950.t1	acastellanii_g9308.t1, acastellanii_g13605.t1, acastellanii_g13605.t2
OG0000596	dicty_g7292.t1, dicty_g7292.t2	acastellanii_g13687.t1, acastellanii_g6072.t1, acastellanii_g6072.t2
OG0000598	dicty_g7364.t1	acastellanii_g1592.t2, acastellanii_g4256.t1, acastellanii_g4256.t2, acastellanii_g9464.t1
OG0000598	dicty_g6261.t1, dicty_g7826.t1	acastellanii_g13083.t1
OG0000599	dicty_g9671.t1	acastellanii_g13167.t1, acastellanii_g7510.t2, acastellanii_g7510.t3, acastellanii_g7510.t1
OG0000600	dicty_g10473.t1	acastellanii_g13249.t2, acastellanii_g13249.t1, acastellanii_g13249.t3
OG0000601	dicty_g8789.t1	acastellanii_g7304.t1, acastellanii_g3572.t1, acastellanii_g7305.t1, acastellanii_g3571.t1, acastellanii_g7306.t1, acastellanii_g3570.t1, acastellanii_g6390.t1, acastellanii_g13374.t1, acastellanii_g5553.t1
OG0000602	dicty_g10190.t1	acastellanii_g13425.t2, acastellanii_g13425.t1
OG0000602	dicty_g9931.t1	acastellanii_g12471.t1
OG0000604	dicty_g11016.t1, dicty_g7842.t1	acastellanii_g3007.t2, acastellanii_g3007.t1, acastellanii_g12958.t2, acastellanii_g12958.t1, acastellanii_g8175.t1, acastellanii_g8153.t1
OG0000605	dicty_g185.t1	acastellanii_g5897.t1, acastellanii_g12862.t1, acastellanii_g12861.t1
OG0000606	dicty_g5238.t1	acastellanii_g12600.t1
OG0000607	dicty_g8651.t1	acastellanii_g12483.t1
OG0000608	dicty_g1870.t1	acastellanii_g11061.t2, acastellanii_g11061.t1, acastellanii_g12326.t1
OG0000608	dicty_g5525.t1	acastellanii_g11857.t1
OG0000610	dicty_g4981.t1	acastellanii_g1255.t1
OG0000610	dicty_g3004.t1	acastellanii_g10622.t1, acastellanii_g3405.t1, acastellanii_g3405.t2, acastellanii_g8139.t1, acastellanii_g11964.t1, acastellanii_g11964.t2, acastellanii_g2514.t2, acastellanii_g3323.t1, acastellanii_g2514.t1
OG0000611	dicty_g8018.t1	acastellanii_g12092.t1
OG0000611	dicty_g594.t1, dicty_g594.t2	acastellanii_g3277.t1
OG0000612	dicty_g7086.t1	acastellanii_g7615.t1
OG0000612	dicty_g8925.t1	acastellanii_g12180.t1
OG0000613	dicty_g8264.t1, dicty_g10843.t1	acastellanii_g11041.t1, acastellanii_g12207.t1, acastellanii_g12207.t2
OG0000614	dicty_g10008.t1, dicty_g10006.t1, dicty_g10007.t1	acastellanii_g9774.t1
OG0000614	dicty_g9146.t1	acastellanii_g11798.t2, acastellanii_g11798.t1, acastellanii_g10478.t1
OG0000615	dicty_g2869.t1, dicty_g2607.t1	acastellanii_g11670.t1, acastellanii_g478.t1
OG0000616	dicty_g6049.t1	acastellanii_g5784.t2, acastellanii_g5784.t1, acastellanii_g11731.t1
OG0000617	dicty_g10320.t1, dicty_g10320.t2, dicty_g4577.t1	acastellanii_g11226.t1, acastellanii_g11604.t1
OG0000618	dicty_g2862.t1, dicty_g2614.t1	acastellanii_g10134.t1, acastellanii_g11534.t1
OG0000619	dicty_g1228.t1	acastellanii_g5710.t1, acastellanii_g11421.t1, acastellanii_g11421.t2, acastellanii_g11424.t1
OG0000620	dicty_g6297.t1	acastellanii_g6881.t1, acastellanii_g11221.t1
OG0000622	dicty_g6652.t1	acastellanii_g10677.t1
OG0000623	dicty_g7218.t2, dicty_g7218.t1, dicty_g5611.t1	acastellanii_g10602.t1, acastellanii_g3998.t1, acastellanii_g2060.t2, acastellanii_g2060.t1
OG0000625	dicty_g3360.t1, dicty_g11279.t1	acastellanii_g10432.t1, acastellanii_g10434.t1, acastellanii_g10436.t1, acastellanii_g10435.t1
OG0000626	dicty_g6798.t1	acastellanii_g2903.t1, acastellanii_g10460.t1, acastellanii_g10460.t2
OG0000627	dicty_g2298.t1, dicty_g7002.t1	acastellanii_g3649.t1, acastellanii_g9769.t1
OG0000629	dicty_g4199.t1	acastellanii_g9251.t1, acastellanii_g9251.t2
OG0000631	dicty_g4270.t2, dicty_g4270.t1	acastellanii_g8859.t1
OG0000631	dicty_g3719.t1	acastellanii_g5338.t1, acastellanii_g5338.t2
OG0000632	dicty_g4741.t1	acastellanii_g8889.t1, acastellanii_g3580.t1, acastellanii_g8656.t2, acastellanii_g8656.t1
OG0000633	dicty_g10604.t1	acastellanii_g8998.t1, acastellanii_g3084.t1
OG0000634	dicty_g3479.t1, dicty_g11446.t1, dicty_g11447.t1, dicty_g6597.t1, dicty_g9702.t1, dicty_g9702.t2	acastellanii_g7129.t1, acastellanii_g7130.t1, acastellanii_g7131.t2, acastellanii_g7131.t1, acastellanii_g9014.t1
OG0000635	dicty_g997.t1	acastellanii_g8116.t1, acastellanii_g3526.t1
OG0000636	dicty_g9840.t1	acastellanii_g3235.t1, acastellanii_g8122.t1
OG0000637	dicty_g4332.t1	acastellanii_g8183.t1
OG0000638	dicty_g476.t1, dicty_g476.t2	acastellanii_g7769.t1, acastellanii_g7768.t1
OG0000639	dicty_g10806.t1	acastellanii_g2441.t2, acastellanii_g2441.t1
OG0000639	dicty_g4166.t2, dicty_g4166.t1, dicty_g5709.t1	acastellanii_g7874.t2, acastellanii_g7874.t1
OG0000640	dicty_g7489.t1	acastellanii_g7640.t1, acastellanii_g3963.t1
OG0000641	dicty_g2027.t1	acastellanii_g3471.t1, acastellanii_g333.t1, acastellanii_g5319.t1
OG0000641	dicty_g3992.t1, dicty_g8191.t1	acastellanii_g6921.t1, acastellanii_g4784.t1, acastellanii_g7315.t1
OG0000642	dicty_g5431.t1	acastellanii_g6913.t2, acastellanii_g6913.t1
OG0000642	dicty_g1668.t1	acastellanii_g3127.t2, acastellanii_g3127.t1
OG0000643	dicty_g11304.t1	acastellanii_g6751.t1, acastellanii_g6752.t1
OG0000643	dicty_g7325.t1	acastellanii_g6112.t1
OG0000644	dicty_g6275.t1	acastellanii_g6425.t1
OG0000645	dicty_g5302.t1	acastellanii_g6531.t1
OG0000646	dicty_g7536.t1, dicty_g7137.t1	acastellanii_g1738.t1, acastellanii_g6594.t1
OG0000647	dicty_g6688.t2, dicty_g6688.t1, dicty_g6110.t1	acastellanii_g6647.t1, acastellanii_g5253.t1
OG0000649	dicty_g10028.t1	acastellanii_g5796.t1, acastellanii_g5798.t1, acastellanii_g5797.t1
OG0000650	dicty_g1330.t1	acastellanii_g1289.t1, acastellanii_g5547.t1, acastellanii_g5547.t2
OG0000651	dicty_g3021.t1	acastellanii_g5475.t1, acastellanii_g5474.t1, acastellanii_g5475.t2, acastellanii_g4959.t1
OG0000652	dicty_g715.t1	acastellanii_g5407.t1, acastellanii_g1468.t1
OG0000653	dicty_g8730.t1	acastellanii_g5089.t1
OG0000654	dicty_g6886.t1	acastellanii_g5044.t1
OG0000655	dicty_g10667.t1	acastellanii_g4357.t2, acastellanii_g4357.t1, acastellanii_g5050.t1, acastellanii_g5050.t2
OG0000656	dicty_g10197.t1	acastellanii_g4677.t1, acastellanii_g4677.t2
OG0000656	dicty_g7659.t1, dicty_g6211.t1	acastellanii_g1473.t1, acastellanii_g1473.t2
OG0000657	dicty_g7072.t1	acastellanii_g4166.t1, acastellanii_g202.t1
OG0000658	dicty_g5344.t1	acastellanii_g3532.t1, acastellanii_g1852.t1, acastellanii_g3127.t3
OG0000659	dicty_g1260.t1	acastellanii_g1195.t1, acastellanii_g2498.t1, acastellanii_g1236.t1, acastellanii_g1237.t1
OG0000660	dicty_g11284.t1	acastellanii_g1978.t2, acastellanii_g1978.t1, acastellanii_g1835.t1
OG0000661	dicty_g5743.t1	acastellanii_g1752.t1, acastellanii_g860.t1
OG0000662	dicty_g5659.t1	acastellanii_g1097.t1
OG0000714	dicty_g4569.t1	acastellanii_g835.t1
OG0000714	dicty_g7100.t1	acastellanii_g5771.t1
OG0000714	dicty_g3391.t1	acastellanii_g14155.t1
OG0000716	dicty_g3833.t2, dicty_g3833.t1	acastellanii_g13673.t2, acastellanii_g13673.t1
OG0000716	dicty_g2386.t1	acastellanii_g8763.t1
OG0000717	dicty_g2188.t1	acastellanii_g2209.t1, acastellanii_g13787.t1
OG0000718	dicty_g3796.t1	acastellanii_g12494.t1, acastellanii_g6882.t1, acastellanii_g13790.t1, acastellanii_g13790.t2, acastellanii_g7466.t1, acastellanii_g7466.t2
OG0000719	dicty_g1565.t1	acastellanii_g13862.t1
OG0000720	dicty_g540.t1, dicty_g10716.t1, dicty_g10716.t2, dicty_g9398.t1, dicty_g10064.t1, dicty_g10312.t1, dicty_g6550.t1	acastellanii_g13868.t1, acastellanii_g9471.t1
OG0000721	dicty_g6594.t1	acastellanii_g13889.t1, acastellanii_g13887.t1, acastellanii_g3584.t1, acastellanii_g3952.t1
OG0000722	dicty_g2314.t1	acastellanii_g14001.t1, acastellanii_g14001.t2
OG0000723	dicty_g10999.t2, dicty_g10999.t3, dicty_g10999.t1	acastellanii_g14004.t1, acastellanii_g14004.t2
OG0000724	dicty_g2012.t1	acastellanii_g14050.t1
OG0000725	dicty_g9427.t1	acastellanii_g7789.t1, acastellanii_g10323.t1, acastellanii_g10324.t1, acastellanii_g13210.t1
OG0000726	dicty_g6716.t1, dicty_g6716.t2, dicty_g2898.t1, dicty_g2578.t1	acastellanii_g13238.t1, acastellanii_g13238.t2
OG0000727	dicty_g6503.t1	acastellanii_g13255.t1, acastellanii_g8491.t1, acastellanii_g12385.t2, acastellanii_g12385.t1, acastellanii_g5292.t1, acastellanii_g8750.t1, acastellanii_g8480.t1
OG0000728	dicty_g5625.t1	acastellanii_g13267.t1, acastellanii_g11155.t1
OG0000729	dicty_g7205.t1	acastellanii_g2682.t2, acastellanii_g2682.t1
OG0000729	dicty_g7754.t1	acastellanii_g13268.t1
OG0000730	dicty_g763.t2, dicty_g763.t1	acastellanii_g12228.t1, acastellanii_g13399.t1
OG0000730	dicty_g3023.t1	acastellanii_g1304.t1
OG0000731	dicty_g4782.t1	acastellanii_g1588.t1, acastellanii_g1588.t2, acastellanii_g7697.t1, acastellanii_g14259.t1
OG0000732	dicty_g8454.t1	acastellanii_g12925.t1, acastellanii_g7923.t1
OG0000732	dicty_g1107.t1	acastellanii_g10210.t1
OG0000734	dicty_g5654.t1	acastellanii_g4330.t1
OG0000734	dicty_g9869.t1	acastellanii_g12908.t1
OG0000735	dicty_g11445.t1	acastellanii_g5541.t1, acastellanii_g12821.t1, acastellanii_g6095.t1
OG0000738	dicty_g2417.t2, dicty_g2417.t1	acastellanii_g5212.t1, acastellanii_g12650.t1
OG0000739	dicty_g4525.t1	acastellanii_g12403.t1
OG0000739	dicty_g9326.t1	acastellanii_g10652.t1
OG0000740	dicty_g5738.t1	acastellanii_g12350.t1
OG0000741	dicty_g3043.t1	acastellanii_g12344.t1
OG0000741	dicty_g5581.t1	acastellanii_g3218.t1, acastellanii_g12333.t2, acastellanii_g12333.t1
OG0000742	dicty_g10980.t2, dicty_g10980.t1	acastellanii_g12018.t1
OG0000743	dicty_g4816.t1	acastellanii_g12039.t1, acastellanii_g2519.t1
OG0000744	dicty_g3803.t1	acastellanii_g12059.t2, acastellanii_g12059.t1, acastellanii_g8877.t1, acastellanii_g8874.t1
OG0000745	dicty_g5342.t1	acastellanii_g8135.t2, acastellanii_g8135.t1, acastellanii_g12168.t1
OG0000747	dicty_g8145.t1	acastellanii_g10310.t1, acastellanii_g7297.t2, acastellanii_g7297.t1, acastellanii_g3623.t1, acastellanii_g12245.t1
OG0000748	dicty_g11236.t2, dicty_g11236.t1, dicty_g129.t1	acastellanii_g11658.t1
OG0000748	dicty_g8281.t1	acastellanii_g4284.t1
OG0000749	dicty_g6870.t1, dicty_g5277.t1, dicty_g5278.t1, dicty_g1578.t1, dicty_g1577.t1	acastellanii_g11589.t1
OG0000750	dicty_g5421.t1	acastellanii_g4590.t1, acastellanii_g6873.t1, acastellanii_g6874.t1, acastellanii_g11374.t1, acastellanii_g6872.t1, acastellanii_g10174.t1, acastellanii_g5222.t1, acastellanii_g650.t1
OG0000751	dicty_g3354.t1, dicty_g3354.t2, dicty_g585.t1, dicty_g7196.t1	acastellanii_g11325.t1, acastellanii_g8048.t1
OG0000753	dicty_g3850.t1, dicty_g3849.t1	acastellanii_g11311.t1
OG0000754	dicty_g9036.t1	acastellanii_g11258.t1
OG0000754	dicty_g3161.t1	acastellanii_g2708.t1
OG0000755	dicty_g11081.t1	acastellanii_g11240.t1, acastellanii_g11240.t2
OG0000755	dicty_g11103.t1, dicty_g6313.t2, dicty_g6313.t1	acastellanii_g7050.t1, acastellanii_g7050.t2
OG0000756	dicty_g6128.t1	acastellanii_g10936.t1
OG0000756	dicty_g7389.t1	acastellanii_g6238.t1
OG0000757	dicty_g11247.t1	acastellanii_g5711.t1, acastellanii_g5916.t1, acastellanii_g5711.t4, acastellanii_g5711.t2, acastellanii_g10951.t1, acastellanii_g5711.t3
OG0000758	dicty_g1053.t1	acastellanii_g296.t1
OG0000758	dicty_g5227.t1	acastellanii_g4302.t1, acastellanii_g2546.t1, acastellanii_g10910.t2, acastellanii_g10910.t1
OG0000760	dicty_g169.t1	acastellanii_g3651.t1
OG0000760	dicty_g5613.t1	acastellanii_g10883.t2, acastellanii_g10883.t1
OG0000761	dicty_g7698.t1	acastellanii_g10855.t2, acastellanii_g10855.t1, acastellanii_g1407.t1, acastellanii_g8851.t1
OG0000762	dicty_g4683.t1	acastellanii_g10298.t1, acastellanii_g10298.t2, acastellanii_g10740.t1
OG0000764	dicty_g9767.t1	acastellanii_g510.t1, acastellanii_g1410.t1, acastellanii_g1410.t2, acastellanii_g7161.t2, acastellanii_g7161.t1, acastellanii_g7161.t3, acastellanii_g2538.t1, acastellanii_g4472.t1, acastellanii_g10466.t1, acastellanii_g10466.t2
OG0000765	dicty_g9190.t1	acastellanii_g1048.t2, acastellanii_g1048.t1, acastellanii_g9795.t1, acastellanii_g10509.t1, acastellanii_g10168.t1
OG0000766	dicty_g124.t1	acastellanii_g6750.t1
OG0000766	dicty_g11478.t2, dicty_g11478.t1, dicty_g5781.t1	acastellanii_g10524.t1
OG0000767	dicty_g1677.t1, dicty_g1163.t1, dicty_g6231.t1	acastellanii_g10546.t1
OG0000768	dicty_g8832.t1, dicty_g6298.t1	acastellanii_g10293.t1, acastellanii_g10234.t1, acastellanii_g1904.t1
OG0000769	dicty_g1934.t1, dicty_g3735.t1, dicty_g3736.t1	acastellanii_g9653.t1, acastellanii_g10345.t1
OG0000769	dicty_g10034.t1	acastellanii_g6549.t1
OG0000770	dicty_g6307.t1	acastellanii_g9065.t1
OG0000770	dicty_g7647.t1, dicty_g7647.t2	acastellanii_g10229.t1, acastellanii_g10229.t2
OG0000772	dicty_g8968.t1	acastellanii_g9624.t1
OG0000772	dicty_g4866.t1	acastellanii_g8115.t2, acastellanii_g8115.t1
OG0000773	dicty_g4850.t1	acastellanii_g8537.t1
OG0000773	dicty_g6871.t1	acastellanii_g8762.t1, acastellanii_g9792.t2, acastellanii_g9792.t1
OG0000774	dicty_g2168.t1	acastellanii_g2774.t1, acastellanii_g9496.t1
OG0000775	dicty_g486.t1, dicty_g485.t1, dicty_g7580.t1, dicty_g11437.t1	acastellanii_g8695.t1, acastellanii_g9532.t1
OG0000777	dicty_g9675.t1, dicty_g9677.t1	acastellanii_g871.t1, acastellanii_g5750.t2, acastellanii_g5750.t1, acastellanii_g8965.t1, acastellanii_g8965.t2
OG0000778	dicty_g4892.t1	acastellanii_g373.t2, acastellanii_g373.t1, acastellanii_g6973.t1, acastellanii_g8982.t1
OG0000779	dicty_g3108.t1	acastellanii_g8643.t1
OG0000779	dicty_g10395.t1, dicty_g3889.t1	acastellanii_g1188.t2
OG0000780	dicty_g1366.t1	acastellanii_g8473.t1, acastellanii_g3912.t1, acastellanii_g767.t1
OG0000781	dicty_g6814.t1	acastellanii_g1509.t1, acastellanii_g8583.t1, acastellanii_g879.t1
OG0000782	dicty_g2985.t1, dicty_g2491.t1	acastellanii_g1163.t1, acastellanii_g1163.t2, acastellanii_g7623.t1, acastellanii_g8030.t1
OG0000783	dicty_g9557.t1, dicty_g4153.t1, dicty_g4744.t1	acastellanii_g8072.t2, acastellanii_g8072.t1
OG0000784	dicty_g379.t1	acastellanii_g1812.t1
OG0000784	dicty_g4575.t1	acastellanii_g8192.t1, acastellanii_g6320.t1
OG0000785	dicty_g10261.t1	acastellanii_g486.t1, acastellanii_g8241.t1
OG0000786	dicty_g7194.t1	acastellanii_g8272.t2, acastellanii_g8272.t1
OG0000786	dicty_g7172.t1	acastellanii_g2074.t1
OG0000787	dicty_g5946.t1, dicty_g9676.t1, dicty_g10436.t1	acastellanii_g8385.t2, acastellanii_g8385.t1
OG0000788	dicty_g3786.t1	acastellanii_g7605.t1
OG0000789	dicty_g2248.t1	acastellanii_g7620.t1
OG0000789	dicty_g7291.t1	acastellanii_g3377.t1
OG0000790	dicty_g1994.t1	acastellanii_g7631.t1
OG0000792	dicty_g4876.t1	acastellanii_g7242.t1, acastellanii_g3668.t1
OG0000793	dicty_g6483.t1	acastellanii_g7035.t1, acastellanii_g5977.t1, acastellanii_g5140.t1
OG0000794	dicty_g9375.t1	acastellanii_g7136.t1
OG0000794	dicty_g10329.t1	acastellanii_g1331.t1
OG0000795	dicty_g9650.t1, dicty_g8494.t2, dicty_g8494.t1	acastellanii_g7157.t1
OG0000796	dicty_g1439.t1, dicty_g2140.t1, dicty_g2100.t1, dicty_g2100.t2, dicty_g1271.t1, dicty_g3093.t1	acastellanii_g7158.t1
OG0000797	dicty_g4351.t1	acastellanii_g5524.t1, acastellanii_g5489.t1, acastellanii_g5490.t1, acastellanii_g5485.t1, acastellanii_g5485.t2
OG0000798	dicty_g1760.t1, dicty_g6603.t1	acastellanii_g5123.t1
OG0000799	dicty_g4982.t1	acastellanii_g4064.t1
OG0000799	dicty_g10208.t1	acastellanii_g5131.t1
OG0000800	dicty_g10013.t1	acastellanii_g4866.t2, acastellanii_g4866.t1
OG0000802	dicty_g10891.t1, dicty_g10891.t2	acastellanii_g4666.t1
OG0000804	dicty_g10864.t1	acastellanii_g4220.t1
OG0000805	dicty_g10556.t1	acastellanii_g3601.t1, acastellanii_g3599.t1, acastellanii_g3206.t1
OG0000806	dicty_g1014.t1	acastellanii_g3395.t1, acastellanii_g2875.t4, acastellanii_g2875.t3, acastellanii_g2875.t2, acastellanii_g2875.t1
OG0000807	dicty_g1862.t1	acastellanii_g3208.t1
OG0000808	dicty_g663.t1, dicty_g663.t2	acastellanii_g2974.t1
OG0000809	dicty_g7323.t2, dicty_g7323.t1	acastellanii_g3086.t1
OG0000810	dicty_g11480.t1	acastellanii_g2801.t1, acastellanii_g2445.t1, acastellanii_g2445.t2
OG0000811	dicty_g4048.t2, dicty_g4048.t1	acastellanii_g2613.t3, acastellanii_g2613.t2, acastellanii_g2613.t1
OG0000812	dicty_g266.t1	acastellanii_g1934.t1
OG0000812	dicty_g3034.t1	acastellanii_g63.t2, acastellanii_g63.t1
OG0000813	dicty_g7037.t1	acastellanii_g2058.t1
OG0000814	dicty_g11258.t1	acastellanii_g2273.t1
OG0000815	dicty_g9433.t1	acastellanii_g1644.t1, acastellanii_g1567.t1
OG0000816	dicty_g9657.t1, dicty_g9656.t1, dicty_g6302.t2, dicty_g6302.t1	acastellanii_g1451.t1, acastellanii_g1541.t1, acastellanii_g1541.t2
OG0000817	dicty_g2767.t1, dicty_g2711.t1, dicty_g2711.t2, dicty_g2767.t2	acastellanii_g228.t1, acastellanii_g1340.t1, acastellanii_g230.t1
OG0000818	dicty_g5002.t1	acastellanii_g1257.t2, acastellanii_g1257.t1
OG0000819	dicty_g6589.t1	acastellanii_g1126.t1
OG0000820	dicty_g4334.t1, dicty_g4334.t2, dicty_g11463.t1	acastellanii_g832.t1
OG0000821	dicty_g2588.t1, dicty_g2888.t1, dicty_g9266.t1	acastellanii_g612.t1
OG0000822	dicty_g6363.t1	acastellanii_g504.t1
OG0000823	dicty_g9696.t1	acastellanii_g439.t1, acastellanii_g439.t2
OG0000880	dicty_g5159.t1	acastellanii_g14250.t1
OG0000881	dicty_g3649.t1	acastellanii_g14208.t2, acastellanii_g14208.t1, acastellanii_g10409.t1, acastellanii_g930.t1
OG0000882	dicty_g10638.t1	acastellanii_g14148.t1
OG0000883	dicty_g8736.t1	acastellanii_g13642.t1, acastellanii_g5438.t1
OG0000885	dicty_g7204.t1	acastellanii_g10916.t1, acastellanii_g13751.t1, acastellanii_g13751.t2
OG0000886	dicty_g10635.t1, dicty_g4774.t1	acastellanii_g14035.t1
OG0000887	dicty_g125.t1, dicty_g439.t1	acastellanii_g14051.t3
OG0000888	dicty_g3544.t1	acastellanii_g4905.t1
OG0000888	dicty_g591.t1, dicty_g591.t2	acastellanii_g14065.t2, acastellanii_g14065.t1
OG0000889	dicty_g4653.t1	acastellanii_g14072.t1
OG0000890	dicty_g8099.t1	acastellanii_g13516.t1
OG0000891	dicty_g6548.t1	acastellanii_g13531.t1, acastellanii_g3009.t1
OG0000892	dicty_g8106.t2, dicty_g8106.t1	acastellanii_g12639.t1, acastellanii_g13065.t1
OG0000893	dicty_g134.t1	acastellanii_g13075.t1, acastellanii_g13075.t2
OG0000895	dicty_g806.t1	acastellanii_g13197.t2, acastellanii_g13197.t1
OG0000895	dicty_g9636.t1	acastellanii_g4057.t1
OG0000896	dicty_g6178.t1	acastellanii_g13217.t1
OG0000897	dicty_g5044.t1	acastellanii_g13242.t1
OG0000897	dicty_g10972.t1	acastellanii_g2487.t1
OG0000898	dicty_g511.t1	acastellanii_g13280.t1, acastellanii_g3723.t1
OG0000899	dicty_g9502.t1, dicty_g1040.t1	acastellanii_g13304.t2, acastellanii_g13304.t1
OG0000901	dicty_g9617.t1	acastellanii_g966.t1, acastellanii_g13348.t1, acastellanii_g533.t3, acastellanii_g533.t2, acastellanii_g533.t1
OG0000902	dicty_g1149.t1	acastellanii_g1412.t1, acastellanii_g6239.t1, acastellanii_g13387.t1, acastellanii_g11833.t2, acastellanii_g11833.t1, acastellanii_g8378.t1
OG0000903	dicty_g4408.t1	acastellanii_g13401.t1, acastellanii_g2373.t1, acastellanii_g2373.t2, acastellanii_g5636.t1, acastellanii_g9985.t1
OG0000904	dicty_g8228.t1	acastellanii_g13057.t1, acastellanii_g10214.t1, acastellanii_g8955.t1
OG0000905	dicty_g10981.t1, dicty_g1734.t1	acastellanii_g12999.t1, acastellanii_g13001.t1, acastellanii_g13002.t1, acastellanii_g12449.t1, acastellanii_g8976.t1
