Orthogroup	dicty_braker	bc2001_braker
OG0000507	dicty_g2897.t1, dicty_g2579.t1	bc2001_g11458.t1, bc2001_g8498.t1, bc2001_g8498.t2, bc2001_g1342.t1
OG0000509	dicty_g11364.t1, dicty_g11364.t2, dicty_g9471.t1	bc2001_g13450.t1, bc2001_g13450.t2
OG0000510	dicty_g3560.t1	bc2001_g10915.t1, bc2001_g11361.t1, bc2001_g11361.t2
OG0000511	dicty_g7602.t1	bc2001_g8628.t1, bc2001_g9553.t2, bc2001_g9553.t1, bc2001_g9553.t3
OG0000512	dicty_g10609.t1	bc2001_g6271.t1, bc2001_g1338.t2, bc2001_g1338.t1
OG0000515	dicty_g215.t1, dicty_g3198.t1	bc2001_g2707.t1, bc2001_g7497.t2, bc2001_g2713.t1, bc2001_g7497.t1
OG0000517	dicty_g11324.t1	bc2001_g18259.t1
OG0000517	dicty_g2752.t2, dicty_g2726.t2, dicty_g2726.t1, dicty_g2752.t1	bc2001_g19220.t1
OG0000518	dicty_g8493.t1, dicty_g3432.t1, dicty_g7911.t1	bc2001_g9702.t1
OG0000519	dicty_g444.t1	bc2001_g16914.t1
OG0000519	dicty_g7220.t1, dicty_g7219.t1, dicty_g7220.t2, dicty_g8043.t1	bc2001_g12624.t1
OG0000520	dicty_g10237.t1, dicty_g10237.t2, dicty_g11291.t1	bc2001_g2504.t1
OG0000524	dicty_g2848.t1, dicty_g2629.t1	bc2001_g11105.t1
OG0000525	dicty_g5606.t1	bc2001_g5787.t1, bc2001_g5783.t1
OG0000526	dicty_g7144.t1	bc2001_g6625.t1
OG0000526	dicty_g10846.t1	bc2001_g6274.t1, bc2001_g6274.t2
OG0000527	dicty_g10027.t1	bc2001_g10165.t1
OG0000527	dicty_g11315.t1, dicty_g11315.t2	bc2001_g12562.t1
OG0000528	dicty_g4899.t3, dicty_g4899.t1, dicty_g4899.t2, dicty_g7540.t1, dicty_g4218.t1	bc2001_g15534.t1, bc2001_g15534.t2
OG0000529	dicty_g8597.t2, dicty_g8597.t1	bc2001_g7198.t1, bc2001_g279.t1, bc2001_g5996.t3, bc2001_g5996.t1, bc2001_g5996.t2
OG0000530	dicty_g7432.t1	bc2001_g12491.t3, bc2001_g12491.t2, bc2001_g12491.t1
OG0000531	dicty_g5631.t1	bc2001_g10256.t1
OG0000531	dicty_g449.t1	bc2001_g16603.t3
OG0000532	dicty_g9239.t1	bc2001_g2196.t1
OG0000533	dicty_g7355.t1, dicty_g7354.t1, dicty_g7353.t1, dicty_g716.t1, dicty_g11054.t1	bc2001_g18215.t3, bc2001_g15384.t1
OG0000534	dicty_g6147.t1	bc2001_g17959.t3, bc2001_g17959.t5, bc2001_g17959.t4
OG0000534	dicty_g4333.t1	bc2001_g17959.t1, bc2001_g17959.t2
OG0000536	dicty_g9196.t1	bc2001_g16561.t2, bc2001_g16561.t1, bc2001_g16561.t4
OG0000537	dicty_g3122.t1	bc2001_g6925.t1, bc2001_g6925.t2
OG0000538	dicty_g610.t1	bc2001_g582.t1, bc2001_g7455.t1, bc2001_g14165.t1
OG0000539	dicty_g3556.t1	bc2001_g16828.t1, bc2001_g16558.t1
OG0000540	dicty_g9487.t2, dicty_g9487.t1	bc2001_g10267.t1
OG0000540	dicty_g5285.t1	bc2001_g5489.t1
OG0000541	dicty_g10270.t1, dicty_g1254.t1	bc2001_g14420.t2, bc2001_g7444.t1, bc2001_g7444.t2
OG0000543	dicty_g9721.t1	bc2001_g13712.t1, bc2001_g8189.t1, bc2001_g8189.t2
OG0000545	dicty_g10419.t1, dicty_g10287.t1	bc2001_g827.t1, bc2001_g827.t2, bc2001_g17472.t2, bc2001_g17472.t3, bc2001_g17472.t1
OG0000546	dicty_g1036.t1	bc2001_g12463.t1
OG0000547	dicty_g7650.t1, dicty_g7649.t3, dicty_g7649.t1, dicty_g7651.t1	bc2001_g1592.t1, bc2001_g19486.t1, bc2001_g19486.t2
OG0000548	dicty_g7510.t1	bc2001_g6916.t2, bc2001_g6916.t1
OG0000549	dicty_g11285.t2, dicty_g11285.t3, dicty_g11285.t1, dicty_g1255.t1, dicty_g5441.t1, dicty_g5442.t1, dicty_g9594.t1	bc2001_g11398.t1, bc2001_g11397.t1
OG0000551	dicty_g9664.t1	bc2001_g9500.t1
OG0000552	dicty_g7253.t1	bc2001_g4770.t1, bc2001_g15556.t1
OG0000553	dicty_g5897.t1	bc2001_g5339.t3, bc2001_g5339.t2, bc2001_g5339.t1
OG0000554	dicty_g4449.t1, dicty_g1198.t1, dicty_g10374.t1	bc2001_g9054.t1
OG0000560	dicty_g1796.t1, dicty_g8961.t1, dicty_g8962.t1	bc2001_g761.t1, bc2001_g2471.t1
OG0000566	dicty_g9252.t1, dicty_g11434.t1	bc2001_g4377.t1, bc2001_g4367.t1, bc2001_g14225.t1
OG0000592	dicty_g7147.t1, dicty_g6179.t1	bc2001_g7157.t1
OG0000593	dicty_g3264.t1, dicty_g10565.t1	bc2001_g10796.t1, bc2001_g10795.t1
OG0000594	dicty_g662.t1	bc2001_g3413.t1
OG0000594	dicty_g6552.t1	bc2001_g2250.t1
OG0000595	dicty_g6950.t1	bc2001_g18283.t1
OG0000595	dicty_g9854.t1	bc2001_g13421.t1
OG0000596	dicty_g7292.t1, dicty_g7292.t2	bc2001_g17447.t3, bc2001_g17447.t2, bc2001_g17447.t1
OG0000599	dicty_g9671.t1	bc2001_g1443.t1
OG0000600	dicty_g10473.t1	bc2001_g15248.t2, bc2001_g15248.t3, bc2001_g18813.t1, bc2001_g15248.t1
OG0000601	dicty_g8789.t1	bc2001_g12461.t1
OG0000602	dicty_g10190.t1	bc2001_g12171.t1
OG0000602	dicty_g9931.t1	bc2001_g13360.t1
OG0000604	dicty_g11016.t1, dicty_g7842.t1	bc2001_g16555.t1
OG0000606	dicty_g5238.t1	bc2001_g301.t1, bc2001_g304.t1, bc2001_g305.t1
OG0000607	dicty_g5764.t1	bc2001_g3494.t1, bc2001_g3494.t2
OG0000608	dicty_g1870.t1	bc2001_g908.t1, bc2001_g18366.t1
OG0000611	dicty_g8018.t1	bc2001_g3411.t1
OG0000612	dicty_g7086.t1	bc2001_g16527.t1
OG0000612	dicty_g8925.t1	bc2001_g13887.t1, bc2001_g16526.t1
OG0000613	dicty_g8264.t1, dicty_g10843.t1	bc2001_g13862.t1, bc2001_g13853.t1
OG0000614	dicty_g10008.t1, dicty_g10006.t1, dicty_g10007.t1	bc2001_g7828.t1
OG0000615	dicty_g2869.t1, dicty_g2607.t1	bc2001_g10044.t1
OG0000616	dicty_g6049.t1	bc2001_g4548.t2, bc2001_g3290.t1, bc2001_g4590.t1, bc2001_g4548.t1, bc2001_g4548.t3
OG0000617	dicty_g10320.t1, dicty_g10320.t2, dicty_g4577.t1	bc2001_g16834.t1, bc2001_g16605.t1
OG0000618	dicty_g2862.t1, dicty_g2614.t1	bc2001_g5114.t3
OG0000618	dicty_g9746.t1	bc2001_g5114.t1, bc2001_g5114.t2
OG0000619	dicty_g1228.t1	bc2001_g9267.t2, bc2001_g9267.t1, bc2001_g3818.t1
OG0000620	dicty_g6297.t1	bc2001_g16505.t1, bc2001_g16505.t2
OG0000622	dicty_g6652.t1	bc2001_g11511.t2, bc2001_g11511.t3, bc2001_g11511.t1, bc2001_g11511.t4
OG0000623	dicty_g7218.t2, dicty_g7218.t1, dicty_g5611.t1	bc2001_g7859.t1, bc2001_g7859.t2
OG0000625	dicty_g3360.t1, dicty_g11279.t1	bc2001_g17110.t1
OG0000626	dicty_g6798.t1	bc2001_g899.t1, bc2001_g663.t1, bc2001_g663.t2
OG0000627	dicty_g2298.t1, dicty_g7002.t1	bc2001_g4627.t1
OG0000627	dicty_g7478.t1	bc2001_g870.t1
OG0000629	dicty_g4199.t1	bc2001_g19456.t1, bc2001_g19456.t2
OG0000631	dicty_g4270.t2, dicty_g4270.t1	bc2001_g9854.t1
OG0000631	dicty_g3719.t1	bc2001_g14318.t1
OG0000632	dicty_g4741.t1	bc2001_g10798.t2, bc2001_g10798.t1
OG0000633	dicty_g10604.t1	bc2001_g1474.t3, bc2001_g1474.t2, bc2001_g1474.t1
OG0000635	dicty_g997.t1	bc2001_g16596.t1, bc2001_g16612.t1, bc2001_g7166.t1
OG0000637	dicty_g4332.t1	bc2001_g11892.t1, bc2001_g7479.t1, bc2001_g7479.t2
OG0000638	dicty_g476.t1, dicty_g476.t2	bc2001_g10591.t1, bc2001_g13186.t1, bc2001_g12915.t1
OG0000639	dicty_g10806.t1	bc2001_g5243.t1
OG0000640	dicty_g731.t2, dicty_g731.t1	bc2001_g13456.t1, bc2001_g13456.t2
OG0000641	dicty_g2027.t1, dicty_g3992.t1, dicty_g8191.t1	bc2001_g15279.t1
OG0000642	dicty_g1668.t1	bc2001_g518.t2, bc2001_g518.t1
OG0000643	dicty_g11304.t1	bc2001_g2979.t1, bc2001_g2979.t2
OG0000644	dicty_g11194.t1, dicty_g5601.t1, dicty_g5601.t2	bc2001_g5969.t1, bc2001_g5969.t2
OG0000644	dicty_g6275.t1	bc2001_g5970.t1
OG0000645	dicty_g5302.t1	bc2001_g7688.t1, bc2001_g13985.t1, bc2001_g13985.t4, bc2001_g13985.t2, bc2001_g13985.t3
OG0000646	dicty_g7536.t1, dicty_g7137.t1	bc2001_g13191.t1, bc2001_g18930.t1
OG0000647	dicty_g6110.t1	bc2001_g15560.t1
OG0000649	dicty_g10028.t1	bc2001_g11634.t2, bc2001_g11634.t1
OG0000650	dicty_g1330.t1	bc2001_g7591.t1, bc2001_g7591.t2
OG0000651	dicty_g3021.t1	bc2001_g6755.t1, bc2001_g17716.t1
OG0000652	dicty_g715.t1	bc2001_g13273.t1
OG0000652	dicty_g3869.t1	bc2001_g10534.t1, bc2001_g10533.t1
OG0000653	dicty_g8730.t1	bc2001_g6750.t1, bc2001_g3047.t1, bc2001_g2132.t1, bc2001_g16341.t1
OG0000654	dicty_g6886.t1	bc2001_g10127.t1, bc2001_g9012.t2, bc2001_g9012.t1
OG0000655	dicty_g10667.t1	bc2001_g468.t1, bc2001_g17237.t1
OG0000656	dicty_g7659.t1, dicty_g6211.t1	bc2001_g10381.t2, bc2001_g10381.t1
OG0000657	dicty_g7072.t1	bc2001_g13077.t1, bc2001_g2983.t1, bc2001_g7457.t1
OG0000658	dicty_g5344.t1	bc2001_g9876.t2, bc2001_g9876.t1, bc2001_g8269.t1
OG0000659	dicty_g1260.t1	bc2001_g11125.t2, bc2001_g11125.t1, bc2001_g11125.t3
OG0000660	dicty_g11284.t1	bc2001_g13785.t2, bc2001_g13785.t1, bc2001_g10942.t1
OG0000661	dicty_g5743.t1	bc2001_g4290.t5, bc2001_g4290.t1, bc2001_g4290.t3, bc2001_g4290.t2
OG0000674	dicty_g9275.t1, dicty_g7048.t1	bc2001_g16276.t1, bc2001_g4544.t1
OG0000684	dicty_g276.t1, dicty_g10397.t1, dicty_g3146.t1, dicty_g11256.t1, dicty_g3040.t2, dicty_g3040.t1	bc2001_g10506.t1
OG0000685	dicty_g8119.t1, dicty_g9419.t1, dicty_g4003.t1	bc2001_g14997.t1, bc2001_g14147.t1
OG0000714	dicty_g7100.t1	bc2001_g7743.t1
OG0000716	dicty_g3833.t2, dicty_g3833.t1	bc2001_g4843.t1
OG0000717	dicty_g2188.t1	bc2001_g14158.t1, bc2001_g286.t1, bc2001_g3268.t1
OG0000718	dicty_g3796.t1	bc2001_g2213.t1
OG0000719	dicty_g1565.t1	bc2001_g10147.t2, bc2001_g10147.t1
OG0000719	dicty_g10135.t1, dicty_g10135.t2	bc2001_g10147.t4, bc2001_g10147.t3, bc2001_g10147.t5
OG0000720	dicty_g540.t1, dicty_g10716.t1, dicty_g10716.t2, dicty_g9398.t1, dicty_g10064.t1, dicty_g10312.t1, dicty_g6550.t1	bc2001_g779.t1
OG0000721	dicty_g6594.t1	bc2001_g16032.t1, bc2001_g11819.t3
OG0000722	dicty_g2314.t1	bc2001_g17578.t2, bc2001_g17578.t1, bc2001_g3856.t1
OG0000723	dicty_g10999.t2, dicty_g10999.t3, dicty_g10999.t1	bc2001_g5973.t1
OG0000724	dicty_g2012.t1	bc2001_g11767.t1
OG0000724	dicty_g3277.t1	bc2001_g8502.t2, bc2001_g8502.t1
OG0000725	dicty_g9427.t1	bc2001_g1406.t1, bc2001_g1406.t2, bc2001_g11082.t1
OG0000726	dicty_g6716.t1, dicty_g6716.t2	bc2001_g16674.t1
OG0000727	dicty_g6503.t1	bc2001_g3956.t1
OG0000728	dicty_g5625.t1	bc2001_g13571.t1, bc2001_g5490.t1
OG0000729	dicty_g7205.t1	bc2001_g20.t1, bc2001_g21.t1
OG0000730	dicty_g763.t2, dicty_g763.t1	bc2001_g12119.t1, bc2001_g12120.t1
OG0000731	dicty_g4782.t1	bc2001_g2830.t2, bc2001_g2830.t1
OG0000732	dicty_g1107.t1	bc2001_g13253.t1
OG0000734	dicty_g9869.t1	bc2001_g17209.t1, bc2001_g16910.t2, bc2001_g16910.t1
OG0000735	dicty_g11445.t1	bc2001_g16554.t2, bc2001_g16554.t3, bc2001_g16554.t1
OG0000738	dicty_g2417.t2, dicty_g2417.t1	bc2001_g17189.t1
OG0000739	dicty_g4525.t1	bc2001_g5496.t2, bc2001_g5496.t1
OG0000739	dicty_g9326.t1	bc2001_g19143.t1
OG0000740	dicty_g5738.t1	bc2001_g13671.t1, bc2001_g13671.t2, bc2001_g5277.t1
OG0000741	dicty_g3043.t1	bc2001_g19582.t1
OG0000741	dicty_g5581.t1	bc2001_g17252.t1
OG0000742	dicty_g10980.t2, dicty_g10980.t1	bc2001_g14378.t1, bc2001_g14377.t1
OG0000743	dicty_g4816.t1	bc2001_g1080.t1
OG0000743	dicty_g7628.t1	bc2001_g7427.t1
OG0000744	dicty_g3803.t1	bc2001_g1548.t1
OG0000745	dicty_g5342.t1	bc2001_g17634.t1, bc2001_g17633.t1
OG0000747	dicty_g8145.t1	bc2001_g8432.t1
OG0000748	dicty_g8281.t1	bc2001_g17632.t1, bc2001_g17632.t2
OG0000749	dicty_g6870.t1, dicty_g5277.t1, dicty_g5278.t1, dicty_g1578.t1, dicty_g1577.t1	bc2001_g8191.t1, bc2001_g19672.t1
OG0000751	dicty_g3354.t1, dicty_g3354.t2, dicty_g585.t1, dicty_g7196.t1	bc2001_g5571.t1, bc2001_g5571.t2
OG0000753	dicty_g3850.t1, dicty_g3849.t1	bc2001_g16381.t1, bc2001_g16381.t2
OG0000754	dicty_g9036.t1	bc2001_g19103.t1
OG0000754	dicty_g3161.t1	bc2001_g19250.t1
OG0000755	dicty_g11103.t1, dicty_g6313.t2, dicty_g6313.t1	bc2001_g5943.t1
OG0000756	dicty_g6128.t1	bc2001_g5616.t1
OG0000756	dicty_g7389.t1	bc2001_g12280.t1
OG0000757	dicty_g11247.t1	bc2001_g2338.t2, bc2001_g2338.t1
OG0000758	dicty_g5227.t1	bc2001_g1942.t1
OG0000760	dicty_g169.t1	bc2001_g15737.t1
OG0000761	dicty_g7698.t1	bc2001_g12897.t2, bc2001_g12897.t1
OG0000762	dicty_g4683.t1	bc2001_g13597.t2, bc2001_g13597.t1, bc2001_g13458.t1
OG0000765	dicty_g9190.t1	bc2001_g19066.t1
OG0000766	dicty_g124.t1	bc2001_g9831.t1
OG0000766	dicty_g11478.t2, dicty_g11478.t1, dicty_g5781.t1	bc2001_g9828.t1
OG0000767	dicty_g1677.t1, dicty_g1163.t1, dicty_g6231.t1	bc2001_g9855.t1, bc2001_g9855.t2
OG0000768	dicty_g8832.t1, dicty_g6298.t1	bc2001_g10348.t1, bc2001_g11083.t1, bc2001_g11083.t2
OG0000769	dicty_g1934.t1, dicty_g3735.t1, dicty_g3736.t1, dicty_g10034.t1	bc2001_g70.t1
OG0000770	dicty_g7647.t1, dicty_g7647.t2	bc2001_g2340.t1
OG0000772	dicty_g8968.t1	bc2001_g15161.t1
OG0000772	dicty_g4866.t1	bc2001_g11876.t1
OG0000773	dicty_g4850.t1, dicty_g6871.t1	bc2001_g6784.t1, bc2001_g11457.t1
OG0000774	dicty_g2168.t1	bc2001_g1911.t1, bc2001_g1911.t2
OG0000775	dicty_g486.t1, dicty_g485.t1, dicty_g7580.t1, dicty_g11437.t1	bc2001_g6990.t2, bc2001_g6990.t1
OG0000777	dicty_g9675.t1, dicty_g9677.t1	bc2001_g15123.t1
OG0000778	dicty_g4892.t1	bc2001_g863.t2, bc2001_g863.t1
OG0000779	dicty_g3108.t1	bc2001_g9002.t1
OG0000779	dicty_g10395.t1, dicty_g3889.t1	bc2001_g14379.t1
OG0000780	dicty_g1366.t1	bc2001_g5965.t1, bc2001_g5966.t1
OG0000781	dicty_g6814.t1	bc2001_g10880.t1
OG0000782	dicty_g2985.t1, dicty_g2491.t1	bc2001_g5279.t1, bc2001_g10995.t1
OG0000783	dicty_g9557.t1, dicty_g4153.t1, dicty_g4744.t1	bc2001_g15399.t1, bc2001_g15349.t1
OG0000784	dicty_g4575.t1	bc2001_g9626.t1, bc2001_g9626.t2
OG0000785	dicty_g10261.t1	bc2001_g1729.t1, bc2001_g10972.t1, bc2001_g6909.t1
OG0000786	dicty_g7194.t1	bc2001_g67.t1
OG0000786	dicty_g7172.t1	bc2001_g18275.t2
OG0000788	dicty_g3786.t1	bc2001_g6467.t1, bc2001_g6467.t3, bc2001_g6467.t2
OG0000789	dicty_g2248.t1	bc2001_g7426.t1
OG0000789	dicty_g7291.t1	bc2001_g3699.t1
OG0000790	dicty_g1994.t1	bc2001_g7366.t1
OG0000790	dicty_g5698.t1	bc2001_g19145.t2, bc2001_g19145.t1
OG0000792	dicty_g9240.t1	bc2001_g13289.t1
OG0000792	dicty_g4876.t1	bc2001_g18531.t1
OG0000793	dicty_g6483.t1	bc2001_g13707.t1, bc2001_g13723.t1
OG0000794	dicty_g9375.t1	bc2001_g5108.t1
OG0000794	dicty_g10329.t1	bc2001_g2941.t1
OG0000795	dicty_g9650.t1, dicty_g8494.t2, dicty_g8494.t1	bc2001_g1235.t1, bc2001_g3584.t1
OG0000796	dicty_g1439.t1, dicty_g2140.t1, dicty_g2100.t1, dicty_g2100.t2, dicty_g1271.t1, dicty_g3093.t1	bc2001_g13274.t2
OG0000797	dicty_g4351.t1	bc2001_g16908.t1, bc2001_g17998.t1
OG0000798	dicty_g1760.t1	bc2001_g5622.t1
OG0000799	dicty_g4982.t1, dicty_g10208.t1	bc2001_g18347.t1, bc2001_g18347.t2
OG0000800	dicty_g10013.t1	bc2001_g12123.t1, bc2001_g17812.t1
OG0000802	dicty_g10891.t1, dicty_g10891.t2	bc2001_g5344.t1, bc2001_g10555.t1
OG0000804	dicty_g10864.t1	bc2001_g9781.t1
OG0000804	dicty_g9977.t1, dicty_g4726.t1	bc2001_g16698.t2, bc2001_g16698.t1
OG0000805	dicty_g10556.t1	bc2001_g13431.t1, bc2001_g13431.t2
OG0000806	dicty_g1014.t1	bc2001_g16165.t1
OG0000807	dicty_g1862.t1	bc2001_g13872.t1, bc2001_g12824.t1
OG0000808	dicty_g663.t1, dicty_g663.t2	bc2001_g6429.t3, bc2001_g6429.t2, bc2001_g6429.t1
OG0000809	dicty_g7323.t2, dicty_g7323.t1	bc2001_g14791.t2, bc2001_g14791.t1, bc2001_g18102.t1, bc2001_g14567.t1, bc2001_g14536.t1
OG0000810	dicty_g11480.t1	bc2001_g9210.t3, bc2001_g9210.t1, bc2001_g9210.t2
OG0000811	dicty_g4048.t2	bc2001_g12762.t1
OG0000812	dicty_g266.t1	bc2001_g19320.t1
OG0000812	dicty_g3034.t1	bc2001_g16844.t1
OG0000813	dicty_g7037.t1	bc2001_g1084.t1, bc2001_g1054.t2, bc2001_g1084.t2, bc2001_g1054.t1
OG0000814	dicty_g11258.t1	bc2001_g2205.t1, bc2001_g8473.t1, bc2001_g2222.t1
OG0000815	dicty_g9433.t1	bc2001_g14123.t1, bc2001_g14123.t2, bc2001_g1466.t1, bc2001_g1466.t2
OG0000816	dicty_g9657.t1, dicty_g9656.t1, dicty_g6302.t2, dicty_g6302.t1	bc2001_g11085.t1, bc2001_g11085.t2
OG0000817	dicty_g2767.t1, dicty_g2711.t1, dicty_g2711.t2, dicty_g2767.t2	bc2001_g9817.t1
OG0000818	dicty_g5002.t1	bc2001_g9550.t1, bc2001_g14901.t2, bc2001_g14901.t1
OG0000819	dicty_g6589.t1	bc2001_g16685.t1
OG0000819	dicty_g9029.t1	bc2001_g16686.t1, bc2001_g16686.t2
OG0000820	dicty_g4334.t1, dicty_g4334.t2, dicty_g11463.t1	bc2001_g11557.t3, bc2001_g11557.t1
OG0000821	dicty_g2588.t1, dicty_g2888.t1, dicty_g9266.t1	bc2001_g7961.t3, bc2001_g7961.t2
OG0000822	dicty_g6363.t1	bc2001_g17479.t1, bc2001_g17479.t2, bc2001_g16816.t3, bc2001_g16816.t1
OG0000823	dicty_g9696.t1	bc2001_g7854.t1, bc2001_g7854.t2, bc2001_g15746.t1, bc2001_g15746.t2
OG0000829	dicty_g1202.t1	bc2001_g17044.t1, bc2001_g13893.t1, bc2001_g841.t1, bc2001_g837.t1, bc2001_g837.t2, bc2001_g841.t2
OG0000847	dicty_g985.t1	bc2001_g16155.t1
OG0000880	dicty_g5159.t1	bc2001_g18719.t1, bc2001_g19081.t1
OG0000881	dicty_g3649.t1	bc2001_g15580.t1, bc2001_g15581.t1
OG0000882	dicty_g5778.t1	bc2001_g11655.t1
OG0000882	dicty_g10638.t1	bc2001_g11656.t2, bc2001_g11656.t1
OG0000883	dicty_g10339.t1	bc2001_g17198.t2, bc2001_g17198.t1
OG0000885	dicty_g7204.t1	bc2001_g3219.t1, bc2001_g8341.t1
OG0000886	dicty_g10635.t1, dicty_g4774.t1	bc2001_g13973.t1, bc2001_g14003.t1, bc2001_g14011.t1
OG0000887	dicty_g125.t1, dicty_g439.t1	bc2001_g12800.t2, bc2001_g6370.t2, bc2001_g6370.t1
OG0000888	dicty_g3544.t1	bc2001_g8479.t1, bc2001_g8479.t2
OG0000889	dicty_g4653.t1	bc2001_g15170.t1
OG0000889	dicty_g4936.t1	bc2001_g11551.t1
OG0000890	dicty_g8099.t1	bc2001_g1252.t1, bc2001_g1253.t1, bc2001_g1253.t2
OG0000891	dicty_g6548.t1	bc2001_g6986.t2, bc2001_g6986.t1
OG0000892	dicty_g8106.t2, dicty_g8106.t1	bc2001_g4632.t1, bc2001_g3536.t1
OG0000893	dicty_g3578.t1	bc2001_g10510.t1
OG0000893	dicty_g134.t1	bc2001_g16300.t1
OG0000895	dicty_g806.t1, dicty_g9636.t1	bc2001_g8720.t1, bc2001_g8721.t1
OG0000896	dicty_g6178.t1	bc2001_g16182.t3, bc2001_g16182.t1, bc2001_g16182.t2
OG0000897	dicty_g5044.t1	bc2001_g16246.t1
OG0000897	dicty_g10972.t1	bc2001_g11114.t1
OG0000898	dicty_g511.t1	bc2001_g10696.t1, bc2001_g17041.t1, bc2001_g17041.t2
OG0000899	dicty_g8564.t1, dicty_g9502.t1, dicty_g1040.t1	bc2001_g3946.t1
OG0000901	dicty_g9617.t1	bc2001_g9115.t1
OG0000903	dicty_g4408.t1	bc2001_g6097.t1, bc2001_g6096.t1
OG0000904	dicty_g8228.t1	bc2001_g8691.t1
OG0000905	dicty_g10981.t1, dicty_g1734.t1	bc2001_g3926.t1
OG0000906	dicty_g10766.t1	bc2001_g8221.t3, bc2001_g8221.t1, bc2001_g8221.t2
OG0000908	dicty_g6035.t1	bc2001_g1852.t2, bc2001_g1852.t1, bc2001_g1740.t1
OG0000909	dicty_g1908.t1	bc2001_g8499.t1, bc2001_g9621.t1
OG0000910	dicty_g1121.t1	bc2001_g2440.t1, bc2001_g1831.t2
OG0000911	dicty_g4210.t1, dicty_g4953.t1	bc2001_g11273.t1, bc2001_g6368.t1
OG0000913	dicty_g6060.t2, dicty_g6060.t1	bc2001_g7365.t1, bc2001_g7365.t2
OG0000914	dicty_g10795.t1	bc2001_g13197.t1, bc2001_g13197.t2
OG0000915	dicty_g6436.t1	bc2001_g4836.t1, bc2001_g2483.t1
OG0000916	dicty_g1170.t1	bc2001_g970.t1, bc2001_g970.t2, bc2001_g961.t1
OG0000917	dicty_g8003.t1, dicty_g8004.t1	bc2001_g17333.t1, bc2001_g17352.t1
OG0000918	dicty_g6683.t1	bc2001_g3270.t1, bc2001_g4567.t1, bc2001_g4567.t2
OG0000920	dicty_g6635.t1	bc2001_g5917.t1, bc2001_g5917.t2
OG0000922	dicty_g5036.t1	bc2001_g17139.t1
OG0000924	dicty_g8760.t1	bc2001_g18074.t1
OG0000925	dicty_g3700.t1	bc2001_g16911.t1
OG0000925	dicty_g6746.t1	bc2001_g223.t1
OG0000926	dicty_g8169.t1, dicty_g8563.t1, dicty_g1721.t1	bc2001_g18969.t1
OG0000928	dicty_g7937.t1	bc2001_g5689.t1, bc2001_g4818.t2, bc2001_g5689.t2, bc2001_g4818.t1
OG0000929	dicty_g2308.t1	bc2001_g11304.t1, bc2001_g11303.t1, bc2001_g11303.t2
OG0000930	dicty_g8435.t1	bc2001_g16187.t2, bc2001_g16187.t3
OG0000931	dicty_g5959.t1	bc2001_g16931.t1
OG0000932	dicty_g109.t2, dicty_g109.t1, dicty_g109.t3	bc2001_g18300.t1, bc2001_g18300.t2, bc2001_g18300.t3
OG0000933	dicty_g3502.t1	bc2001_g16836.t1
OG0000933	dicty_g3348.t1	bc2001_g3825.t1
OG0000934	dicty_g2442.t1	bc2001_g6167.t1
OG0000935	dicty_g5667.t1	bc2001_g12889.t1
OG0000936	dicty_g3165.t1	bc2001_g5964.t1
OG0000937	dicty_g10184.t1	bc2001_g10721.t1, bc2001_g10721.t2, bc2001_g10721.t3
OG0000938	dicty_g9234.t1	bc2001_g10567.t1, bc2001_g10567.t2
OG0000940	dicty_g6111.t1	bc2001_g17375.t4, bc2001_g17375.t3, bc2001_g17375.t2, bc2001_g17375.t1
OG0000941	dicty_g7711.t1, dicty_g3314.t1	bc2001_g18097.t2, bc2001_g18097.t1
OG0000942	dicty_g5560.t1	bc2001_g2136.t1, bc2001_g4870.t1
OG0000943	dicty_g7067.t1	bc2001_g5176.t1, bc2001_g14117.t1
OG0000944	dicty_g7577.t2, dicty_g7577.t1	bc2001_g17191.t2, bc2001_g17191.t1
OG0000945	dicty_g9983.t1	bc2001_g14219.t1, bc2001_g14219.t2, bc2001_g19071.t1, bc2001_g19071.t2
OG0000946	dicty_g3852.t1, dicty_g742.t1	bc2001_g15884.t1
OG0000947	dicty_g8602.t1	bc2001_g7820.t3, bc2001_g7820.t2, bc2001_g7820.t1
OG0000948	dicty_g10633.t1, dicty_g2468.t1	bc2001_g7451.t1, bc2001_g7450.t1, bc2001_g7359.t1
OG0000949	dicty_g2632.t1, dicty_g2632.t2, dicty_g2845.t2, dicty_g2845.t1	bc2001_g5222.t1, bc2001_g5222.t2
OG0000950	dicty_g2377.t1	bc2001_g2168.t1
OG0000951	dicty_g2025.t1	bc2001_g18346.t2, bc2001_g18346.t1
OG0000953	dicty_g4486.t3	bc2001_g17327.t1, bc2001_g554.t2, bc2001_g554.t1
OG0000954	dicty_g905.t1	bc2001_g13281.t1, bc2001_g13281.t2
OG0000955	dicty_g10447.t1, dicty_g3893.t1	bc2001_g2753.t1
OG0000956	dicty_g6159.t1	bc2001_g14426.t2, bc2001_g14426.t1
OG0000957	dicty_g324.t1, dicty_g6932.t1, dicty_g5261.t1	bc2001_g14925.t2, bc2001_g14925.t1
OG0000958	dicty_g4937.t1	bc2001_g17647.t1, bc2001_g17648.t1
OG0000959	dicty_g5385.t1	bc2001_g19082.t2, bc2001_g19082.t1
OG0000960	dicty_g613.t1	bc2001_g19063.t1, bc2001_g19063.t2
OG0000961	dicty_g6757.t1, dicty_g6781.t1, dicty_g1522.t1	bc2001_g11562.t1
