Orthogroup	acastellanii_braker	bc2001_braker	bc2002_braker	dicty_braker	vvermcdc19_braker
OG0019919	acastellanii_g10994.t1				
OG0019920	acastellanii_g11005.t1				
OG0019921	acastellanii_g11009.t1				
OG0019922	acastellanii_g11015.t1				
OG0019923	acastellanii_g11022.t1				
OG0019924	acastellanii_g11024.t1				
OG0019925	acastellanii_g11030.t1				
OG0019926	acastellanii_g11031.t1				
OG0019927	acastellanii_g11032.t1				
OG0019928	acastellanii_g11036.t1				
OG0019929	acastellanii_g11040.t1				
OG0019930	acastellanii_g11042.t1				
OG0019931	acastellanii_g11045.t1				
OG0019932	acastellanii_g11049.t1				
OG0019933	acastellanii_g11054.t1				
OG0019934	acastellanii_g11080.t1				
OG0019935	acastellanii_g11082.t1				
OG0019936	acastellanii_g11091.t1				
OG0019937	acastellanii_g11092.t1				
OG0019938	acastellanii_g11094.t1				
OG0019939	acastellanii_g11097.t1				
OG0019940	acastellanii_g11102.t1				
OG0019941	acastellanii_g11105.t1				
OG0019942	acastellanii_g11108.t1				
OG0019943	acastellanii_g11111.t1				
OG0019944	acastellanii_g11119.t1				
OG0019945	acastellanii_g11130.t1				
OG0019946	acastellanii_g11131.t1				
OG0019947	acastellanii_g11134.t1				
OG0019948	acastellanii_g11140.t1				
OG0019949	acastellanii_g11141.t1				
OG0019950	acastellanii_g11144.t1				
OG0019951	acastellanii_g11145.t1				
OG0019952	acastellanii_g10891.t1				
OG0019953	acastellanii_g10892.t1				
OG0019954	acastellanii_g10893.t1				
OG0019955	acastellanii_g10898.t1				
OG0019956	acastellanii_g10901.t1				
OG0019957	acastellanii_g10905.t1				
OG0019958	acastellanii_g10906.t1				
OG0019959	acastellanii_g10913.t1				
OG0019960	acastellanii_g10915.t1				
OG0019961	acastellanii_g10922.t1				
OG0019962	acastellanii_g10928.t1				
OG0019963	acastellanii_g10867.t1				
OG0019964	acastellanii_g10878.t1				
OG0019965	acastellanii_g10850.t1				
OG0019966	acastellanii_g10851.t1				
OG0019967	acastellanii_g10706.t1				
OG0019968	acastellanii_g10710.t1				
OG0019969	acastellanii_g10714.t1				
OG0019970	acastellanii_g10719.t1				
OG0019971	acastellanii_g10731.t1				
OG0019972	acastellanii_g10734.t1				
OG0019973	acastellanii_g10737.t1				
OG0019974	acastellanii_g10747.t1				
OG0019975	acastellanii_g10752.t1				
OG0019976	acastellanii_g10755.t1				
OG0019977	acastellanii_g10764.t1				
OG0019978	acastellanii_g10771.t1				
OG0019979	acastellanii_g10774.t1				
OG0019980	acastellanii_g10782.t1				
OG0019981	acastellanii_g10783.t1				
OG0019982	acastellanii_g10784.t1				
OG0019983	acastellanii_g10793.t1				
OG0019984	acastellanii_g10794.t1				
OG0019985	acastellanii_g10799.t1				
OG0019986	acastellanii_g10800.t1				
OG0019987	acastellanii_g10803.t1				
OG0019988	acastellanii_g10808.t1				
OG0019989	acastellanii_g10812.t1				
OG0019990	acastellanii_g10815.t1				
OG0019991	acastellanii_g10817.t1				
OG0019992	acastellanii_g10826.t1				
OG0019993	acastellanii_g10828.t1				
OG0019994	acastellanii_g10833.t1				
OG0019995	acastellanii_g10841.t1				
OG0019996	acastellanii_g10845.t1				
OG0019997	acastellanii_g10681.t1				
OG0019998	acastellanii_g10685.t1				
OG0019999	acastellanii_g10688.t1				
OG0020000	acastellanii_g10690.t1				
OG0020001	acastellanii_g10693.t1				
OG0020002	acastellanii_g10696.t1				
OG0020003	acastellanii_g10666.t1				
OG0020004	acastellanii_g10667.t1				
OG0020005	acastellanii_g10668.t1				
OG0020006	acastellanii_g10669.t1				
OG0020007	acastellanii_g10671.t1				
OG0020008	acastellanii_g10598.t1				
OG0020009	acastellanii_g10601.t1				
OG0020010	acastellanii_g10605.t1				
OG0020011	acastellanii_g10611.t1				
OG0020012	acastellanii_g10615.t1				
OG0020013	acastellanii_g10616.t1				
OG0020014	acastellanii_g10618.t1				
OG0020015	acastellanii_g10623.t1				
OG0020016	acastellanii_g10624.t1				
OG0020017	acastellanii_g10627.t1				
OG0020018	acastellanii_g10630.t1				
OG0020019	acastellanii_g10634.t1				
OG0020020	acastellanii_g10639.t1				
OG0020021	acastellanii_g10640.t1				
OG0020022	acastellanii_g10641.t1				
OG0020023	acastellanii_g10642.t1				
OG0020024	acastellanii_g10644.t1				
OG0020025	acastellanii_g10645.t2				
OG0020026	acastellanii_g10646.t1				
OG0020027	acastellanii_g10650.t1				
OG0020028	acastellanii_g10655.t1				
OG0020029	acastellanii_g10660.t1				
OG0020030	acastellanii_g10663.t1				
OG0020031	acastellanii_g10588.t1				
OG0020032	acastellanii_g10592.t1				
OG0020033	acastellanii_g10595.t1				
OG0020034	acastellanii_g10575.t1				
OG0020035	acastellanii_g10564.t1				
OG0020036	acastellanii_g10573.t1				
OG0020037	acastellanii_g10437.t1				
OG0020038	acastellanii_g10440.t1				
OG0020039	acastellanii_g10442.t1				
OG0020040	acastellanii_g10443.t1				
OG0020041	acastellanii_g10446.t1				
OG0020042	acastellanii_g10447.t1				
OG0020043	acastellanii_g10448.t1				
OG0020044	acastellanii_g10450.t1				
OG0020045	acastellanii_g10456.t1				
OG0020046	acastellanii_g10457.t1				
OG0020047	acastellanii_g10460.t3				
OG0020048	acastellanii_g10461.t1				
OG0020049	acastellanii_g10471.t2				
OG0020050	acastellanii_g10474.t1				
OG0020051	acastellanii_g10475.t1				
OG0020052	acastellanii_g10476.t1				
OG0020053	acastellanii_g10482.t1				
OG0020054	acastellanii_g10486.t1				
OG0020055	acastellanii_g10488.t1				
OG0020056	acastellanii_g10489.t1				
OG0020057	acastellanii_g10490.t1				
OG0020058	acastellanii_g10495.t1				
OG0020059	acastellanii_g10498.t1				
OG0020060	acastellanii_g10501.t1				
OG0020061	acastellanii_g10504.t1				
OG0020062	acastellanii_g10505.t1				
OG0020063	acastellanii_g10511.t1				
OG0020064	acastellanii_g10518.t1				
OG0020065	acastellanii_g10519.t1				
OG0020066	acastellanii_g10525.t1				
OG0020067	acastellanii_g10526.t1				
OG0020068	acastellanii_g10540.t1				
OG0020069	acastellanii_g10541.t1				
OG0020070	acastellanii_g10548.t1				
OG0020071	acastellanii_g10549.t1				
OG0020072	acastellanii_g10560.t1				
OG0020073	acastellanii_g10262.t1				
OG0020074	acastellanii_g10278.t1				
OG0020075	acastellanii_g10295.t1				
OG0020076	acastellanii_g10296.t1				
OG0020077	acastellanii_g10305.t1				
OG0020078	acastellanii_g10306.t1				
OG0020079	acastellanii_g10307.t1				
OG0020080	acastellanii_g10311.t1				
OG0020081	acastellanii_g10314.t1				
OG0020082	acastellanii_g10315.t1				
OG0020083	acastellanii_g10327.t1				
OG0020084	acastellanii_g10330.t1				
OG0020085	acastellanii_g10337.t1				
OG0020086	acastellanii_g10338.t1				
OG0020087	acastellanii_g10346.t1				
OG0020088	acastellanii_g10357.t1				
OG0020089	acastellanii_g10359.t1				
OG0020090	acastellanii_g10360.t1				
OG0020091	acastellanii_g10367.t1				
OG0020092	acastellanii_g10374.t1				
OG0020093	acastellanii_g10375.t1				
OG0020094	acastellanii_g10376.t1				
OG0020095	acastellanii_g10378.t1				
OG0020096	acastellanii_g10380.t1				
OG0020097	acastellanii_g10381.t1				
OG0020098	acastellanii_g10386.t1				
OG0020099	acastellanii_g10392.t1				
OG0020100	acastellanii_g10394.t1				
OG0020101	acastellanii_g10397.t1				
OG0020102	acastellanii_g10398.t1				
OG0020103	acastellanii_g10399.t1				
OG0020104	acastellanii_g10405.t1				
OG0020105	acastellanii_g10419.t1				
OG0020106	acastellanii_g10422.t1				
OG0020107	acastellanii_g10258.t1				
OG0020108	acastellanii_g10031.t1				
OG0020109	acastellanii_g10033.t1				
OG0020110	acastellanii_g10034.t1				
OG0020111	acastellanii_g10035.t1				
OG0020112	acastellanii_g10037.t1				
OG0020113	acastellanii_g10038.t1				
OG0020114	acastellanii_g10039.t1				
OG0020115	acastellanii_g10040.t1				
OG0020116	acastellanii_g10041.t1				
OG0020117	acastellanii_g10042.t1				
OG0020118	acastellanii_g10043.t1				
OG0020119	acastellanii_g10052.t1				
OG0020120	acastellanii_g10054.t1				
OG0020121	acastellanii_g10056.t1				
OG0020122	acastellanii_g10070.t1				
OG0020123	acastellanii_g10071.t1				
OG0020124	acastellanii_g10079.t1				
OG0020125	acastellanii_g10095.t1				
OG0020126	acastellanii_g10098.t1				
OG0020127	acastellanii_g10102.t1				
OG0020128	acastellanii_g10108.t1				
OG0020129	acastellanii_g10113.t1				
OG0020130	acastellanii_g10115.t1				
OG0020131	acastellanii_g10116.t1				
OG0020132	acastellanii_g10118.t1				
OG0020133	acastellanii_g10119.t1				
OG0020134	acastellanii_g10120.t1				
OG0020135	acastellanii_g10124.t1				
OG0020136	acastellanii_g10128.t1				
OG0020137	acastellanii_g10130.t1				
OG0020138	acastellanii_g10133.t1				
OG0020139	acastellanii_g10137.t1				
OG0020140	acastellanii_g10138.t1				
OG0020141	acastellanii_g10147.t1				
OG0020142	acastellanii_g10150.t1				
OG0020143	acastellanii_g10154.t1				
OG0020144	acastellanii_g10156.t1				
OG0020145	acastellanii_g10158.t1				
OG0020146	acastellanii_g10162.t1				
OG0020147	acastellanii_g10163.t1				
OG0020148	acastellanii_g10171.t1				
OG0020149	acastellanii_g10177.t1				
OG0020150	acastellanii_g10178.t1				
OG0020151	acastellanii_g10189.t1				
OG0020152	acastellanii_g10190.t1				
OG0020153	acastellanii_g10196.t1				
OG0020154	acastellanii_g10202.t1				
OG0020155	acastellanii_g10204.t1				
OG0020156	acastellanii_g10208.t1				
OG0020157	acastellanii_g10215.t1				
OG0020158	acastellanii_g10218.t1				
OG0020159	acastellanii_g10219.t1				
OG0020160	acastellanii_g10224.t1				
OG0020161	acastellanii_g10225.t1				
OG0020162	acastellanii_g10226.t1				
OG0020163	acastellanii_g10228.t1				
OG0020164	acastellanii_g10009.t1				
OG0020165	acastellanii_g10010.t1				
OG0020166	acastellanii_g9994.t1				
OG0020167	acastellanii_g9996.t1				
OG0020168	acastellanii_g9998.t1				
OG0020169	acastellanii_g10000.t1				
OG0020170	acastellanii_g9981.t1				
OG0020171	acastellanii_g9986.t1				
OG0020172	acastellanii_g9989.t1				
OG0020173	acastellanii_g9991.t1				
OG0020174	acastellanii_g9595.t1				
OG0020175	acastellanii_g9602.t1				
OG0020176	acastellanii_g9609.t1				
OG0020177	acastellanii_g9611.t1				
OG0020178	acastellanii_g9612.t1				
OG0020179	acastellanii_g9613.t1				
OG0020180	acastellanii_g9614.t1				
OG0020181	acastellanii_g9615.t1				
OG0020182	acastellanii_g9616.t1				
OG0020183	acastellanii_g9620.t1				
OG0020184	acastellanii_g9622.t1				
OG0020185	acastellanii_g9637.t1				
OG0020186	acastellanii_g9644.t1				
OG0020187	acastellanii_g9651.t1				
OG0020188	acastellanii_g9657.t1				
OG0020189	acastellanii_g9658.t1				
OG0020190	acastellanii_g9664.t1				
OG0020191	acastellanii_g9668.t1				
OG0020192	acastellanii_g9669.t1				
OG0020193	acastellanii_g9674.t1				
OG0020194	acastellanii_g9678.t1				
OG0020195	acastellanii_g9681.t1				
OG0020196	acastellanii_g9687.t1				
OG0020197	acastellanii_g9699.t1				
OG0020198	acastellanii_g9706.t1				
OG0020199	acastellanii_g9711.t1				
OG0020200	acastellanii_g9712.t1				
OG0020201	acastellanii_g9713.t1				
OG0020202	acastellanii_g9714.t1				
OG0020203	acastellanii_g9718.t1				
OG0020204	acastellanii_g9724.t1				
OG0020205	acastellanii_g9727.t1				
OG0020206	acastellanii_g9734.t1				
OG0020207	acastellanii_g9745.t1				
OG0020208	acastellanii_g9753.t1				
OG0020209	acastellanii_g9754.t1				
OG0020210	acastellanii_g9767.t1				
OG0020211	acastellanii_g9771.t1				
OG0020212	acastellanii_g9773.t1				
OG0020213	acastellanii_g9778.t1				
OG0020214	acastellanii_g9780.t1				
OG0020215	acastellanii_g9784.t1				
OG0020216	acastellanii_g9788.t1				
OG0020217	acastellanii_g9793.t1				
OG0020218	acastellanii_g9794.t1				
OG0020219	acastellanii_g9797.t1				
OG0020220	acastellanii_g9799.t1				
OG0020221	acastellanii_g9803.t1				
OG0020222	acastellanii_g9808.t1				
OG0020223	acastellanii_g9810.t1				
OG0020224	acastellanii_g9817.t1				
OG0020225	acastellanii_g9820.t1				
OG0020226	acastellanii_g9822.t1				
OG0020227	acastellanii_g9827.t1				
OG0020228	acastellanii_g9828.t1				
OG0020229	acastellanii_g9841.t1				
OG0020230	acastellanii_g9845.t1				
OG0020231	acastellanii_g9850.t1				
OG0020232	acastellanii_g9851.t1				
OG0020233	acastellanii_g9855.t1				
OG0020234	acastellanii_g9858.t1				
OG0020235	acastellanii_g9859.t1				
OG0020236	acastellanii_g9860.t1				
OG0020237	acastellanii_g9863.t1				
OG0020238	acastellanii_g9868.t1				
OG0020239	acastellanii_g9869.t1				
OG0020240	acastellanii_g9878.t1				
OG0020241	acastellanii_g9883.t1				
OG0020242	acastellanii_g9884.t1				
OG0020243	acastellanii_g9896.t1				
OG0020244	acastellanii_g9899.t1				
OG0020245	acastellanii_g9901.t1				
OG0020246	acastellanii_g9903.t1				
OG0020247	acastellanii_g9905.t1				
OG0020248	acastellanii_g9907.t1				
OG0020249	acastellanii_g9910.t1				
OG0020250	acastellanii_g9912.t1				
OG0020251	acastellanii_g9913.t1				
OG0020252	acastellanii_g9918.t1				
OG0020253	acastellanii_g9921.t1				
OG0020254	acastellanii_g9926.t1				
OG0020255	acastellanii_g9930.t1				
OG0020256	acastellanii_g9931.t1				
OG0020257	acastellanii_g9940.t1				
OG0020258	acastellanii_g9941.t1				
OG0020259	acastellanii_g9943.t1				
OG0020260	acastellanii_g9945.t1				
OG0020261	acastellanii_g9951.t1				
OG0020262	acastellanii_g9952.t1				
OG0020263	acastellanii_g9967.t1				
OG0020264	acastellanii_g9975.t1				
OG0020265	acastellanii_g9321.t1				
OG0020266	acastellanii_g9325.t1				
OG0020267	acastellanii_g9329.t1				
OG0020268	acastellanii_g9337.t1				
OG0020269	acastellanii_g9338.t1				
OG0020270	acastellanii_g9341.t1				
OG0020271	acastellanii_g9342.t1				
OG0020272	acastellanii_g9345.t1				
OG0020273	acastellanii_g9352.t1				
OG0020274	acastellanii_g9353.t1				
OG0020275	acastellanii_g9355.t1				
OG0020276	acastellanii_g9358.t1				
OG0020277	acastellanii_g9359.t1				
OG0020278	acastellanii_g9365.t1				
OG0020279	acastellanii_g9366.t1				
OG0020280	acastellanii_g9368.t1				
OG0020281	acastellanii_g9369.t1				
OG0020282	acastellanii_g9370.t1				
OG0020283	acastellanii_g9371.t1				
OG0020284	acastellanii_g9373.t1				
OG0020285	acastellanii_g9375.t1				
OG0020286	acastellanii_g9377.t1				
OG0020287	acastellanii_g9378.t1				
OG0020288	acastellanii_g9380.t1				
OG0020289	acastellanii_g9381.t1				
OG0020290	acastellanii_g9387.t1				
OG0020291	acastellanii_g9389.t1				
OG0020292	acastellanii_g9396.t1				
OG0020293	acastellanii_g9398.t1				
OG0020294	acastellanii_g9406.t1				
OG0020295	acastellanii_g9411.t1				
OG0020296	acastellanii_g9412.t1				
OG0020297	acastellanii_g9413.t1				
OG0020298	acastellanii_g9415.t1				
OG0020299	acastellanii_g9416.t1				
OG0020300	acastellanii_g9418.t1				
OG0020301	acastellanii_g9423.t1				
OG0020302	acastellanii_g9430.t1				
OG0020303	acastellanii_g9433.t1				
OG0020304	acastellanii_g9439.t1				
OG0020305	acastellanii_g9445.t1				
OG0020306	acastellanii_g9450.t1				
OG0020307	acastellanii_g9453.t1				
OG0020308	acastellanii_g9460.t1				
OG0020309	acastellanii_g9463.t1				
OG0020310	acastellanii_g9467.t1				
OG0020311	acastellanii_g9488.t1				
OG0020312	acastellanii_g9501.t1				
OG0020313	acastellanii_g9502.t1				
OG0020314	acastellanii_g9526.t1				
OG0020315	acastellanii_g9530.t1				
OG0020316	acastellanii_g9534.t1				
OG0020317	acastellanii_g9535.t1				
OG0020318	acastellanii_g9536.t1				
OG0020319	acastellanii_g9538.t1				
OG0020320	acastellanii_g9542.t1				
OG0020321	acastellanii_g9545.t1				
OG0020322	acastellanii_g9546.t1				
OG0020323	acastellanii_g9551.t1				
OG0020324	acastellanii_g9555.t1				
OG0020325	acastellanii_g9565.t1				
OG0020326	acastellanii_g9568.t1				
OG0020327	acastellanii_g9572.t1				
OG0020328	acastellanii_g9573.t1				
OG0020329	acastellanii_g9574.t1				
OG0020330	acastellanii_g9575.t1				
OG0020331	acastellanii_g9576.t1				
OG0020332	acastellanii_g9577.t1				
OG0020333	acastellanii_g9590.t1				
OG0020334	acastellanii_g9293.t1				
OG0020335	acastellanii_g9296.t1				
OG0020336	acastellanii_g9297.t1				
OG0020337	acastellanii_g9302.t1				
OG0020338	acastellanii_g9307.t1				
OG0020339	acastellanii_g9311.t1				
OG0020340	acastellanii_g9312.t1				
OG0020341	acastellanii_g9315.t1				
OG0020342	acastellanii_g9316.t1				
OG0020343	acastellanii_g9276.t1				
OG0020344	acastellanii_g9271.t1				
OG0020345	acastellanii_g9273.t1				
OG0020346	acastellanii_g9270.t1				
OG0020347	acastellanii_g9265.t1				
OG0020348	acastellanii_g9266.t1				
OG0020349	acastellanii_g9247.t1				
OG0020350	acastellanii_g9248.t1				
OG0020351	acastellanii_g9249.t1				
OG0020352	acastellanii_g9215.t1				
OG0020353	acastellanii_g9228.t1				
OG0020354	acastellanii_g9232.t1				
OG0020355	acastellanii_g9235.t1				
OG0020356	acastellanii_g9241.t1				
OG0020357	acastellanii_g9200.t1				
OG0020358	acastellanii_g9205.t1				
OG0020359	acastellanii_g9206.t1				
OG0020360	acastellanii_g9121.t1				
OG0020361	acastellanii_g9125.t1				
OG0020362	acastellanii_g9127.t1				
OG0020363	acastellanii_g9128.t1				
OG0020364	acastellanii_g9131.t1				
OG0020365	acastellanii_g9132.t1				
OG0020366	acastellanii_g9133.t1				
OG0020367	acastellanii_g9134.t1				
OG0020368	acastellanii_g9136.t1				
OG0020369	acastellanii_g9139.t1				
OG0020370	acastellanii_g9141.t1				
OG0020371	acastellanii_g9150.t1				
OG0020372	acastellanii_g9151.t1				
OG0020373	acastellanii_g9154.t1				
OG0020374	acastellanii_g9160.t1				
OG0020375	acastellanii_g9162.t1				
OG0020376	acastellanii_g9163.t1				
OG0020377	acastellanii_g9165.t1				
OG0020378	acastellanii_g9168.t1				
OG0020379	acastellanii_g9178.t1				
OG0020380	acastellanii_g9180.t1				
OG0020381	acastellanii_g9183.t1				
OG0020382	acastellanii_g9185.t1				
OG0020383	acastellanii_g9193.t1				
OG0020384	acastellanii_g9115.t1				
OG0020385	acastellanii_g9088.t1				
OG0020386	acastellanii_g9092.t1				
OG0020387	acastellanii_g9094.t1				
OG0020388	acastellanii_g9103.t1				
OG0020389	acastellanii_g9085.t1				
OG0020390	acastellanii_g9076.t1				
OG0020391	acastellanii_g9082.t1				
OG0020392	acastellanii_g9083.t1				
OG0020393	acastellanii_g8721.t1				
OG0020394	acastellanii_g8722.t1				
OG0020395	acastellanii_g8729.t1				
OG0020396	acastellanii_g8730.t1				
OG0020397	acastellanii_g8732.t1				
OG0020398	acastellanii_g8734.t1				
OG0020399	acastellanii_g8735.t1				
OG0020400	acastellanii_g8744.t1				
OG0020401	acastellanii_g8749.t1				
OG0020402	acastellanii_g8757.t1				
OG0020403	acastellanii_g8758.t1				
OG0020404	acastellanii_g8761.t1				
OG0020405	acastellanii_g8769.t1				
OG0020406	acastellanii_g8776.t1				
OG0020407	acastellanii_g8778.t1				
OG0020408	acastellanii_g8779.t1				
OG0020409	acastellanii_g8782.t1				
OG0020410	acastellanii_g8784.t1				
OG0020411	acastellanii_g8789.t1				
OG0020412	acastellanii_g8795.t1				
