Orthogroup	vvermcdc19_braker	dicty_braker
OG0000450	vverm_g4114.t1, vverm_g4117.t2, vverm_g4117.t1, vverm_g4117.t3	dicty_g9974.t1
OG0000452	vverm_g9152.t1, vverm_g3291.t1, vverm_g3323.t1, vverm_g14572.t1, vverm_g8814.t1, vverm_g10157.t1	dicty_g534.t1
OG0000453	vverm_g3634.t1, vverm_g3634.t2, vverm_g9993.t1, vverm_g11284.t1, vverm_g7752.t1	dicty_g6644.t1
OG0000455	vverm_g3422.t1	dicty_g5707.t1
OG0000455	vverm_g7607.t1	dicty_g6497.t1
OG0000456	vverm_g14137.t1, vverm_g12092.t1, vverm_g14975.t1, vverm_g6786.t1, vverm_g4019.t1, vverm_g9906.t1, vverm_g5724.t1, vverm_g11127.t1, vverm_g5035.t1	dicty_g2864.t1, dicty_g2612.t1
OG0000457	vverm_g16792.t2, vverm_g16792.t1, vverm_g1811.t1, vverm_g16800.t1	dicty_g9408.t1
OG0000458	vverm_g16167.t1	dicty_g1283.t1, dicty_g1326.t1
OG0000459	vverm_g717.t1	dicty_g5281.t1
OG0000459	vverm_g7390.t1, vverm_g7390.t2, vverm_g15795.t1, vverm_g5422.t1	dicty_g5784.t1, dicty_g490.t1
OG0000460	vverm_g11063.t1, vverm_g11063.t2, vverm_g8996.t1	dicty_g10778.t1
OG0000461	vverm_g3561.t3, vverm_g3561.t1, vverm_g3561.t2, vverm_g8549.t2, vverm_g8549.t1	dicty_g6304.t1
OG0000461	vverm_g13214.t1, vverm_g2316.t1, vverm_g14872.t1	dicty_g6239.t1
OG0000462	vverm_g11504.t1	dicty_g8282.t1, dicty_g9512.t1
OG0000463	vverm_g4268.t1	dicty_g4670.t1
OG0000463	vverm_g3451.t3, vverm_g3451.t2, vverm_g3451.t1	dicty_g2734.t1, dicty_g2744.t1
OG0000474	vverm_g10331.t1, vverm_g12391.t1, vverm_g16749.t2, vverm_g16749.t1, vverm_g7117.t1	dicty_g4624.t1
OG0000478	vverm_g6173.t1	dicty_g1996.t1, dicty_g4629.t1, dicty_g1995.t1, dicty_g10800.t1
OG0000483	vverm_g9336.t1, vverm_g1847.t1, vverm_g10492.t1, vverm_g10492.t3, vverm_g12332.t1, vverm_g13906.t1, vverm_g4931.t1	dicty_g176.t1, dicty_g1598.t1, dicty_g3506.t1, dicty_g4734.t1, dicty_g6394.t1, dicty_g11120.t1, dicty_g11067.t1
OG0000501	vverm_g15993.t1, vverm_g16414.t1, vverm_g2452.t1	dicty_g6983.t1, dicty_g3908.t1
OG0000502	vverm_g1957.t2, vverm_g1957.t1, vverm_g1497.t1	dicty_g4409.t2, dicty_g4409.t1
OG0000502	vverm_g2997.t2, vverm_g2997.t1	dicty_g8219.t1
OG0000503	vverm_g1944.t1	dicty_g10650.t1, dicty_g1782.t1
OG0000503	vverm_g3989.t1	dicty_g3770.t1
OG0000505	vverm_g2631.t2, vverm_g2631.t1	dicty_g10882.t1
OG0000505	vverm_g10163.t1	dicty_g6721.t2, dicty_g6721.t1
OG0000506	vverm_g14838.t2, vverm_g14838.t1	dicty_g463.t1
OG0000506	vverm_g1974.t1	dicty_g1614.t1
OG0000507	vverm_g9649.t1, vverm_g6778.t1, vverm_g11954.t1	dicty_g2897.t1, dicty_g2579.t1
OG0000509	vverm_g7471.t1, vverm_g15725.t2, vverm_g15725.t1, vverm_g11214.t1	dicty_g11364.t1, dicty_g11364.t2, dicty_g9471.t1
OG0000510	vverm_g4849.t1, vverm_g11868.t1, vverm_g16307.t1	dicty_g3560.t1
OG0000511	vverm_g14603.t1, vverm_g1427.t1	dicty_g7602.t1
OG0000512	vverm_g5765.t1, vverm_g10801.t1	dicty_g10609.t1
OG0000515	vverm_g7910.t1, vverm_g9297.t1, vverm_g9297.t2	dicty_g215.t1, dicty_g3198.t1
OG0000517	vverm_g7187.t1	dicty_g11324.t1
OG0000517	vverm_g1965.t1	dicty_g2752.t2, dicty_g2726.t2, dicty_g2726.t1, dicty_g2752.t1
OG0000518	vverm_g2401.t1, vverm_g8918.t1	dicty_g8493.t1
OG0000518	vverm_g2851.t3	dicty_g3432.t1
OG0000518	vverm_g14360.t1	dicty_g7911.t1
OG0000519	vverm_g9617.t1	dicty_g444.t1
OG0000519	vverm_g6878.t1	dicty_g7220.t1, dicty_g7219.t1, dicty_g7220.t2, dicty_g8043.t1
OG0000520	vverm_g1859.t1, vverm_g1859.t2, vverm_g11793.t1	dicty_g10237.t1, dicty_g10237.t2, dicty_g11291.t1
OG0000524	vverm_g12199.t1, vverm_g4526.t2, vverm_g4526.t1, vverm_g1300.t1	dicty_g2848.t1, dicty_g2629.t1
OG0000525	vverm_g8298.t1, vverm_g7888.t1, vverm_g13087.t1, vverm_g13066.t1, vverm_g8279.t1	dicty_g5606.t1
OG0000526	vverm_g6668.t1	dicty_g7144.t1
OG0000526	vverm_g5434.t1	dicty_g10846.t1
OG0000527	vverm_g10857.t4, vverm_g15736.t1	dicty_g10027.t1
OG0000528	vverm_g5834.t1, vverm_g3780.t1	dicty_g4899.t3, dicty_g4899.t1, dicty_g4899.t2, dicty_g7540.t1, dicty_g4218.t1
OG0000529	vverm_g15020.t1	dicty_g8597.t2, dicty_g8597.t1
OG0000530	vverm_g1293.t1, vverm_g1293.t2, vverm_g1295.t1, vverm_g1295.t2	dicty_g7432.t1
OG0000531	vverm_g10353.t1	dicty_g5631.t1
OG0000531	vverm_g8642.t2, vverm_g8642.t1	dicty_g449.t1
OG0000532	vverm_g12518.t2, vverm_g12518.t1, vverm_g13153.t1, vverm_g3003.t1, vverm_g3003.t2	dicty_g9239.t1
OG0000533	vverm_g2620.t1, vverm_g7259.t2, vverm_g7259.t1	dicty_g7355.t1, dicty_g7354.t1, dicty_g7353.t1, dicty_g716.t1, dicty_g11054.t1
OG0000534	vverm_g7190.t1	dicty_g6147.t1
OG0000534	vverm_g11507.t1	dicty_g4333.t1
OG0000536	vverm_g8724.t4, vverm_g8724.t3, vverm_g8724.t2, vverm_g8724.t1, vverm_g13907.t2, vverm_g13907.t1	dicty_g9196.t1
OG0000537	vverm_g9802.t1	dicty_g6373.t1
OG0000537	vverm_g775.t1	dicty_g3122.t1
OG0000538	vverm_g10437.t1	dicty_g610.t1
OG0000539	vverm_g619.t1, vverm_g8737.t1	dicty_g3556.t1
OG0000540	vverm_g10352.t2, vverm_g10352.t1	dicty_g9487.t2, dicty_g9487.t1
OG0000540	vverm_g8314.t1	dicty_g5285.t1
OG0000541	vverm_g575.t1, vverm_g14844.t1, vverm_g15353.t3, vverm_g15353.t1	dicty_g10270.t1, dicty_g1254.t1
OG0000543	vverm_g301.t1, vverm_g1562.t2, vverm_g1562.t1	dicty_g9721.t1
OG0000545	vverm_g8830.t1, vverm_g13712.t1	dicty_g10419.t1, dicty_g10287.t1
OG0000546	vverm_g1326.t1	dicty_g1036.t1
OG0000547	vverm_g7162.t1, vverm_g5218.t1	dicty_g7650.t1, dicty_g7649.t3, dicty_g7649.t1, dicty_g7651.t1
OG0000548	vverm_g742.t3, vverm_g13256.t3, vverm_g742.t2, vverm_g13256.t2, vverm_g742.t1, vverm_g13256.t1	dicty_g7510.t1
OG0000549	vverm_g1539.t1, vverm_g6108.t1	dicty_g11285.t2, dicty_g11285.t3, dicty_g11285.t1, dicty_g1255.t1, dicty_g5441.t1, dicty_g5442.t1, dicty_g9594.t1
OG0000551	vverm_g3919.t1, vverm_g3118.t1, vverm_g2390.t2, vverm_g1255.t2, vverm_g1255.t1, vverm_g2390.t1, vverm_g5907.t1, vverm_g14032.t1	dicty_g9664.t1
OG0000552	vverm_g8035.t1, vverm_g5578.t1, vverm_g5578.t2, vverm_g14077.t1, vverm_g5862.t1	dicty_g7253.t1
OG0000553	vverm_g14892.t1	dicty_g5897.t1
OG0000553	vverm_g2898.t1	dicty_g6072.t1, dicty_g2147.t1
OG0000554	vverm_g10190.t1, vverm_g15477.t2, vverm_g15558.t2, vverm_g15558.t1, vverm_g15477.t1, vverm_g15476.t1	dicty_g4449.t1, dicty_g1198.t1, dicty_g10374.t1
OG0000560	vverm_g16071.t1, vverm_g16082.t1, vverm_g12080.t1	dicty_g1796.t1, dicty_g8961.t1, dicty_g8962.t1
OG0000566	vverm_g14258.t1, vverm_g13978.t2, vverm_g13978.t1, vverm_g4151.t2, vverm_g4151.t1	dicty_g9252.t1, dicty_g11434.t1
OG0000592	vverm_g3441.t1, vverm_g5064.t1, vverm_g2861.t2	dicty_g7147.t1, dicty_g6179.t1
OG0000593	vverm_g13046.t1, vverm_g13422.t1	dicty_g10565.t1
OG0000594	vverm_g14908.t1	dicty_g662.t1
OG0000594	vverm_g12300.t1	dicty_g6552.t1
OG0000595	vverm_g3843.t1	dicty_g6950.t1
OG0000595	vverm_g11304.t1, vverm_g14651.t1	dicty_g9854.t1
OG0000596	vverm_g3804.t1	dicty_g7292.t1, dicty_g7292.t2
OG0000598	vverm_g2528.t1	dicty_g7364.t1
OG0000598	vverm_g3467.t1, vverm_g6177.t2, vverm_g6177.t1	dicty_g6261.t1, dicty_g7826.t1
OG0000599	vverm_g13268.t2, vverm_g755.t3, vverm_g755.t2, vverm_g755.t1, vverm_g13268.t1	dicty_g9671.t1
OG0000600	vverm_g3942.t1	dicty_g10473.t1
OG0000601	vverm_g10450.t1	dicty_g8789.t1
OG0000602	vverm_g10055.t1	dicty_g10190.t1
OG0000602	vverm_g724.t1	dicty_g9931.t1
OG0000604	vverm_g7005.t1	dicty_g11016.t1, dicty_g7842.t1
OG0000605	vverm_g6637.t1, vverm_g2842.t1, vverm_g7232.t1, vverm_g15202.t1, vverm_g14760.t1, vverm_g13855.t1, vverm_g8607.t2, vverm_g8607.t1	dicty_g185.t1
OG0000606	vverm_g8186.t1, vverm_g8187.t1, vverm_g8187.t2, vverm_g8201.t1	dicty_g5238.t1
OG0000607	vverm_g11917.t1	dicty_g8651.t1
OG0000607	vverm_g2212.t1	dicty_g5764.t1
OG0000612	vverm_g8746.t1	dicty_g7086.t1
OG0000612	vverm_g375.t1, vverm_g8747.t1	dicty_g8925.t1
OG0000613	vverm_g359.t1, vverm_g358.t1, vverm_g16162.t1	dicty_g8264.t1, dicty_g10843.t1
OG0000614	vverm_g12034.t1, vverm_g7751.t1	dicty_g10008.t1, dicty_g10006.t1, dicty_g10007.t1
OG0000615	vverm_g8309.t1, vverm_g10245.t2, vverm_g11887.t1, vverm_g10245.t1, vverm_g10245.t3, vverm_g15502.t1	dicty_g2869.t1, dicty_g2607.t1
OG0000616	vverm_g12390.t1, vverm_g12390.t2	dicty_g6049.t1
OG0000617	vverm_g613.t1, vverm_g8640.t1	dicty_g10320.t1, dicty_g10320.t2, dicty_g4577.t1
OG0000618	vverm_g2463.t1	dicty_g2862.t1, dicty_g2614.t1
OG0000618	vverm_g2466.t1	dicty_g9746.t1
OG0000619	vverm_g1150.t1, vverm_g12128.t1	dicty_g1228.t1
OG0000620	vverm_g357.t1	dicty_g6774.t3, dicty_g5145.t1
OG0000620	vverm_g8753.t1, vverm_g8753.t2, vverm_g8752.t1	dicty_g6297.t1
OG0000622	vverm_g6813.t1, vverm_g6817.t1, vverm_g14350.t1	dicty_g6652.t1
OG0000623	vverm_g7754.t2	dicty_g7218.t2, dicty_g7218.t1, dicty_g5611.t1
OG0000625	vverm_g6241.t1, vverm_g16948.t1, vverm_g10154.t1, vverm_g1580.t1	dicty_g3360.t1, dicty_g11279.t1
OG0000626	vverm_g14783.t1, vverm_g14307.t2, vverm_g14307.t1	dicty_g6798.t1
OG0000627	vverm_g14175.t1, vverm_g11073.t1	dicty_g2298.t1, dicty_g7002.t1
OG0000627	vverm_g14907.t1	dicty_g7478.t1
OG0000629	vverm_g4219.t1, vverm_g4219.t2	dicty_g4199.t1
OG0000631	vverm_g7992.t1	dicty_g4270.t2, dicty_g4270.t1
OG0000631	vverm_g1381.t1	dicty_g3719.t1
OG0000632	vverm_g11086.t1, vverm_g5425.t1, vverm_g8998.t1	dicty_g4741.t1
OG0000633	vverm_g7523.t4, vverm_g7531.t1, vverm_g11635.t1, vverm_g6422.t1	dicty_g10604.t1
OG0000634	vverm_g14602.t1	dicty_g3479.t1, dicty_g11446.t1, dicty_g11447.t1, dicty_g6597.t1, dicty_g9702.t1, dicty_g9702.t2
OG0000635	vverm_g8071.t1, vverm_g12961.t2, vverm_g12961.t1	dicty_g997.t1
OG0000636	vverm_g11302.t1, vverm_g777.t1, vverm_g776.t2, vverm_g776.t1, vverm_g769.t1, vverm_g770.t1, vverm_g13281.t1, vverm_g11730.t1, vverm_g15726.t1	dicty_g9840.t1
OG0000637	vverm_g11512.t1, vverm_g11512.t2, vverm_g15525.t1, vverm_g15525.t2	dicty_g4332.t1
OG0000638	vverm_g15316.t1, vverm_g15867.t1	dicty_g476.t1, dicty_g476.t2
OG0000639	vverm_g2814.t1	dicty_g10806.t1
OG0000639	vverm_g10643.t1	dicty_g4166.t2, dicty_g4166.t1, dicty_g5709.t1
OG0000640	vverm_g6679.t2, vverm_g6664.t2, vverm_g6664.t1	dicty_g731.t2, dicty_g731.t1
OG0000640	vverm_g6679.t1	dicty_g7489.t1
OG0000641	vverm_g10962.t1	dicty_g2027.t1
OG0000642	vverm_g4282.t1, vverm_g11709.t1	dicty_g1668.t1
OG0000643	vverm_g1674.t1	dicty_g11304.t1
OG0000643	vverm_g1669.t1	dicty_g7325.t1
OG0000644	vverm_g14982.t1	dicty_g11194.t1, dicty_g5601.t1, dicty_g5601.t2
OG0000644	vverm_g16272.t1	dicty_g6275.t1
OG0000645	vverm_g16879.t1, vverm_g12662.t1	dicty_g5302.t1
OG0000646	vverm_g15454.t1, vverm_g4716.t1, vverm_g6975.t1	dicty_g7536.t1, dicty_g7137.t1
OG0000647	vverm_g11947.t1, vverm_g11947.t2	dicty_g6688.t2, dicty_g6688.t1
OG0000649	vverm_g15763.t2, vverm_g15763.t1, vverm_g15763.t3, vverm_g15762.t1	dicty_g10028.t1
OG0000650	vverm_g14374.t1, vverm_g14149.t1, vverm_g2643.t1, vverm_g10128.t3	dicty_g1330.t1
OG0000651	vverm_g16669.t1, vverm_g16673.t1, vverm_g10279.t1	dicty_g3021.t1
OG0000652	vverm_g5123.t1, vverm_g5123.t2	dicty_g3869.t1
OG0000653	vverm_g6928.t1, vverm_g6928.t2, vverm_g6054.t1	dicty_g8730.t1
OG0000654	vverm_g9139.t1, vverm_g7064.t2, vverm_g7064.t1	dicty_g6886.t1
OG0000655	vverm_g8086.t1	dicty_g10667.t1
OG0000656	vverm_g7541.t1	dicty_g7659.t1, dicty_g6211.t1
OG0000657	vverm_g132.t1, vverm_g1671.t1, vverm_g15450.t1	dicty_g7072.t1
OG0000658	vverm_g7944.t1, vverm_g982.t1	dicty_g5344.t1
OG0000659	vverm_g4363.t1, vverm_g4359.t1	dicty_g1260.t1
OG0000660	vverm_g360.t1, vverm_g9093.t1, vverm_g11852.t1	dicty_g11284.t1
OG0000661	vverm_g15022.t1, vverm_g15022.t2	dicty_g5743.t1
OG0000662	vverm_g9995.t1, vverm_g9996.t1, vverm_g10002.t1, vverm_g9684.t1, vverm_g3650.t1, vverm_g11905.t1, vverm_g10382.t1, vverm_g1901.t1, vverm_g9328.t1, vverm_g12025.t1	dicty_g5659.t1
OG0000674	vverm_g16187.t1, vverm_g1523.t1, vverm_g12388.t1	dicty_g9275.t1, dicty_g7048.t1
OG0000684	vverm_g16022.t1, vverm_g545.t1, vverm_g10410.t1, vverm_g546.t1	dicty_g276.t1, dicty_g10397.t1, dicty_g3146.t1, dicty_g11256.t1, dicty_g3040.t2, dicty_g3040.t1
OG0000685	vverm_g5642.t1, vverm_g15937.t2, vverm_g15937.t1, vverm_g12357.t1, vverm_g12357.t2	dicty_g8119.t1, dicty_g9419.t1, dicty_g4003.t1
OG0000697	vverm_g7962.t1, vverm_g1590.t1, vverm_g12478.t2, vverm_g12478.t1, vverm_g13125.t1, vverm_g13117.t1, vverm_g9654.t1, vverm_g3612.t1, vverm_g10015.t1, vverm_g3652.t2, vverm_g3652.t1	dicty_g5449.t1
OG0000714	vverm_g1411.t1	dicty_g4569.t1
OG0000714	vverm_g2262.t1	dicty_g7100.t1
OG0000716	vverm_g12622.t1	dicty_g3833.t2, dicty_g3833.t1
OG0000716	vverm_g11500.t2, vverm_g11500.t1	dicty_g2386.t1
OG0000717	vverm_g14341.t1, vverm_g2146.t1	dicty_g2188.t1
OG0000718	vverm_g12041.t1, vverm_g12309.t1	dicty_g3796.t1
OG0000719	vverm_g16287.t1	dicty_g10135.t1, dicty_g10135.t2
OG0000721	vverm_g4695.t1, vverm_g13826.t2, vverm_g13826.t1	dicty_g6594.t1
OG0000722	vverm_g8175.t1, vverm_g9885.t1	dicty_g2314.t1
OG0000723	vverm_g5446.t2, vverm_g15856.t1, vverm_g15856.t2, vverm_g5446.t1	dicty_g10999.t2, dicty_g10999.t3, dicty_g10999.t1
OG0000724	vverm_g3183.t1	dicty_g2012.t1
OG0000724	vverm_g12270.t1	dicty_g3277.t1
OG0000725	vverm_g10877.t1, vverm_g1559.t1	dicty_g9427.t1
OG0000726	vverm_g8580.t1	dicty_g6716.t1, dicty_g6716.t2
OG0000726	vverm_g11225.t1	dicty_g2898.t1, dicty_g2578.t1
OG0000727	vverm_g15662.t1	dicty_g6503.t1
OG0000728	vverm_g8144.t1, vverm_g8313.t1	dicty_g5625.t1
OG0000729	vverm_g10685.t1	dicty_g7205.t1
OG0000729	vverm_g774.t1, vverm_g6939.t1	dicty_g7754.t1
OG0000730	vverm_g10082.t1	dicty_g763.t2, dicty_g763.t1
OG0000730	vverm_g10081.t1	dicty_g3023.t1
OG0000731	vverm_g7735.t1, vverm_g9866.t1	dicty_g4782.t1
OG0000732	vverm_g5793.t1	dicty_g8454.t1
OG0000732	vverm_g3578.t1, vverm_g5794.t1	dicty_g1107.t1
OG0000734	vverm_g13808.t1, vverm_g9612.t1	dicty_g9869.t1
OG0000735	vverm_g8555.t1, vverm_g8555.t2	dicty_g11445.t1
OG0000738	vverm_g1443.t2, vverm_g1443.t1, vverm_g968.t1, vverm_g3255.t1, vverm_g3255.t2	dicty_g2417.t2, dicty_g2417.t1
OG0000739	vverm_g8333.t1	dicty_g4525.t1
OG0000739	vverm_g1946.t1	dicty_g9326.t1
OG0000740	vverm_g2734.t1, vverm_g262.t3, vverm_g262.t1, vverm_g14283.t1	dicty_g5738.t1
OG0000741	vverm_g4122.t1	dicty_g3043.t1
OG0000741	vverm_g13573.t1	dicty_g5581.t1
OG0000742	vverm_g8348.t1, vverm_g4291.t1, vverm_g11702.t1, vverm_g4291.t2, vverm_g11702.t2	dicty_g10980.t2, dicty_g10980.t1
OG0000743	vverm_g5177.t1	dicty_g4816.t1
OG0000743	vverm_g15521.t1	dicty_g7628.t1
OG0000744	vverm_g7212.t1	dicty_g3803.t1
OG0000745	vverm_g4908.t1, vverm_g4907.t1, vverm_g4907.t2	dicty_g5342.t1
OG0000747	vverm_g79.t1, vverm_g14647.t3, vverm_g12158.t1	dicty_g8145.t1
OG0000748	vverm_g14328.t1	dicty_g11236.t2, dicty_g11236.t1, dicty_g129.t1
OG0000748	vverm_g4899.t1	dicty_g8281.t1
OG0000749	vverm_g827.t1, vverm_g5823.t1	dicty_g6870.t1, dicty_g5277.t1, dicty_g5278.t1, dicty_g1578.t1, dicty_g1577.t1
OG0000750	vverm_g5473.t2, vverm_g5473.t1	dicty_g5421.t1
OG0000751	vverm_g1624.t2, vverm_g1624.t1	dicty_g3354.t1, dicty_g3354.t2, dicty_g585.t1, dicty_g7196.t1
OG0000753	vverm_g2036.t1, vverm_g12273.t1, vverm_g15579.t1, vverm_g3732.t1, vverm_g16203.t1	dicty_g3850.t1, dicty_g3849.t1
OG0000754	vverm_g5368.t1, vverm_g1922.t1	dicty_g9036.t1
OG0000754	vverm_g1973.t1	dicty_g3161.t1
OG0000755	vverm_g14791.t1	dicty_g11103.t1, dicty_g6313.t2, dicty_g6313.t1
OG0000756	vverm_g8016.t1, vverm_g3500.t1	dicty_g6128.t1
OG0000756	vverm_g513.t1	dicty_g7389.t1
OG0000757	vverm_g11271.t1	dicty_g11247.t1
OG0000758	vverm_g6670.t1	dicty_g1053.t1
OG0000758	vverm_g10963.t1	dicty_g5227.t1
OG0000760	vverm_g5996.t1	dicty_g169.t1
OG0000760	vverm_g803.t2, vverm_g15209.t2, vverm_g15209.t1, vverm_g803.t1	dicty_g5613.t1
OG0000761	vverm_g9227.t2, vverm_g9227.t1, vverm_g3028.t1	dicty_g7698.t1
OG0000762	vverm_g8160.t1, vverm_g8129.t1	dicty_g4683.t1
OG0000765	vverm_g9326.t1, vverm_g1840.t1, vverm_g2849.t1	dicty_g9190.t1
OG0000766	vverm_g1632.t2, vverm_g1632.t1	dicty_g124.t1
OG0000767	vverm_g73.t1, vverm_g13076.t1, vverm_g13054.t1	dicty_g1677.t1, dicty_g1163.t1, dicty_g6231.t1
OG0000768	vverm_g2601.t1, vverm_g1183.t1	dicty_g8832.t1, dicty_g6298.t1
OG0000769	vverm_g5779.t1	dicty_g1934.t1, dicty_g3735.t1, dicty_g3736.t1, dicty_g10034.t1
OG0000770	vverm_g11274.t1	dicty_g6307.t1
OG0000770	vverm_g11272.t1	dicty_g7647.t1, dicty_g7647.t2
OG0000772	vverm_g9579.t1	dicty_g8968.t1
OG0000772	vverm_g11535.t1	dicty_g4866.t1
OG0000773	vverm_g6782.t1	dicty_g4850.t1, dicty_g6871.t1
OG0000774	vverm_g11009.t1, vverm_g10992.t1, vverm_g10916.t1, vverm_g10916.t2, vverm_g10992.t2	dicty_g2168.t1
OG0000775	vverm_g11949.t1	dicty_g486.t1, dicty_g485.t1, dicty_g7580.t1, dicty_g11437.t1
OG0000777	vverm_g8526.t1, vverm_g9570.t1	dicty_g9675.t1, dicty_g9677.t1
OG0000778	vverm_g14244.t1	dicty_g4892.t1
OG0000779	vverm_g16298.t1	dicty_g3108.t1
OG0000780	vverm_g15912.t1, vverm_g9530.t1, vverm_g15021.t1	dicty_g1366.t1
OG0000781	vverm_g797.t2, vverm_g15218.t2, vverm_g15218.t1, vverm_g6592.t1, vverm_g7074.t1	dicty_g6814.t1
OG0000782	vverm_g11801.t1	dicty_g2985.t1, dicty_g2491.t1
OG0000783	vverm_g8335.t1, vverm_g12769.t1	dicty_g9557.t1, dicty_g4153.t1, dicty_g4744.t1
OG0000784	vverm_g3669.t1	dicty_g379.t1
OG0000784	vverm_g3655.t1, vverm_g3987.t1	dicty_g4575.t1
OG0000785	vverm_g5617.t1, vverm_g1984.t1	dicty_g10261.t1
OG0000786	vverm_g9740.t1	dicty_g7194.t1
OG0000787	vverm_g2409.t1, vverm_g5746.t1, vverm_g2408.t1, vverm_g2411.t1, vverm_g1763.t1, vverm_g1763.t2	dicty_g5946.t1, dicty_g9676.t1, dicty_g10436.t1
OG0000788	vverm_g13130.t2, vverm_g12486.t2, vverm_g13130.t1, vverm_g12486.t1	dicty_g3786.t1
OG0000789	vverm_g12432.t1	dicty_g2248.t1
OG0000789	vverm_g8933.t1	dicty_g7291.t1
OG0000790	vverm_g13168.t1, vverm_g12533.t1	dicty_g1994.t1
OG0000790	vverm_g1949.t1	dicty_g5698.t1
OG0000792	vverm_g2534.t1, vverm_g2534.t2	dicty_g9240.t1
OG0000792	vverm_g995.t1	dicty_g4876.t1
OG0000793	vverm_g14051.t2, vverm_g14051.t1, vverm_g5886.t1, vverm_g5886.t2	dicty_g6483.t1
OG0000794	vverm_g2431.t1	dicty_g9375.t1
OG0000794	vverm_g6277.t1	dicty_g10329.t1
OG0000795	vverm_g13680.t1, vverm_g14172.t1, vverm_g1553.t1	dicty_g9650.t1, dicty_g8494.t2, dicty_g8494.t1
OG0000796	vverm_g3259.t1, vverm_g13431.t1	dicty_g1439.t1, dicty_g2140.t1, dicty_g2100.t1, dicty_g2100.t2, dicty_g1271.t1, dicty_g3093.t1
OG0000797	vverm_g16241.t1, vverm_g11564.t1	dicty_g4351.t1
OG0000798	vverm_g8023.t1	dicty_g1760.t1
OG0000799	vverm_g14441.t1	dicty_g4982.t1
OG0000799	vverm_g14434.t2, vverm_g14434.t1	dicty_g10208.t1
OG0000800	vverm_g10067.t1, vverm_g5580.t1, vverm_g5594.t2, vverm_g5594.t1	dicty_g10013.t1
OG0000802	vverm_g9863.t1, vverm_g16046.t1, vverm_g3860.t1	dicty_g10891.t1, dicty_g10891.t2
OG0000804	vverm_g6130.t1, vverm_g3977.t1	dicty_g10864.t1
OG0000804	vverm_g738.t1	dicty_g9977.t1, dicty_g4726.t1
OG0000805	vverm_g8500.t1, vverm_g3584.t1, vverm_g16594.t1	dicty_g10556.t1
OG0000806	vverm_g12731.t2, vverm_g12731.t1	dicty_g1014.t1
OG0000807	vverm_g23.t1, vverm_g11758.t1, vverm_g13215.t1, vverm_g13215.t2	dicty_g1862.t1
OG0000808	vverm_g15370.t1, vverm_g11327.t1	dicty_g663.t1, dicty_g663.t2
OG0000809	vverm_g11993.t1	dicty_g7323.t2, dicty_g7323.t1
OG0000810	vverm_g2120.t1, vverm_g7325.t2, vverm_g7325.t1	dicty_g11480.t1
OG0000811	vverm_g7014.t1	dicty_g4048.t2
OG0000811	vverm_g1670.t1	dicty_g4048.t1
OG0000812	vverm_g1993.t1	dicty_g266.t1
OG0000812	vverm_g605.t1	dicty_g3034.t1
OG0000813	vverm_g15709.t1	dicty_g7037.t1
OG0000814	vverm_g2717.t1, vverm_g6879.t1, vverm_g13454.t1	dicty_g11258.t1
OG0000815	vverm_g14337.t1, vverm_g4080.t1	dicty_g9433.t1
OG0000816	vverm_g11671.t1	dicty_g9657.t1, dicty_g9656.t1, dicty_g6302.t2, dicty_g6302.t1
OG0000817	vverm_g1683.t1	dicty_g2767.t1, dicty_g2711.t1, dicty_g2711.t2, dicty_g2767.t2
OG0000818	vverm_g3923.t1, vverm_g3121.t1, vverm_g7704.t1	dicty_g5002.t1
OG0000819	vverm_g8564.t1	dicty_g6589.t1
OG0000819	vverm_g8552.t1, vverm_g3562.t1	dicty_g9029.t1
OG0000820	vverm_g15180.t1, vverm_g14695.t1, vverm_g15180.t2	dicty_g4334.t1, dicty_g4334.t2, dicty_g11463.t1
OG0000821	vverm_g13703.t2, vverm_g13703.t1, vverm_g11228.t1	dicty_g2588.t1, dicty_g2888.t1, dicty_g9266.t1
OG0000822	vverm_g13772.t1, vverm_g626.t1	dicty_g6363.t1
OG0000823	vverm_g5953.t1, vverm_g16319.t1	dicty_g9696.t1
OG0000847	vverm_g13136.t1, vverm_g13136.t2, vverm_g12501.t1, vverm_g12501.t2, vverm_g12501.t3, vverm_g13136.t3, vverm_g13209.t1	dicty_g985.t1
OG0000880	vverm_g11154.t1, vverm_g12074.t1, vverm_g11159.t1, vverm_g1856.t1	dicty_g5159.t1
OG0000881	vverm_g5848.t1, vverm_g5850.t1	dicty_g3649.t1
OG0000882	vverm_g5488.t1	dicty_g5778.t1
OG0000882	vverm_g5490.t1	dicty_g10638.t1
OG0000883	vverm_g3244.t1	dicty_g10339.t1
OG0000883	vverm_g851.t1	dicty_g8736.t1
OG0000885	vverm_g9981.t1, vverm_g16870.t1, vverm_g989.t1	dicty_g7204.t1
OG0000886	vverm_g12669.t1	dicty_g10635.t1, dicty_g4774.t1
OG0000887	vverm_g13856.t1, vverm_g72.t1	dicty_g125.t1, dicty_g439.t1
OG0000888	vverm_g9373.t1	dicty_g3544.t1
OG0000889	vverm_g9598.t1	dicty_g4653.t1
OG0000889	vverm_g1801.t1	dicty_g4936.t1
OG0000890	vverm_g3164.t1, vverm_g3164.t2, vverm_g3166.t1	dicty_g8099.t1
OG0000891	vverm_g7429.t1	dicty_g3350.t1
OG0000891	vverm_g12890.t1	dicty_g6548.t1
