Orthogroup	bc2002_braker	dicty_braker
OG0000539	bc2002_g3216.t1, bc2002_g17648.t1	dicty_g3556.t1
OG0000540	bc2002_g16766.t2, bc2002_g16766.t1	dicty_g9487.t2, dicty_g9487.t1
OG0000540	bc2002_g7023.t1	dicty_g5285.t1
OG0000541	bc2002_g16286.t1, bc2002_g13882.t1	dicty_g10270.t1, dicty_g1254.t1
OG0000543	bc2002_g14451.t1	dicty_g9721.t1
OG0000545	bc2002_g11295.t1, bc2002_g15474.t1	dicty_g10419.t1, dicty_g10287.t1
OG0000546	bc2002_g10167.t1	dicty_g1036.t1
OG0000547	bc2002_g15299.t1, bc2002_g1935.t1	dicty_g7650.t1, dicty_g7649.t3, dicty_g7649.t1, dicty_g7651.t1
OG0000548	bc2002_g18817.t3, bc2002_g18817.t1, bc2002_g18817.t2	dicty_g7510.t1
OG0000549	bc2002_g12688.t1	dicty_g11285.t2, dicty_g11285.t3, dicty_g11285.t1, dicty_g1255.t1, dicty_g5441.t1, dicty_g5442.t1, dicty_g9594.t1
OG0000551	bc2002_g9767.t1	dicty_g9664.t1
OG0000552	bc2002_g3800.t1, bc2002_g3800.t2, bc2002_g17818.t1, bc2002_g17818.t2	dicty_g7253.t1
OG0000553	bc2002_g6873.t2, bc2002_g6873.t1	dicty_g5897.t1
OG0000554	bc2002_g3913.t1, bc2002_g3913.t2	dicty_g4449.t1, dicty_g1198.t1, dicty_g10374.t1
OG0000560	bc2002_g15000.t1, bc2002_g4117.t1, bc2002_g4118.t1, bc2002_g15001.t2, bc2002_g15001.t1	dicty_g1796.t1, dicty_g8961.t1, dicty_g8962.t1
OG0000566	bc2002_g18331.t1, bc2002_g18323.t1, bc2002_g18362.t1	dicty_g9252.t1, dicty_g11434.t1
OG0000592	bc2002_g5547.t1, bc2002_g4870.t1	dicty_g7147.t1, dicty_g6179.t1
OG0000593	bc2002_g10535.t1	dicty_g3264.t1, dicty_g10565.t1
OG0000594	bc2002_g15703.t1	dicty_g662.t1
OG0000594	bc2002_g9511.t1	dicty_g6552.t1
OG0000595	bc2002_g15978.t1	dicty_g6950.t1
OG0000595	bc2002_g19183.t1	dicty_g9854.t1
OG0000596	bc2002_g84.t2, bc2002_g84.t1, bc2002_g84.t3	dicty_g7292.t1, dicty_g7292.t2
OG0000599	bc2002_g18651.t1	dicty_g9671.t1
OG0000600	bc2002_g4566.t1, bc2002_g8367.t2, bc2002_g8367.t1	dicty_g10473.t1
OG0000602	bc2002_g12194.t1	dicty_g10190.t1
OG0000602	bc2002_g15423.t2, bc2002_g15423.t1	dicty_g9931.t1
OG0000604	bc2002_g17651.t2, bc2002_g17651.t1	dicty_g11016.t1, dicty_g7842.t1
OG0000606	bc2002_g14297.t3, bc2002_g14297.t1, bc2002_g14297.t2	dicty_g5238.t1
OG0000608	bc2002_g11397.t1, bc2002_g11214.t1, bc2002_g16064.t1	dicty_g1870.t1
OG0000611	bc2002_g15706.t1	dicty_g8018.t1
OG0000612	bc2002_g14632.t1, bc2002_g17676.t1	dicty_g8925.t1
OG0000613	bc2002_g14607.t1, bc2002_g14596.t1	dicty_g8264.t1, dicty_g10843.t1
OG0000614	bc2002_g19293.t1	dicty_g10008.t1, dicty_g10006.t1, dicty_g10007.t1
OG0000615	bc2002_g16997.t1	dicty_g2869.t1, dicty_g2607.t1
OG0000616	bc2002_g6446.t1	dicty_g6049.t1
OG0000617	bc2002_g3222.t2, bc2002_g3222.t1, bc2002_g17604.t1	dicty_g10320.t1, dicty_g10320.t2, dicty_g4577.t1
OG0000618	bc2002_g19810.t2	dicty_g2862.t1, dicty_g2614.t1
OG0000618	bc2002_g19810.t1	dicty_g9746.t1
OG0000619	bc2002_g18464.t1, bc2002_g13501.t1	dicty_g1228.t1
OG0000620	bc2002_g17699.t1	dicty_g6297.t1
OG0000622	bc2002_g12572.t1, bc2002_g12571.t1, bc2002_g12571.t2	dicty_g6652.t1
OG0000623	bc2002_g19261.t1, bc2002_g19261.t2	dicty_g7218.t2, dicty_g7218.t1, dicty_g5611.t1
OG0000625	bc2002_g7735.t1	dicty_g3360.t1, dicty_g11279.t1
OG0000626	bc2002_g11223.t1, bc2002_g4007.t1	dicty_g6798.t1
OG0000627	bc2002_g7257.t1	dicty_g2298.t1, dicty_g7002.t1
OG0000627	bc2002_g11252.t1	dicty_g7478.t1
OG0000629	bc2002_g1902.t5, bc2002_g1902.t4, bc2002_g1902.t2, bc2002_g1902.t3, bc2002_g1902.t1	dicty_g4199.t1
OG0000631	bc2002_g11921.t1	dicty_g4270.t2, dicty_g4270.t1
OG0000631	bc2002_g5750.t1	dicty_g3719.t1
OG0000632	bc2002_g10533.t1, bc2002_g10533.t2	dicty_g4741.t1
OG0000633	bc2002_g18597.t2, bc2002_g18597.t1	dicty_g10604.t1
OG0000635	bc2002_g17597.t1, bc2002_g17614.t1, bc2002_g4879.t1	dicty_g997.t1
OG0000637	bc2002_g13171.t1, bc2002_g13914.t1, bc2002_g13914.t2	dicty_g4332.t1
OG0000638	bc2002_g13411.t1, bc2002_g8614.t1, bc2002_g709.t1	dicty_g476.t1, dicty_g476.t2
OG0000639	bc2002_g3387.t1	dicty_g10806.t1
OG0000640	bc2002_g9130.t1	dicty_g731.t2, dicty_g731.t1
OG0000641	bc2002_g5866.t1	dicty_g2027.t1, dicty_g3992.t1, dicty_g8191.t1
OG0000642	bc2002_g1633.t2, bc2002_g1633.t1	dicty_g1668.t1
OG0000643	bc2002_g11852.t1	dicty_g11304.t1
OG0000644	bc2002_g14259.t2, bc2002_g14259.t1	dicty_g11194.t1, dicty_g5601.t1, dicty_g5601.t2
OG0000645	bc2002_g14142.t1, bc2002_g10894.t1, bc2002_g10894.t2	dicty_g5302.t1
OG0000646	bc2002_g13406.t2, bc2002_g3850.t2, bc2002_g3850.t1	dicty_g7536.t1, dicty_g7137.t1
OG0000647	bc2002_g17821.t1	dicty_g6110.t1
OG0000649	bc2002_g12442.t2, bc2002_g12442.t1	dicty_g10028.t1
OG0000650	bc2002_g14034.t1, bc2002_g14034.t2	dicty_g1330.t1
OG0000651	bc2002_g14736.t1, bc2002_g530.t1	dicty_g3021.t1
OG0000652	bc2002_g13326.t1	dicty_g715.t1
OG0000652	bc2002_g762.t2, bc2002_g762.t1	dicty_g3869.t1
OG0000653	bc2002_g14734.t1, bc2002_g11381.t1, bc2002_g8607.t1	dicty_g8730.t1
OG0000654	bc2002_g16905.t1, bc2002_g3876.t3, bc2002_g3876.t2, bc2002_g3876.t1	dicty_g6886.t1
OG0000655	bc2002_g1525.t1, bc2002_g12023.t1, bc2002_g5263.t1, bc2002_g7865.t1	dicty_g10667.t1
OG0000656	bc2002_g7496.t1, bc2002_g7496.t2	dicty_g7659.t1, dicty_g6211.t1
OG0000657	bc2002_g16345.t1, bc2002_g11848.t1, bc2002_g13894.t1	dicty_g7072.t1
OG0000658	bc2002_g11944.t2, bc2002_g11944.t1, bc2002_g204.t1	dicty_g5344.t1
OG0000659	bc2002_g8139.t2, bc2002_g8139.t1	dicty_g1260.t1
OG0000660	bc2002_g14519.t1, bc2002_g5330.t1	dicty_g11284.t1
OG0000661	bc2002_g2640.t3, bc2002_g2640.t2, bc2002_g2640.t1	dicty_g5743.t1
OG0000674	bc2002_g8545.t1, bc2002_g13850.t2, bc2002_g13850.t1, bc2002_g9879.t1, bc2002_g6443.t1	dicty_g9275.t1, dicty_g7048.t1
OG0000684	bc2002_g791.t1	dicty_g276.t1, dicty_g10397.t1, dicty_g3146.t1, dicty_g11256.t1, dicty_g3040.t2, dicty_g3040.t1
OG0000685	bc2002_g19101.t1, bc2002_g11055.t1	dicty_g8119.t1, dicty_g9419.t1, dicty_g4003.t1
OG0000714	bc2002_g2310.t1	dicty_g7100.t1
OG0000716	bc2002_g10794.t1	dicty_g3833.t2, dicty_g3833.t1
OG0000717	bc2002_g11065.t1, bc2002_g14312.t1, bc2002_g7139.t1	dicty_g2188.t1
OG0000718	bc2002_g9551.t1	dicty_g3796.t1
OG0000719	bc2002_g16885.t1	dicty_g10135.t1, dicty_g10135.t2
OG0000720	bc2002_g7878.t1	dicty_g540.t1, dicty_g10716.t1, dicty_g10716.t2, dicty_g9398.t1, dicty_g10064.t1, dicty_g10312.t1, dicty_g6550.t1
OG0000721	bc2002_g3710.t1	dicty_g6594.t1
OG0000722	bc2002_g16407.t2, bc2002_g16407.t1, bc2002_g13462.t1	dicty_g2314.t1
OG0000723	bc2002_g14256.t1	dicty_g10999.t2, dicty_g10999.t3, dicty_g10999.t1
OG0000724	bc2002_g13731.t1	dicty_g2012.t1
OG0000724	bc2002_g9472.t2, bc2002_g9472.t1	dicty_g3277.t1
OG0000725	bc2002_g18685.t1	dicty_g9427.t1
OG0000726	bc2002_g17531.t1	dicty_g6716.t1, dicty_g6716.t2
OG0000726	bc2002_g11442.t1	dicty_g2898.t1, dicty_g2578.t1
OG0000727	bc2002_g14764.t1	dicty_g6503.t1
OG0000728	bc2002_g9243.t2, bc2002_g9243.t1, bc2002_g7024.t3, bc2002_g7024.t2	dicty_g5625.t1
OG0000729	bc2002_g8871.t1	dicty_g7205.t1
OG0000730	bc2002_g12245.t1	dicty_g763.t2, dicty_g763.t1
OG0000731	bc2002_g11474.t2, bc2002_g11474.t1	dicty_g4782.t1
OG0000732	bc2002_g13343.t1, bc2002_g13343.t2	dicty_g1107.t1
OG0000734	bc2002_g7835.t1, bc2002_g3300.t1	dicty_g9869.t1
OG0000735	bc2002_g17652.t1, bc2002_g17652.t2	dicty_g11445.t1
OG0000738	bc2002_g7815.t1	dicty_g2417.t2, dicty_g2417.t1
OG0000739	bc2002_g7030.t1	dicty_g4525.t1
OG0000739	bc2002_g6654.t1	dicty_g9326.t1
OG0000740	bc2002_g5810.t1, bc2002_g6805.t1	dicty_g5738.t1
OG0000741	bc2002_g2036.t1	dicty_g3043.t1
OG0000742	bc2002_g6544.t1	dicty_g10980.t2, dicty_g10980.t1
OG0000743	bc2002_g4251.t1	dicty_g4816.t1
OG0000743	bc2002_g13868.t1	dicty_g7628.t1
OG0000744	bc2002_g8215.t1, bc2002_g15257.t1, bc2002_g15257.t2, bc2002_g8216.t1	dicty_g3803.t1
OG0000745	bc2002_g16466.t2, bc2002_g16466.t1	dicty_g5342.t1
OG0000747	bc2002_g9401.t1	dicty_g8145.t1
OG0000748	bc2002_g16465.t1	dicty_g8281.t1
OG0000749	bc2002_g332.t1	dicty_g6870.t1, dicty_g5277.t1, dicty_g5278.t1, dicty_g1578.t1, dicty_g1577.t1
OG0000751	bc2002_g20075.t1	dicty_g3354.t1, dicty_g3354.t2, dicty_g585.t1, dicty_g7196.t1
OG0000753	bc2002_g3073.t1	dicty_g3850.t1, dicty_g3849.t1
OG0000754	bc2002_g6694.t1	dicty_g9036.t1
OG0000754	bc2002_g1176.t1	dicty_g3161.t1
OG0000755	bc2002_g1115.t1	dicty_g11103.t1, dicty_g6313.t2, dicty_g6313.t1
OG0000756	bc2002_g20029.t1	dicty_g6128.t1
OG0000756	bc2002_g12083.t1	dicty_g7389.t1
OG0000757	bc2002_g2188.t1	dicty_g11247.t1
OG0000758	bc2002_g7383.t1	dicty_g5227.t1
OG0000761	bc2002_g2889.t1	dicty_g7698.t1
OG0000762	bc2002_g9267.t1, bc2002_g9132.t1	dicty_g4683.t1
OG0000765	bc2002_g6734.t1	dicty_g9190.t1
OG0000766	bc2002_g11896.t1	dicty_g11478.t2, dicty_g11478.t1, dicty_g5781.t1
OG0000767	bc2002_g11922.t1, bc2002_g11922.t2	dicty_g1677.t1, dicty_g1163.t1, dicty_g6231.t1
OG0000768	bc2002_g15829.t1	dicty_g8832.t1, dicty_g6298.t1
OG0000769	bc2002_g8819.t2, bc2002_g8819.t1	dicty_g1934.t1, dicty_g3735.t1, dicty_g3736.t1, dicty_g10034.t1
OG0000770	bc2002_g2190.t2, bc2002_g2190.t1	dicty_g7647.t1, dicty_g7647.t2
OG0000772	bc2002_g18935.t1	dicty_g8968.t1
OG0000772	bc2002_g13186.t1	dicty_g4866.t1
OG0000773	bc2002_g10320.t1, bc2002_g12627.t1	dicty_g4850.t1, dicty_g6871.t1
OG0000774	bc2002_g7352.t1	dicty_g2168.t1
OG0000775	bc2002_g4701.t2, bc2002_g4701.t1	dicty_g486.t1, dicty_g485.t1, dicty_g7580.t1, dicty_g11437.t1
OG0000777	bc2002_g18969.t1	dicty_g9675.t1, dicty_g9677.t1
OG0000778	bc2002_g11258.t3, bc2002_g11258.t1, bc2002_g11258.t2	dicty_g4892.t1
OG0000779	bc2002_g3867.t1	dicty_g3108.t1
OG0000779	bc2002_g6545.t1	dicty_g10395.t1, dicty_g3889.t1
OG0000780	bc2002_g14263.t1, bc2002_g14262.t1	dicty_g1366.t1
OG0000781	bc2002_g5397.t1	dicty_g6814.t1
OG0000782	bc2002_g6807.t1, bc2002_g5282.t1	dicty_g2985.t1, dicty_g2491.t1
OG0000783	bc2002_g7035.t1, bc2002_g7090.t1	dicty_g9557.t1, dicty_g4153.t1, dicty_g4744.t1
OG0000784	bc2002_g18216.t1	dicty_g4575.t1
OG0000785	bc2002_g5303.t1, bc2002_g18824.t1, bc2002_g18824.t2	dicty_g10261.t1
OG0000786	bc2002_g8822.t1, bc2002_g8822.t2	dicty_g7194.t1
OG0000786	bc2002_g15969.t1	dicty_g7172.t1
OG0000788	bc2002_g10618.t1, bc2002_g10618.t2	dicty_g3786.t1
OG0000789	bc2002_g4573.t2, bc2002_g4573.t1	dicty_g2248.t1
OG0000789	bc2002_g10379.t1	dicty_g7291.t1
OG0000790	bc2002_g4633.t1	dicty_g1994.t1
OG0000790	bc2002_g6651.t1	dicty_g5698.t1
OG0000792	bc2002_g13310.t1	dicty_g9240.t1
OG0000792	bc2002_g19859.t1	dicty_g4876.t1
OG0000793	bc2002_g14460.t1	dicty_g6483.t1
OG0000794	bc2002_g19805.t1	dicty_g9375.t1
OG0000794	bc2002_g11594.t1, bc2002_g11594.t2	dicty_g10329.t1
OG0000795	bc2002_g13816.t1, bc2002_g9891.t1	dicty_g9650.t1, dicty_g8494.t2, dicty_g8494.t1
OG0000796	bc2002_g13325.t3	dicty_g1439.t1, dicty_g2140.t1, dicty_g2100.t1, dicty_g2100.t2, dicty_g1271.t1, dicty_g3093.t1
OG0000797	bc2002_g3297.t1	dicty_g4351.t1
OG0000798	bc2002_g20023.t2, bc2002_g20023.t1	dicty_g1760.t1
OG0000799	bc2002_g16043.t1, bc2002_g16043.t2	dicty_g4982.t1, dicty_g10208.t1
OG0000800	bc2002_g12242.t1, bc2002_g429.t1	dicty_g10013.t1
OG0000802	bc2002_g6879.t1, bc2002_g742.t1, bc2002_g742.t2	dicty_g10891.t1, dicty_g10891.t2
OG0000804	bc2002_g17508.t1	dicty_g9977.t1, dicty_g4726.t1
OG0000805	bc2002_g19192.t2, bc2002_g19192.t1	dicty_g10556.t1
OG0000806	bc2002_g8432.t2, bc2002_g8432.t1	dicty_g1014.t1
OG0000807	bc2002_g14617.t2, bc2002_g14617.t1, bc2002_g2965.t1	dicty_g1862.t1
OG0000808	bc2002_g10578.t3, bc2002_g10578.t2, bc2002_g10578.t1	dicty_g663.t1, dicty_g663.t2
OG0000809	bc2002_g15197.t1, bc2002_g15165.t1	dicty_g7323.t2, dicty_g7323.t1
OG0000810	bc2002_g18402.t1	dicty_g11480.t1
OG0000811	bc2002_g6298.t1, bc2002_g6298.t2	dicty_g4048.t2
OG0000811	bc2002_g11849.t1	dicty_g4048.t1
OG0000812	bc2002_g1259.t1	dicty_g266.t1
OG0000812	bc2002_g3232.t1	dicty_g3034.t1
OG0000813	bc2002_g4275.t1, bc2002_g4247.t2, bc2002_g4275.t2, bc2002_g4247.t1	dicty_g7037.t1
OG0000814	bc2002_g9559.t1, bc2002_g9444.t1, bc2002_g9542.t1	dicty_g11258.t1
OG0000815	bc2002_g11030.t1, bc2002_g18626.t1	dicty_g9433.t1
OG0000816	bc2002_g10288.t1	dicty_g9657.t1, dicty_g9656.t1, dicty_g6302.t2, dicty_g6302.t1
OG0000817	bc2002_g11885.t1, bc2002_g11885.t2	dicty_g2767.t1, dicty_g2711.t1, dicty_g2711.t2, dicty_g2767.t2
OG0000818	bc2002_g9815.t1, bc2002_g19341.t1	dicty_g5002.t1
OG0000819	bc2002_g17520.t2	dicty_g6589.t1
OG0000819	bc2002_g17520.t1	dicty_g9029.t1
OG0000820	bc2002_g12525.t1, bc2002_g12160.t1	dicty_g4334.t1, dicty_g4334.t2, dicty_g11463.t1
OG0000821	bc2002_g15547.t2, bc2002_g15547.t1	dicty_g2588.t1, dicty_g2888.t1, dicty_g9266.t1
OG0000822	bc2002_g15467.t1, bc2002_g17389.t2, bc2002_g17389.t1	dicty_g6363.t1
OG0000823	bc2002_g19266.t1, bc2002_g19266.t2	dicty_g9696.t1
OG0000829	bc2002_g7959.t1, bc2002_g14638.t1, bc2002_g11282.t1, bc2002_g11285.t1	dicty_g1202.t1
OG0000847	bc2002_g8419.t2, bc2002_g8419.t1	dicty_g985.t1
OG0000880	bc2002_g57.t1, bc2002_g6718.t1	dicty_g5159.t1
OG0000881	bc2002_g17839.t1	dicty_g3649.t1
OG0000882	bc2002_g12423.t1	dicty_g5778.t1
OG0000882	bc2002_g12423.t2	dicty_g10638.t1
OG0000883	bc2002_g7824.t1, bc2002_g7824.t2	dicty_g10339.t1
OG0000885	bc2002_g126.t1	dicty_g7204.t1
OG0000886	bc2002_g10882.t1, bc2002_g10915.t1, bc2002_g10923.t1	dicty_g10635.t1, dicty_g4774.t1
OG0000887	bc2002_g2989.t1, bc2002_g3539.t1	dicty_g125.t1, dicty_g439.t1
OG0000888	bc2002_g9450.t1	dicty_g3544.t1
OG0000889	bc2002_g18926.t1	dicty_g4653.t1
OG0000889	bc2002_g12531.t1, bc2002_g12531.t2	dicty_g4936.t1
OG0000890	bc2002_g13801.t1, bc2002_g13801.t2	dicty_g8099.t1
OG0000891	bc2002_g4697.t2, bc2002_g4697.t1	dicty_g6548.t1
OG0000892	bc2002_g7253.t1, bc2002_g7236.t1	dicty_g8106.t2, dicty_g8106.t1
OG0000893	bc2002_g787.t1	dicty_g3578.t1
OG0000893	bc2002_g8566.t1	dicty_g134.t1
OG0000895	bc2002_g17285.t1	dicty_g806.t1, dicty_g9636.t1
OG0000896	bc2002_g8450.t1	dicty_g6178.t1
OG0000897	bc2002_g8516.t1	dicty_g5044.t1
OG0000897	bc2002_g8149.t1	dicty_g10972.t1
OG0000898	bc2002_g15043.t1, bc2002_g7956.t1	dicty_g511.t1
OG0000899	bc2002_g14754.t1	dicty_g8564.t1, dicty_g9502.t1, dicty_g1040.t1
OG0000901	bc2002_g2431.t1, bc2002_g2431.t2	dicty_g9617.t1
OG0000903	bc2002_g12840.t1	dicty_g4408.t1
OG0000904	bc2002_g17253.t2, bc2002_g17253.t1	dicty_g8228.t1
OG0000906	bc2002_g251.t2, bc2002_g251.t1, bc2002_g251.t3	dicty_g10766.t1
OG0000908	bc2002_g7291.t1	dicty_g6035.t1
OG0000909	bc2002_g9469.t1, bc2002_g18221.t1	dicty_g1908.t1
OG0000910	bc2002_g2291.t1, bc2002_g7269.t1	dicty_g1121.t1
OG0000911	bc2002_g6350.t1, bc2002_g3541.t1	dicty_g4210.t1, dicty_g4953.t1
OG0000913	bc2002_g4634.t1	dicty_g6060.t2, dicty_g6060.t1
OG0000914	bc2002_g13400.t1, bc2002_g13400.t2	dicty_g10795.t1
OG0000915	bc2002_g10787.t1, bc2002_g14990.t1	dicty_g6436.t1
OG0000916	bc2002_g11150.t1, bc2002_g11150.t2, bc2002_g11161.t1	dicty_g1170.t1
OG0000917	bc2002_g19495.t1, bc2002_g19477.t1	dicty_g8003.t1, dicty_g8004.t1
OG0000918	bc2002_g7137.t1, bc2002_g6464.t1, bc2002_g6464.t2	dicty_g6683.t1
OG0000920	bc2002_g1087.t2, bc2002_g1087.t1	dicty_g6635.t1
OG0000922	bc2002_g7762.t1	dicty_g5036.t1
OG0000924	bc2002_g15762.t2, bc2002_g15762.t1	dicty_g8760.t1
OG0000925	bc2002_g3301.t1	dicty_g3700.t1
OG0000925	bc2002_g14377.t1	dicty_g6746.t1
OG0000926	bc2002_g15659.t1	dicty_g8169.t1, dicty_g8563.t1, dicty_g1721.t1
OG0000928	bc2002_g10766.t1, bc2002_g10768.t1	dicty_g7937.t1
OG0000929	bc2002_g6386.t2, bc2002_g6386.t3, bc2002_g6386.t1	dicty_g2308.t1
OG0000930	bc2002_g8457.t1	dicty_g8435.t1
OG0000931	bc2002_g3327.t1	dicty_g5959.t1
OG0000932	bc2002_g15997.t1, bc2002_g15997.t2	dicty_g109.t2, dicty_g109.t1, dicty_g109.t3
OG0000933	bc2002_g3224.t1	dicty_g3502.t1
OG0000933	bc2002_g13496.t1	dicty_g3348.t1
OG0000934	bc2002_g12910.t1, bc2002_g12910.t2	dicty_g2442.t1
OG0000935	bc2002_g2897.t1	dicty_g5667.t1
OG0000936	bc2002_g14264.t1	dicty_g3165.t1
OG0000937	bc2002_g15018.t1	dicty_g10184.t1
OG0000938	bc2002_g730.t2, bc2002_g730.t1	dicty_g9234.t1
OG0000940	bc2002_g19451.t3, bc2002_g19451.t2, bc2002_g19451.t1	dicty_g6111.t1
OG0000941	bc2002_g4366.t1	dicty_g7711.t1, dicty_g3314.t1
OG0000942	bc2002_g11386.t1, bc2002_g10821.t1	dicty_g5560.t1
OG0000943	bc2002_g3460.t1, bc2002_g11024.t1	dicty_g7067.t1
OG0000944	bc2002_g7817.t1	dicty_g7577.t2, dicty_g7577.t1
OG0000945	bc2002_g18356.t1, bc2002_g18356.t2, bc2002_g6729.t1	dicty_g9983.t1
OG0000946	bc2002_g884.t2	dicty_g3852.t1, dicty_g742.t1
OG0000947	bc2002_g19303.t1, bc2002_g19302.t1	dicty_g8602.t1
OG0000948	bc2002_g13888.t1, bc2002_g4640.t1	dicty_g10633.t1, dicty_g2468.t1
OG0000949	bc2002_g3408.t1, bc2002_g3408.t2	dicty_g2632.t1, dicty_g2632.t2, dicty_g2845.t2, dicty_g2845.t1
OG0000950	bc2002_g11417.t1, bc2002_g11416.t1	dicty_g2377.t1
OG0000951	bc2002_g16042.t1	dicty_g2025.t1
OG0000953	bc2002_g19501.t1, bc2002_g16537.t2, bc2002_g16537.t1	dicty_g4486.t3
OG0000954	bc2002_g13318.t1, bc2002_g13318.t2	dicty_g905.t1
OG0000955	bc2002_g18896.t1	dicty_g10447.t1, dicty_g3893.t1
OG0000956	bc2002_g16280.t3, bc2002_g16280.t2, bc2002_g16280.t1	dicty_g6159.t1
OG0000957	bc2002_g19364.t2, bc2002_g19364.t1	dicty_g324.t1, dicty_g6932.t1, dicty_g5261.t1
OG0000958	bc2002_g16480.t1	dicty_g4937.t1
OG0000959	bc2002_g6717.t1, bc2002_g6715.t1	dicty_g5385.t1
OG0000960	bc2002_g6737.t1	dicty_g613.t1
OG0000961	bc2002_g12520.t1	dicty_g6757.t1, dicty_g6781.t1, dicty_g1522.t1
OG0000962	bc2002_g410.t1, bc2002_g11415.t2, bc2002_g11415.t1	dicty_g1392.t1
OG0000963	bc2002_g17704.t1	dicty_g8206.t1
OG0000964	bc2002_g7297.t1	dicty_g10390.t1, dicty_g10381.t1, dicty_g10342.t1
OG0000965	bc2002_g18898.t1	dicty_g6292.t1
OG0000966	bc2002_g10382.t1	dicty_g8565.t1
OG0000969	bc2002_g19281.t2, bc2002_g19281.t1	dicty_g10179.t1, dicty_g1999.t1, dicty_g2001.t1, dicty_g2000.t1
OG0000972	bc2002_g9384.t1	dicty_g8328.t1
OG0000973	bc2002_g14551.t1, bc2002_g14300.t3	dicty_g4050.t1
OG0000974	bc2002_g468.t1, bc2002_g2113.t1	dicty_g94.t1, dicty_g1634.t1
OG0000975	bc2002_g3955.t1	dicty_g6771.t1, dicty_g1540.t1
OG0000976	bc2002_g329.t1, bc2002_g99.t1, bc2002_g108.t1	dicty_g7587.t1
OG0000977	bc2002_g12629.t3, bc2002_g12629.t2, bc2002_g12629.t1	dicty_g4171.t3, dicty_g4171.t1
OG0000978	bc2002_g2045.t1	dicty_g4080.t1, dicty_g3965.t2, dicty_g3965.t1
OG0000979	bc2002_g1678.t1	dicty_g9439.t1, dicty_g8066.t1
OG0000980	bc2002_g2935.t1	dicty_g4639.t1, dicty_g4271.t1
OG0000981	bc2002_g7759.t1, bc2002_g13814.t1	dicty_g8384.t1
OG0000982	bc2002_g11409.t1	dicty_g9081.t1, dicty_g10288.t1
OG0000983	bc2002_g17188.t2, bc2002_g17188.t3, bc2002_g17188.t1	dicty_g111.t1
OG0000985	bc2002_g7417.t1	dicty_g3226.t1
OG0000986	bc2002_g9285.t1	dicty_g927.t1
OG0000987	bc2002_g6752.t1, bc2002_g7657.t1	dicty_g3761.t1
OG0000988	bc2002_g6877.t1	dicty_g3663.t1
OG0000989	bc2002_g12177.t1	dicty_g7764.t1
OG0000990	bc2002_g5822.t1, bc2002_g10748.t1	dicty_g2265.t1, dicty_g2264.t1, dicty_g2264.t2
OG0000991	bc2002_g1397.t1, bc2002_g1397.t2	dicty_g7599.t1
OG0000992	bc2002_g11166.t1	dicty_g2470.t1, dicty_g5873.t1, dicty_g3058.t1
OG0000993	bc2002_g15827.t1	dicty_g7954.t1
OG0000994	bc2002_g5216.t3, bc2002_g5216.t1, bc2002_g5216.t2	dicty_g7138.t1
OG0000995	bc2002_g7048.t1	dicty_g10162.t1, dicty_g10162.t2
OG0000996	bc2002_g82.t1, bc2002_g82.t2	dicty_g8534.t1, dicty_g9711.t1
OG0000997	bc2002_g13811.t2, bc2002_g13811.t1	dicty_g2915.t1, dicty_g2561.t1
OG0000998	bc2002_g16423.t2, bc2002_g16423.t1	dicty_g3580.t1
OG0000999	bc2002_g2034.t1, bc2002_g9457.t2, bc2002_g9457.t1	dicty_g9070.t1, dicty_g7183.t1
OG0001000	bc2002_g13916.t1	dicty_g8713.t1, dicty_g9935.t1
OG0001001	bc2002_g7353.t1	dicty_g9889.t2, dicty_g9889.t1
OG0001003	bc2002_g4880.t1	dicty_g2154.t1, dicty_g2154.t2
OG0001004	bc2002_g17405.t1, bc2002_g17405.t2	dicty_g11168.t1
OG0001006	bc2002_g5411.t2, bc2002_g5411.t1	dicty_g2383.t1
OG0001007	bc2002_g11194.t1, bc2002_g11194.t2	dicty_g9586.t1
OG0001009	bc2002_g16148.t1	dicty_g8151.t1, dicty_g8151.t2
OG0001010	bc2002_g2427.t1	dicty_g10476.t1, dicty_g8644.t1, dicty_g3746.t2, dicty_g3746.t1
OG0001011	bc2002_g9019.t1, bc2002_g11590.t1, bc2002_g2976.t1	dicty_g10322.t1
OG0001013	bc2002_g13500.t2, bc2002_g13500.t1	dicty_g2522.t1, dicty_g2953.t1
OG0001014	bc2002_g15051.t1	dicty_g1563.t1
OG0001015	bc2002_g16749.t1	dicty_g9534.t1, dicty_g9532.t1, dicty_g9536.t1
OG0001016	bc2002_g7052.t1	dicty_g6122.t1, dicty_g6142.t1, dicty_g9933.t1, dicty_g152.t1
OG0001017	bc2002_g14546.t1, bc2002_g5674.t1	dicty_g6069.t1
OG0001018	bc2002_g1047.t1, bc2002_g1047.t2	dicty_g6872.t1
OG0001022	bc2002_g9821.t1, bc2002_g14474.t1	dicty_g8322.t1
OG0001029	bc2002_g18453.t2, bc2002_g18453.t1, bc2002_g4263.t1	dicty_g8508.t1
OG0001037	bc2002_g8247.t1, bc2002_g1944.t1	dicty_g552.t1, dicty_g4118.t1
OG0001040	bc2002_g18882.t3, bc2002_g18882.t1, bc2002_g18882.t2	dicty_g8751.t2, dicty_g8751.t1
OG0001048	bc2002_g20077.t2, bc2002_g20077.t1	dicty_g6788.t1
