Orthogroup	Species	vvermcdc19_braker	Orthologs
OG0000050	bc2001_braker	vverm_g6684.t1	bc2001_g13372.t1, bc2001_g13454.t1, bc2001_g18330.t1, bc2001_g16993.t1, bc2001_g15193.t1, bc2001_g16452.t1, bc2001_g6640.t1, bc2001_g10772.t1, bc2001_g16192.t1, bc2001_g12271.t1, bc2001_g567.t1, bc2001_g19494.t1, bc2001_g7593.t1, bc2001_g13691.t1, bc2001_g17999.t1, bc2001_g9239.t1, bc2001_g9239.t2, bc2001_g14527.t1, bc2001_g9467.t1, bc2001_g17424.t1, bc2001_g13177.t1, bc2001_g4827.t1
OG0000050	bc2002_braker	vverm_g6684.t1	bc2002_g8226.t1, bc2002_g1005.t1, bc2002_g15440.t1, bc2002_g6781.t1, bc2002_g16027.t1, bc2002_g7906.t1, bc2002_g18904.t1, bc2002_g3003.t1, bc2002_g8649.t1, bc2002_g9340.t1, bc2002_g8462.t1, bc2002_g12091.t1, bc2002_g16594.t1, bc2002_g1943.t1, bc2002_g14036.t1, bc2002_g5831.t1, bc2002_g18432.t1, bc2002_g19918.t1, bc2002_g8173.t1, bc2002_g61.t1, bc2002_g9128.t1, bc2002_g19573.t1, bc2002_g10776.t1
OG0000058	bc2001_braker	vverm_g8162.t1	bc2001_g13602.t2, bc2001_g13602.t1, bc2001_g11438.t1, bc2001_g10993.t1, bc2001_g5477.t1, bc2001_g3672.t1, bc2001_g14731.t1, bc2001_g9907.t1, bc2001_g16882.t1, bc2001_g2301.t1, bc2001_g10094.t2, bc2001_g17256.t1, bc2001_g10714.t1, bc2001_g16977.t1, bc2001_g825.t1, bc2001_g7483.t1, bc2001_g6621.t1, bc2001_g3506.t1, bc2001_g2443.t1, bc2001_g19594.t2, bc2001_g13320.t1, bc2001_g15996.t1
OG0000058	bc2002_braker	vverm_g8162.t1	bc2002_g9271.t1, bc2002_g12199.t1, bc2002_g12647.t1, bc2002_g9652.t1, bc2002_g11975.t1, bc2002_g6097.t1, bc2002_g698.t1, bc2002_g3272.t1, bc2002_g10616.t1, bc2002_g16943.t1, bc2002_g15025.t1, bc2002_g15025.t2, bc2002_g5252.t1, bc2002_g7890.t1, bc2002_g11297.t1, bc2002_g2148.t1, bc2002_g13918.t1, bc2002_g8214.t1, bc2002_g2048.t1, bc2002_g8666.t1, bc2002_g2294.t1, bc2002_g15383.t1, bc2002_g607.t1
OG0000062	dicty_braker	vverm_g2738.t1, vverm_g1421.t1, vverm_g4396.t1	dicty_g11149.t1
OG0000062	acastellanii_braker	vverm_g2738.t1, vverm_g1421.t1, vverm_g4396.t1	acastellanii_g5746.t1
OG0000062	bc2002_braker	vverm_g2738.t1, vverm_g1421.t1	bc2002_g12166.t1
OG0000062	bc2001_braker	vverm_g4396.t1	bc2001_g9812.t1, bc2001_g10226.t1, bc2001_g10975.t1, bc2001_g149.t1, bc2001_g4246.t1, bc2001_g15908.t1, bc2001_g12202.t1, bc2001_g12355.t1, bc2001_g18773.t2, bc2001_g9566.t1, bc2001_g2862.t1, bc2001_g18383.t1, bc2001_g79.t1, bc2001_g14385.t1, bc2001_g5228.t1, bc2001_g3687.t1, bc2001_g14332.t1, bc2001_g5480.t1, bc2001_g13912.t1
OG0000062	bc2002_braker	vverm_g4396.t1	bc2002_g16806.t1, bc2002_g5300.t1, bc2002_g8741.t1, bc2002_g2683.t1, bc2002_g12165.t1, bc2002_g5133.t1, bc2002_g17786.t1, bc2002_g9831.t1, bc2002_g11509.t1, bc2002_g16076.t1, bc2002_g8810.t1, bc2002_g6551.t1, bc2002_g3402.t1, bc2002_g5134.t1, bc2002_g10365.t1, bc2002_g17854.t1, bc2002_g5762.t1, bc2002_g7014.t1, bc2002_g14656.t1
OG0000067	dicty_braker	vverm_g14954.t1, vverm_g11932.t1, vverm_g772.t1, vverm_g4256.t1, vverm_g8088.t1, vverm_g14889.t1, vverm_g14888.t1, vverm_g847.t1, vverm_g6460.t1, vverm_g4253.t1, vverm_g5590.t1, vverm_g4427.t1, vverm_g4366.t1, vverm_g4367.t1, vverm_g10240.t1, vverm_g10026.t1, vverm_g1776.t1, vverm_g5006.t1, vverm_g12506.t1, vverm_g13142.t1	dicty_g1965.t1, dicty_g9925.t1, dicty_g3617.t1, dicty_g9401.t1, dicty_g9402.t1, dicty_g2276.t1, dicty_g8418.t1, dicty_g7862.t1, dicty_g8416.t1, dicty_g8419.t1, dicty_g8280.t1, dicty_g7372.t1, dicty_g7857.t1, dicty_g9422.t1
OG0000067	acastellanii_braker	vverm_g14954.t1, vverm_g11932.t1, vverm_g772.t1, vverm_g4256.t1, vverm_g8088.t1, vverm_g14889.t1, vverm_g14888.t1, vverm_g847.t1, vverm_g6460.t1, vverm_g4253.t1, vverm_g5590.t1, vverm_g4427.t1, vverm_g4366.t1, vverm_g4367.t1, vverm_g10240.t1, vverm_g10026.t1, vverm_g1776.t1	acastellanii_g390.t3, acastellanii_g390.t1, acastellanii_g390.t4, acastellanii_g390.t2, acastellanii_g2470.t1
OG0000067	acastellanii_braker	vverm_g5006.t1, vverm_g12506.t1, vverm_g13142.t1	acastellanii_g6723.t1, acastellanii_g10513.t1, acastellanii_g1033.t1
OG0000068	bc2002_braker	vverm_g13677.t1	bc2002_g3153.t1, bc2002_g4525.t1, bc2002_g10170.t1, bc2002_g14473.t2, bc2002_g1932.t1, bc2002_g5021.t1, bc2002_g16502.t1, bc2002_g11482.t1, bc2002_g11066.t1, bc2002_g14454.t1, bc2002_g2878.t1, bc2002_g6663.t2, bc2002_g6663.t1, bc2002_g10170.t2, bc2002_g16326.t1, bc2002_g8307.t1, bc2002_g9276.t1, bc2002_g183.t1, bc2002_g19247.t2, bc2002_g4526.t1, bc2002_g20099.t1, bc2002_g461.t1
OG0000068	bc2001_braker	vverm_g13677.t1	bc2001_g18889.t1, bc2001_g13607.t1, bc2001_g13738.t2, bc2001_g19484.t1, bc2001_g7290.t1, bc2001_g5547.t1, bc2001_g532.t1, bc2001_g2838.t1, bc2001_g12459.t1, bc2001_g14159.t1, bc2001_g13716.t1, bc2001_g12908.t1, bc2001_g19134.t1, bc2001_g13066.t1, bc2001_g8288.t1, bc2001_g7871.t1, bc2001_g17784.t2, bc2001_g18890.t1, bc2001_g17784.t1
OG0000070	bc2001_braker	vverm_g10059.t1	bc2001_g18037.t1, bc2001_g2567.t2, bc2001_g2567.t1, bc2001_g5839.t1, bc2001_g5839.t2, bc2001_g5772.t2, bc2001_g5772.t1, bc2001_g12912.t1, bc2001_g3314.t2, bc2001_g3314.t1, bc2001_g3887.t1, bc2001_g3890.t2, bc2001_g3890.t1, bc2001_g3322.t1, bc2001_g3322.t2, bc2001_g3086.t1, bc2001_g9332.t2, bc2001_g9332.t1, bc2001_g11734.t1, bc2001_g16248.t1, bc2001_g15274.t2
OG0000070	bc2002_braker	vverm_g10059.t1	bc2002_g15801.t1, bc2002_g14904.t2, bc2002_g14904.t1, bc2002_g1013.t1, bc2002_g1013.t2, bc2002_g949.t1, bc2002_g2875.t1, bc2002_g18037.t2, bc2002_g18037.t1, bc2002_g18066.t1, bc2002_g18069.t1, bc2002_g18026.t1, bc2002_g18026.t2, bc2002_g5942.t1, bc2002_g18530.t2, bc2002_g18530.t1, bc2002_g12349.t1, bc2002_g8518.t1, bc2002_g8326.t1, bc2002_g5862.t2
OG0000082	acastellanii_braker	vverm_g12729.t1, vverm_g12537.t1	acastellanii_g4310.t1
OG0000082	bc2001_braker	vverm_g12729.t1, vverm_g12537.t1	bc2001_g8406.t2, bc2001_g1436.t1, bc2001_g19293.t1, bc2001_g8406.t1, bc2001_g4769.t1, bc2001_g12907.t1, bc2001_g17819.t1, bc2001_g13589.t1, bc2001_g4645.t1, bc2001_g1435.t1, bc2001_g14153.t1, bc2001_g17785.t1, bc2001_g12269.t2, bc2001_g18707.t1, bc2001_g18039.t1, bc2001_g18039.t2, bc2001_g1143.t1, bc2001_g12269.t1
OG0000082	bc2002_braker	vverm_g12729.t1, vverm_g12537.t1	bc2002_g7244.t1, bc2002_g1226.t1, bc2002_g9378.t1, bc2002_g3801.t1, bc2002_g2879.t1, bc2002_g424.t1, bc2002_g9259.t1, bc2002_g1236.t1, bc2002_g7241.t1, bc2002_g18656.t1, bc2002_g18657.t1, bc2002_g18302.t1, bc2002_g460.t1, bc2002_g12093.t1, bc2002_g13662.t1, bc2002_g15799.t1, bc2002_g4179.t1, bc2002_g11061.t1
OG0000085	acastellanii_braker	vverm_g10349.t1	acastellanii_g2341.t1
OG0000085	acastellanii_braker	vverm_g16111.t1, vverm_g16107.t1, vverm_g1041.t1, vverm_g16110.t1, vverm_g8420.t1, vverm_g8419.t1, vverm_g9949.t1, vverm_g9640.t1, vverm_g9639.t2, vverm_g9639.t1, vverm_g9636.t1, vverm_g9636.t2, vverm_g9637.t1, vverm_g13453.t1, vverm_g13451.t1, vverm_g1569.t2, vverm_g1569.t1, vverm_g11047.t1, vverm_g13450.t1, vverm_g11402.t1, vverm_g1314.t1, vverm_g15629.t1, vverm_g16066.t1, vverm_g476.t1	acastellanii_g1238.t1, acastellanii_g2499.t1, acastellanii_g11086.t1
OG0000085	bc2001_braker	vverm_g16111.t1, vverm_g16107.t1, vverm_g1041.t1, vverm_g16110.t1, vverm_g8420.t1, vverm_g8419.t1, vverm_g9949.t1, vverm_g9640.t1, vverm_g9639.t2, vverm_g9639.t1, vverm_g9636.t1, vverm_g9636.t2, vverm_g9637.t1, vverm_g13453.t1, vverm_g13451.t1, vverm_g1569.t2, vverm_g1569.t1, vverm_g11047.t1, vverm_g13450.t1, vverm_g11402.t1, vverm_g1314.t1, vverm_g15629.t1, vverm_g16066.t1, vverm_g476.t1	bc2001_g11370.t1, bc2001_g18939.t1, bc2001_g18818.t2, bc2001_g18818.t1, bc2001_g12127.t1
OG0000085	bc2002_braker	vverm_g16111.t1, vverm_g16107.t1, vverm_g1041.t1, vverm_g16110.t1, vverm_g8420.t1, vverm_g8419.t1, vverm_g9949.t1, vverm_g9640.t1, vverm_g9639.t2, vverm_g9639.t1, vverm_g9636.t1, vverm_g9636.t2, vverm_g9637.t1, vverm_g13453.t1, vverm_g13451.t1, vverm_g1569.t2, vverm_g1569.t1, vverm_g11047.t1, vverm_g13450.t1, vverm_g11402.t1, vverm_g1314.t1, vverm_g15629.t1, vverm_g16066.t1, vverm_g476.t1	bc2002_g2515.t1, bc2002_g3860.t1, bc2002_g4561.t1, bc2002_g12239.t3
OG0000091	dicty_braker	vverm_g15865.t1	dicty_g1465.t2, dicty_g1465.t1
OG0000091	acastellanii_braker	vverm_g15865.t1	acastellanii_g4765.t1
OG0000091	bc2002_braker	vverm_g15865.t1	bc2002_g5925.t1
OG0000091	bc2001_braker	vverm_g15865.t1	bc2001_g3105.t1, bc2001_g3105.t2
OG0000091	dicty_braker	vverm_g8989.t1	dicty_g856.t1
OG0000091	acastellanii_braker	vverm_g8989.t1	acastellanii_g7496.t1
OG0000091	bc2002_braker	vverm_g8989.t1	bc2002_g2422.t1
OG0000091	bc2001_braker	vverm_g8989.t1	bc2001_g9107.t1
OG0000091	dicty_braker	vverm_g16310.t1	dicty_g7703.t1
OG0000091	bc2002_braker	vverm_g16310.t1	bc2002_g3879.t1
OG0000091	bc2001_braker	vverm_g16310.t1	bc2001_g9015.t1, bc2001_g9015.t2
OG0000091	dicty_braker	vverm_g9098.t3, vverm_g9098.t1	dicty_g8023.t1
OG0000091	acastellanii_braker	vverm_g9098.t3, vverm_g9098.t1	acastellanii_g1337.t1
OG0000091	bc2002_braker	vverm_g9098.t3, vverm_g9098.t1	bc2002_g12523.t1
OG0000091	bc2001_braker	vverm_g9098.t3, vverm_g9098.t1	bc2001_g11559.t2, bc2001_g11559.t1
OG0000091	dicty_braker	vverm_g2854.t1	dicty_g8022.t1
OG0000091	acastellanii_braker	vverm_g2854.t1	acastellanii_g7077.t1
OG0000091	bc2002_braker	vverm_g2854.t1	bc2002_g789.t1
OG0000091	bc2001_braker	vverm_g2854.t1	bc2001_g10508.t1
OG0000091	acastellanii_braker	vverm_g7378.t1	acastellanii_g9199.t1, acastellanii_g10866.t1
OG0000091	dicty_braker	vverm_g7378.t1	dicty_g10286.t1
OG0000091	bc2001_braker	vverm_g7378.t1	bc2001_g11452.t2, bc2001_g11452.t1
OG0000091	bc2002_braker	vverm_g7378.t1	bc2002_g12632.t2, bc2002_g12632.t1
OG0000092	dicty_braker	vverm_g1076.t1, vverm_g5346.t1, vverm_g9523.t2, vverm_g15902.t1, vverm_g9523.t1, vverm_g15903.t2, vverm_g15903.t1, vverm_g12847.t1, vverm_g2917.t1, vverm_g2962.t1, vverm_g2961.t1, vverm_g9713.t2, vverm_g9713.t1, vverm_g2684.t2, vverm_g2684.t1, vverm_g1682.t1, vverm_g8296.t1, vverm_g8297.t1, vverm_g5652.t1	dicty_g11339.t1
OG0000092	acastellanii_braker	vverm_g1076.t1, vverm_g5346.t1, vverm_g9523.t2, vverm_g15902.t1, vverm_g9523.t1, vverm_g15903.t2, vverm_g15903.t1, vverm_g12847.t1, vverm_g2917.t1, vverm_g2962.t1, vverm_g2961.t1, vverm_g9713.t2, vverm_g9713.t1, vverm_g2684.t2, vverm_g2684.t1, vverm_g1682.t1, vverm_g8296.t1, vverm_g8297.t1, vverm_g5652.t1	acastellanii_g6066.t1, acastellanii_g3484.t1, acastellanii_g5561.t1, acastellanii_g5564.t1, acastellanii_g5559.t1
OG0000092	bc2001_braker	vverm_g1076.t1	bc2001_g8482.t1, bc2001_g8482.t2
OG0000092	bc2002_braker	vverm_g1076.t1	bc2002_g9453.t1, bc2002_g9453.t2, bc2002_g9453.t3
OG0000092	bc2002_braker	vverm_g5346.t1, vverm_g9523.t2, vverm_g15902.t1, vverm_g9523.t1, vverm_g15903.t2, vverm_g15903.t1, vverm_g12847.t1, vverm_g2917.t1, vverm_g2962.t1, vverm_g2961.t1, vverm_g9713.t2, vverm_g9713.t1, vverm_g2684.t2, vverm_g2684.t1, vverm_g1682.t1, vverm_g8296.t1, vverm_g8297.t1, vverm_g5652.t1	bc2002_g10311.t2, bc2002_g11883.t1, bc2002_g20079.t1
OG0000092	bc2001_braker	vverm_g5346.t1, vverm_g9523.t2, vverm_g15902.t1, vverm_g9523.t1, vverm_g15903.t2, vverm_g15903.t1, vverm_g12847.t1, vverm_g2917.t1, vverm_g2962.t1, vverm_g2961.t1, vverm_g9713.t2, vverm_g9713.t1, vverm_g2684.t2, vverm_g2684.t1, vverm_g1682.t1, vverm_g8296.t1, vverm_g8297.t1, vverm_g5652.t1	bc2001_g6775.t1, bc2001_g6775.t2, bc2001_g9815.t1, bc2001_g5566.t1
OG0000093	acastellanii_braker	vverm_g1077.t1, vverm_g6780.t1	acastellanii_g6680.t1
OG0000093	bc2001_braker	vverm_g1077.t1, vverm_g6780.t1	bc2001_g11460.t1, bc2001_g16294.t1, bc2001_g3537.t1, bc2001_g18808.t1, bc2001_g14014.t2, bc2001_g14014.t1, bc2001_g7968.t1, bc2001_g17446.t1, bc2001_g1881.t1, bc2001_g13600.t2, bc2001_g11130.t1, bc2001_g9047.t1, bc2001_g4301.t1, bc2001_g19462.t1, bc2001_g1110.t1, bc2001_g16352.t1, bc2001_g5593.t1
OG0000093	bc2002_braker	vverm_g1077.t1, vverm_g6780.t1	bc2002_g12624.t1, bc2002_g12623.t1, bc2002_g8561.t1, bc2002_g7235.t1, bc2002_g4571.t1, bc2002_g10926.t1, bc2002_g83.t2, bc2002_g15553.t1, bc2002_g83.t1, bc2002_g7319.t1, bc2002_g9270.t1, bc2002_g8134.t1, bc2002_g3908.t1, bc2002_g1907.t1, bc2002_g16172.t1, bc2002_g4218.t1, bc2002_g20054.t1
OG0000099	dicty_braker	vverm_g8058.t1, vverm_g5879.t1, vverm_g14058.t1, vverm_g15256.t1, vverm_g5312.t1, vverm_g5312.t2	dicty_g1916.t1
OG0000099	bc2002_braker	vverm_g8058.t1	bc2002_g1618.t1
OG0000099	bc2001_braker	vverm_g8058.t1	bc2001_g502.t1
OG0000099	bc2001_braker	vverm_g5879.t1, vverm_g14058.t1, vverm_g15256.t1	bc2001_g1450.t1
OG0000099	bc2002_braker	vverm_g5879.t1, vverm_g14058.t1, vverm_g15256.t1	bc2002_g18645.t1
OG0000099	dicty_braker	vverm_g4829.t1, vverm_g1960.t1, vverm_g1960.t2	dicty_g6520.t1, dicty_g3445.t1
OG0000099	acastellanii_braker	vverm_g4829.t1, vverm_g1960.t1, vverm_g1960.t2	acastellanii_g5646.t1
OG0000099	bc2001_braker	vverm_g4829.t1, vverm_g1960.t1, vverm_g1960.t2	bc2001_g19159.t1
OG0000099	bc2002_braker	vverm_g4829.t1, vverm_g1960.t1, vverm_g1960.t2	bc2002_g6637.t1
OG0000099	acastellanii_braker	vverm_g11651.t1	acastellanii_g11277.t1, acastellanii_g3290.t1
OG0000099	dicty_braker	vverm_g11651.t1	dicty_g5514.t2, dicty_g5514.t1
OG0000099	dicty_braker	vverm_g13257.t1, vverm_g743.t1	dicty_g8026.t1
OG0000099	acastellanii_braker	vverm_g13257.t1, vverm_g743.t1	acastellanii_g3519.t1, acastellanii_g9224.t1, acastellanii_g3918.t1
OG0000099	bc2002_braker	vverm_g13257.t1, vverm_g743.t1	bc2002_g18823.t1
OG0000099	bc2001_braker	vverm_g13257.t1, vverm_g743.t1	bc2001_g6911.t2
OG0000107	acastellanii_braker	vverm_g5782.t1, vverm_g719.t2, vverm_g719.t1	acastellanii_g2122.t1
OG0000107	dicty_braker	vverm_g5782.t1, vverm_g719.t2, vverm_g719.t1	dicty_g4040.t1
OG0000107	bc2002_braker	vverm_g5782.t1, vverm_g719.t2, vverm_g719.t1	bc2002_g13366.t2, bc2002_g13366.t1
OG0000107	bc2001_braker	vverm_g5782.t1, vverm_g719.t2, vverm_g719.t1	bc2001_g13230.t2, bc2001_g13230.t1
OG0000107	dicty_braker	vverm_g10341.t1	dicty_g11216.t1
OG0000107	acastellanii_braker	vverm_g10341.t1	acastellanii_g6136.t1
OG0000107	bc2002_braker	vverm_g10341.t1	bc2002_g16765.t2, bc2002_g16765.t1
OG0000107	bc2001_braker	vverm_g10341.t1	bc2001_g10268.t3, bc2001_g10268.t1
OG0000107	dicty_braker	vverm_g5786.t1, vverm_g11396.t1, vverm_g9567.t1, vverm_g12148.t1	dicty_g2795.t1, dicty_g2682.t1, dicty_g1527.t1, dicty_g11377.t1, dicty_g11379.t1
OG0000107	acastellanii_braker	vverm_g5786.t1, vverm_g11396.t1, vverm_g9567.t1, vverm_g12148.t1	acastellanii_g1565.t1, acastellanii_g357.t1
OG0000107	bc2001_braker	vverm_g5786.t1	bc2001_g13247.t1
OG0000107	bc2002_braker	vverm_g5786.t1	bc2002_g13348.t1
OG0000107	bc2001_braker	vverm_g11396.t1, vverm_g9567.t1, vverm_g12148.t1	bc2001_g8434.t1, bc2001_g10017.t1
OG0000107	bc2002_braker	vverm_g11396.t1, vverm_g9567.t1, vverm_g12148.t1	bc2002_g9403.t1, bc2002_g11972.t1, bc2002_g17025.t1
OG0000108	dicty_braker	vverm_g278.t1	dicty_g10649.t1, dicty_g2006.t1
OG0000108	dicty_braker	vverm_g5031.t1	dicty_g5102.t1
OG0000108	dicty_braker	vverm_g4633.t1, vverm_g12081.t1, vverm_g16106.t1	dicty_g3481.t1, dicty_g4412.t2, dicty_g7594.t1, dicty_g1118.t1, dicty_g2547.t2, dicty_g2928.t1, dicty_g2547.t1, dicty_g2548.t1, dicty_g2927.t1, dicty_g2549.t1, dicty_g7422.t1, dicty_g6515.t1, dicty_g7152.t1, dicty_g1803.t1, dicty_g7150.t1, dicty_g7466.t1, dicty_g10967.t1, dicty_g10968.t1
OG0000117	acastellanii_braker	vverm_g4696.t2	acastellanii_g7990.t1
OG0000117	dicty_braker	vverm_g4696.t2	dicty_g10771.t1, dicty_g1828.t1, dicty_g3968.t1
OG0000117	dicty_braker	vverm_g14778.t1, vverm_g14778.t2	dicty_g8230.t1
OG0000117	acastellanii_braker	vverm_g14778.t1, vverm_g14778.t2	acastellanii_g14219.t1, acastellanii_g14219.t2
OG0000117	bc2001_braker	vverm_g14778.t1, vverm_g14778.t2	bc2001_g771.t1
OG0000117	bc2002_braker	vverm_g14778.t1, vverm_g14778.t2	bc2002_g8010.t1
OG0000117	acastellanii_braker	vverm_g4821.t1	acastellanii_g5065.t1, acastellanii_g5066.t1, acastellanii_g5069.t1, acastellanii_g5067.t1, acastellanii_g3181.t1, acastellanii_g13322.t1
OG0000117	dicty_braker	vverm_g4821.t1	dicty_g9556.t1, dicty_g2185.t1
OG0000123	dicty_braker	vverm_g12202.t1	dicty_g4060.t1
OG0000123	acastellanii_braker	vverm_g12202.t1	acastellanii_g9182.t1
OG0000123	bc2002_braker	vverm_g12202.t1	bc2002_g9466.t1
OG0000123	bc2001_braker	vverm_g12202.t1	bc2001_g8496.t1
OG0000123	dicty_braker	vverm_g16856.t1	dicty_g9411.t1
OG0000123	acastellanii_braker	vverm_g16856.t1	acastellanii_g11358.t1
OG0000123	bc2001_braker	vverm_g16856.t1	bc2001_g3189.t1
OG0000123	dicty_braker	vverm_g1771.t1, vverm_g7932.t1	dicty_g3073.t1
OG0000123	bc2002_braker	vverm_g1771.t1, vverm_g7932.t1	bc2002_g11670.t2, bc2002_g11670.t1
OG0000123	bc2001_braker	vverm_g1771.t1, vverm_g7932.t1	bc2001_g404.t3, bc2001_g404.t1, bc2001_g404.t2
OG0000123	dicty_braker	vverm_g5951.t1	dicty_g3610.t1
OG0000123	acastellanii_braker	vverm_g5951.t1	acastellanii_g13234.t1
OG0000123	bc2002_braker	vverm_g5951.t1	bc2002_g17924.t1
OG0000123	bc2001_braker	vverm_g5951.t1	bc2001_g15665.t1
OG0000123	dicty_braker	vverm_g8984.t1	dicty_g5676.t1
OG0000123	acastellanii_braker	vverm_g8984.t1	acastellanii_g953.t1
OG0000123	bc2002_braker	vverm_g8984.t1	bc2002_g10481.t1
OG0000123	bc2001_braker	vverm_g8984.t1	bc2001_g4432.t1
OG0000124	acastellanii_braker	vverm_g4924.t1	acastellanii_g11567.t1
OG0000124	bc2002_braker	vverm_g4924.t1	bc2002_g16477.t1
OG0000124	bc2001_braker	vverm_g4924.t1	bc2001_g17644.t1
OG0000124	acastellanii_braker	vverm_g2721.t1	acastellanii_g11844.t1, acastellanii_g11844.t2
OG0000124	dicty_braker	vverm_g2721.t1	dicty_g3990.t1, dicty_g8436.t1
OG0000124	bc2002_braker	vverm_g2721.t1	bc2002_g12603.t1
OG0000124	bc2001_braker	vverm_g2721.t1	bc2001_g11478.t1
OG0000124	acastellanii_braker	vverm_g6287.t1	acastellanii_g5449.t2, acastellanii_g5449.t1
OG0000124	dicty_braker	vverm_g6287.t1	dicty_g908.t1
OG0000124	bc2002_braker	vverm_g6287.t1	bc2002_g11811.t1
OG0000124	bc2001_braker	vverm_g6287.t1	bc2001_g3022.t1
OG0000125	bc2001_braker	vverm_g1812.t1, vverm_g15122.t1, vverm_g12340.t1, vverm_g11318.t1, vverm_g2082.t1, vverm_g2082.t2, vverm_g11770.t1, vverm_g11770.t3, vverm_g13104.t2	bc2001_g8920.t2, bc2001_g8920.t1
OG0000125	bc2002_braker	vverm_g1812.t1, vverm_g15122.t1, vverm_g12340.t1, vverm_g11318.t1, vverm_g2082.t1, vverm_g2082.t2, vverm_g11770.t1, vverm_g11770.t3, vverm_g13104.t2	bc2002_g9028.t2, bc2002_g9028.t1
OG0000125	acastellanii_braker	vverm_g1812.t1, vverm_g15122.t1, vverm_g12340.t1, vverm_g11318.t1, vverm_g2082.t1, vverm_g2082.t2, vverm_g11770.t1, vverm_g11770.t3, vverm_g13104.t2	acastellanii_g11868.t1
OG0000125	dicty_braker	vverm_g1812.t1, vverm_g15122.t1, vverm_g12340.t1, vverm_g11318.t1, vverm_g2082.t1, vverm_g2082.t2, vverm_g11770.t1, vverm_g11770.t3, vverm_g13104.t2	dicty_g10572.t1
OG0000125	dicty_braker	vverm_g5676.t1, vverm_g7439.t1, vverm_g5742.t2, vverm_g5742.t1, vverm_g13104.t1, vverm_g12812.t1, vverm_g5672.t1, vverm_g5672.t2, vverm_g7435.t1, vverm_g5675.t1, vverm_g7438.t1	dicty_g9927.t2, dicty_g9927.t1
OG0000125	bc2002_braker	vverm_g5676.t1, vverm_g7439.t1, vverm_g5742.t2, vverm_g5742.t1, vverm_g13104.t1, vverm_g12812.t1, vverm_g5672.t1, vverm_g5672.t2, vverm_g7435.t1, vverm_g5675.t1, vverm_g7438.t1	bc2002_g13103.t1
OG0000125	bc2001_braker	vverm_g5676.t1, vverm_g7439.t1, vverm_g5742.t2, vverm_g5742.t1, vverm_g13104.t1, vverm_g12812.t1, vverm_g5672.t1, vverm_g5672.t2, vverm_g7435.t1, vverm_g5675.t1, vverm_g7438.t1	bc2001_g6333.t1, bc2001_g6333.t2
OG0000126	dicty_braker	vverm_g3450.t1	dicty_g9315.t1
OG0000126	acastellanii_braker	vverm_g3450.t1	acastellanii_g4574.t1
OG0000126	dicty_braker	vverm_g6700.t1, vverm_g7198.t1, vverm_g7155.t1, vverm_g11110.t1, vverm_g7338.t1, vverm_g4322.t1	dicty_g5630.t1
OG0000126	acastellanii_braker	vverm_g6700.t1, vverm_g7198.t1, vverm_g7155.t1, vverm_g11110.t1, vverm_g7338.t1, vverm_g4322.t1	acastellanii_g3820.t1, acastellanii_g3778.t1
OG0000126	bc2002_braker	vverm_g6700.t1	bc2002_g9122.t1
OG0000126	bc2001_braker	vverm_g7198.t1, vverm_g7155.t1, vverm_g11110.t1, vverm_g7338.t1	bc2001_g16015.t1, bc2001_g4551.t2, bc2001_g4551.t1
OG0000126	bc2002_braker	vverm_g7198.t1, vverm_g7155.t1, vverm_g11110.t1, vverm_g7338.t1	bc2002_g6449.t1, bc2002_g6449.t2
OG0000126	bc2002_braker	vverm_g4322.t1	bc2002_g8037.t1
OG0000126	bc2001_braker	vverm_g4322.t1	bc2001_g11216.t3, bc2001_g11216.t1, bc2001_g11216.t2
OG0000126	dicty_braker	vverm_g9958.t1	dicty_g3704.t2, dicty_g3704.t1
OG0000126	acastellanii_braker	vverm_g9958.t1	acastellanii_g7935.t1, acastellanii_g7363.t1, acastellanii_g6883.t1, acastellanii_g6884.t1, acastellanii_g7938.t1, acastellanii_g10194.t1
OG0000127	acastellanii_braker	vverm_g1930.t1	acastellanii_g3489.t1
OG0000127	dicty_braker	vverm_g1930.t1	dicty_g4918.t1, dicty_g2757.t1, dicty_g2721.t1
OG0000127	bc2002_braker	vverm_g1930.t1	bc2002_g6684.t1
OG0000127	bc2001_braker	vverm_g1930.t1	bc2001_g19114.t2, bc2001_g19114.t1
OG0000127	bc2001_braker	vverm_g15515.t1	bc2001_g7464.t1
OG0000127	bc2002_braker	vverm_g15515.t1	bc2002_g13901.t1
OG0000127	dicty_braker	vverm_g1148.t1	dicty_g2128.t1
OG0000127	bc2001_braker	vverm_g1148.t1	bc2001_g9269.t2, bc2001_g9269.t1
OG0000127	bc2002_braker	vverm_g1148.t1	bc2002_g18467.t1, bc2002_g18467.t2
OG0000127	acastellanii_braker	vverm_g11790.t1, vverm_g11790.t2, vverm_g15702.t2, vverm_g15702.t1	acastellanii_g1391.t1, acastellanii_g589.t1
OG0000127	bc2002_braker	vverm_g11790.t1, vverm_g11790.t2	bc2002_g5246.t1
OG0000127	bc2001_braker	vverm_g11790.t1, vverm_g11790.t2	bc2001_g11031.t1, bc2001_g11031.t2
OG0000127	bc2002_braker	vverm_g15702.t2, vverm_g15702.t1	bc2002_g19924.t1
OG0000127	bc2001_braker	vverm_g15702.t2, vverm_g15702.t1	bc2001_g3717.t1
OG0000127	bc2001_braker	vverm_g3305.t1	bc2001_g17126.t1
